subset_mask,heads,size,n,correct,acc,ba,rescue,harm,delta_acc,delta_ba
95,0|1|2|3|4|6,6,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
96,5|6,2,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
97,0|5|6,3,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
98,1|5|6,3,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
99,0|1|5|6,4,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
100,2|5|6,3,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
101,0|2|5|6,4,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
102,1|2|5|6,4,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
103,0|1|2|5|6,5,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
104,3|5|6,3,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
105,0|3|5|6,4,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
106,1|3|5|6,4,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
107,0|1|3|5|6,5,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
108,2|3|5|6,4,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
109,0|2|3|5|6,5,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
110,1|2|3|5|6,5,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
111,0|1|2|3|5|6,6,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
112,4|5|6,3,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
113,0|4|5|6,4,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
114,1|4|5|6,4,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
115,0|1|4|5|6,5,41,20,0.4878048780487805,0.4029761904761905,2,0,0.04878048780487804,0.02083333333333337
116,2|4|5|6,4,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
117,0|2|4|5|6,5,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
118,1|2|4|5|6,5,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
119,0|1|2|4|5|6,6,41,19,0.4634146341463415,0.39255952380952375,1,0,0.024390243902439046,0.01041666666666663
120,3|4|5|6,4,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
121,0|3|4|5|6,5,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
122,1|3|4|5|6,5,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
123,0|1|3|4|5|6,6,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
124,2|3|4|5|6,5,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
125,0|2|3|4|5|6,6,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
126,1|2|3|4|5|6,6,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
127,0|1|2|3|4|5|6,7,41,18,0.43902439024390244,0.3821428571428571,0,0,0.0,0.0
128,7,1,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
129,0|7,2,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
130,1|7,2,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
131,0|1|7,3,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
132,2|7,2,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
133,0|2|7,3,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
134,1|2|7,3,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
135,0|1|2|7,4,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
136,3|7,2,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
137,0|3|7,3,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
138,1|3|7,3,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
139,0|1|3|7,4,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
140,2|3|7,3,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
141,0|2|3|7,4,41,17,0.4146341463414634,0.37172619047619043,0,1,-0.024390243902439046,-0.010416666666666685
