product_id,coast_layer_observed,anchorage_layer_observed,fairway_layer_observed
S1A_IW_GRDH_1SDV_20250222T224810_20250222T224835_058015_072961_178E,1,0,1
S1A_IW_GRDH_1SDV_20250306T224811_20250306T224836_058190_07308D_CDA9,1,0,1
S1A_IW_GRDH_1SDV_20250318T224811_20250318T224836_058365_073771_B1C2,1,0,1
S1A_IW_GRDH_1SDV_20250330T224811_20250330T224836_058540_073E75_9F1A,1,0,1
S1A_IW_GRDH_1SDV_20250411T224811_20250411T224836_058715_07459E_9525,1,0,1
S1A_IW_GRDH_1SDV_20250423T224811_20250423T224836_058890_074CC9_8953,1,0,1
S1A_IW_GRDH_1SDV_20250505T224811_20250505T224836_059065_0753C1_B8EA,1,0,1
S1A_IW_GRDH_1SDV_20250609T112534_20250609T112559_059568_076545_1D7F,1,0,1
S1A_IW_GRDH_1SDV_20250715T112532_20250715T112557_060093_07776A_62D2,1,0,1
S1A_IW_GRDH_1SDV_20250821T224808_20250821T224833_060640_078B59_E798,1,0,1
S1A_IW_GRDH_1SDV_20250902T224808_20250902T224833_060815_079241_9713,1,0,1
S1A_IW_GRDH_1SDV_20250914T224808_20250914T224833_060990_079946_63DA,1,0,1
S1A_IW_GRDH_1SDV_20250926T224808_20250926T224833_061165_07A04B_FD27,1,0,1
S1A_IW_GRDH_1SDV_20251008T224809_20251008T224834_061340_07A75B_C1A5,1,0,1
S1A_IW_GRDH_1SDV_20251020T224808_20251020T224833_061515_07AE62_BC0B,1,0,1
S1A_IW_GRDH_1SDV_20251101T224808_20251101T224833_061690_07B564_1AD8,1,0,1
S1A_IW_GRDH_1SDV_20251113T224807_20251113T224832_061865_07BC26_8BE5,1,0,1
S1A_IW_GRDH_1SDV_20251125T224806_20251125T224831_062040_07C2F5_5BFA,1,0,1
S1A_IW_GRDH_1SDV_20251207T224805_20251207T224830_062215_07C9D3_13F1,1,0,1
S1A_IW_GRDH_1SDV_20251219T224804_20251219T224829_062390_07D0A3_DC5F,1,0,1
S1A_IW_GRDH_1SDV_20251231T224803_20251231T224828_062565_07D762_CEEB,1,0,1
S1A_IW_GRDH_1SDV_20250109T190756_20250109T190821_057371_070FA6_03D6,1,1,0
S1A_IW_GRDH_1SDV_20250214T190754_20250214T190819_057896_07248A_4BF0,1,1,0
S1A_IW_GRDH_1SDV_20250310T190754_20250310T190819_058246_0732C7_AA66,1,1,0
S1A_IW_GRDH_1SDV_20250509T190755_20250509T190820_059121_0755D9_0C55,1,1,0
S1A_IW_GRDH_1SDV_20250521T190754_20250521T190819_059296_075BE6_A716,1,1,0
S1A_IW_GRDH_1SDV_20250602T190754_20250602T190819_059471_0761F8_4A83,1,1,0
S1A_IW_GRDH_1SDV_20250614T190753_20250614T190818_059646_0767EE_B1E0,1,1,0
S1A_IW_GRDH_1SDV_20250626T190753_20250626T190818_059821_076E01_58B5,1,1,0
S1A_IW_GRDH_1SDV_20250708T190752_20250708T190817_059996_07740F_E63A,1,1,0
S1A_IW_GRDH_1SDV_20250720T190751_20250720T190816_060171_077A13_1559,1,1,0
S1A_IW_GRDH_1SDV_20250801T190751_20250801T190816_060346_078019_953E,1,1,0
S1A_IW_GRDH_1SDV_20250813T190751_20250813T190816_060521_0786AA_88CA,1,1,0
S1A_IW_GRDH_1SDV_20250825T190751_20250825T190816_060696_078D8D_4592,1,1,0
S1A_IW_GRDH_1SDV_20250906T190751_20250906T190816_060871_07947B_EDC3,1,1,0
S1A_IW_GRDH_1SDV_20250918T190752_20250918T190817_061046_079B83_BFBC,1,1,0
S1A_IW_GRDH_1SDV_20250930T190752_20250930T190817_061221_07A294_DB4F,1,1,0
S1A_IW_GRDH_1SDV_20251012T190752_20251012T190817_061396_07A99C_7947,1,1,0
S1A_IW_GRDH_1SDV_20251024T190752_20251024T190817_061571_07B0A2_E5D2,1,1,0
S1A_IW_GRDH_1SDV_20251105T190752_20251105T190817_061746_07B792_3E36,1,1,0
S1A_IW_GRDH_1SDV_20251117T190751_20251117T190816_061921_07BE5B_1974,1,1,0
S1A_IW_GRDH_1SDV_20251129T190750_20251129T190815_062096_07C52D_C156,1,1,0
S1A_IW_GRDH_1SDV_20251211T190749_20251211T190814_062271_07CC01_6A6B,1,1,0
S1A_IW_GRDH_1SDV_20251223T190747_20251223T190812_062446_07D2D3_0484,1,1,0
S1A_IW_GRDH_1SDV_20251223T181816_20251223T181841_062446_07D2CE_C333,1,0,1
