fold,pseudo_target,intervention,seed,changed,delta_BA
PortSaid,Shanghai,permute_D2,20260925,0,0.0
PortSaid,Shanghai,permute_D2,20260926,0,0.0
PortSaid,Shanghai,permute_D2,20260927,0,0.0
PortSaid,Shanghai,permute_D2,20260928,0,0.0
PortSaid,Shanghai,permute_D2,20260929,0,0.0
PortSaid,Shanghai,permute_D2,20260930,0,0.0
PortSaid,Shanghai,permute_D2,20260931,0,0.0
PortSaid,Shanghai,permute_D2,20260932,0,0.0
PortSaid,Shanghai,permute_D2,20260933,0,0.0
PortSaid,Shanghai,permute_D2,20260934,0,0.0
PortSaid,Shanghai,permute_D2,20260935,0,0.0
PortSaid,Shanghai,permute_D2,20260936,0,0.0
PortSaid,Shanghai,permute_D2,20260937,0,0.0
PortSaid,Shanghai,permute_D2,20260938,0,0.0
PortSaid,Shanghai,permute_D2,20260939,0,0.0
PortSaid,Shanghai,permute_D3,20260920,22695,0.0008459471869630142
PortSaid,Shanghai,permute_D3,20260921,22666,0.0010196683336690104
PortSaid,Shanghai,permute_D3,20260922,22632,0.0002714909532817167
PortSaid,Shanghai,permute_D3,20260923,22708,-0.0022122042386596985
PortSaid,Shanghai,permute_D3,20260924,22773,-0.0007704074523541271
PortSaid,Shanghai,permute_D3,20260925,22642,0.0062522102710422245
PortSaid,Shanghai,permute_D3,20260926,22690,0.002172801444532968
PortSaid,Shanghai,permute_D3,20260927,22611,0.005624785130109555
PortSaid,Shanghai,permute_D3,20260928,22739,0.003486173934371839
PortSaid,Shanghai,permute_D3,20260929,22657,0.0009537304786803591
PortSaid,Shanghai,permute_D3,20260930,22686,0.005456873694122455
PortSaid,Shanghai,permute_D3,20260931,22676,0.0020504432687821206
PortSaid,Shanghai,permute_D3,20260932,22629,0.005805152693840021
PortSaid,Shanghai,permute_D3,20260933,22670,0.0007312610682242426
PortSaid,Shanghai,permute_D3,20260934,22618,0.0066100068049863014
PortSaid,Shanghai,permute_D3,20260935,22814,0.00032630533774763437
PortSaid,Shanghai,permute_D3,20260936,22774,0.0033842003533734455
PortSaid,Shanghai,permute_D3,20260937,22754,-0.0013885714690572426
PortSaid,Shanghai,permute_D3,20260938,22716,0.006606555391475644
PortSaid,Shanghai,permute_D3,20260939,22753,0.0013022658883948268
PortSaid,Shanghai,permute_joint,20260920,23835,-0.005173935384006012
PortSaid,Shanghai,permute_joint,20260921,23852,0.0052016310374854435
PortSaid,Shanghai,permute_joint,20260922,23830,0.003178731600474105
PortSaid,Shanghai,permute_joint,20260923,23899,-0.0029963498687417545
PortSaid,Shanghai,permute_joint,20260924,23797,0.004294479459028888
PortSaid,Shanghai,permute_joint,20260925,23771,0.0010623504767032776
PortSaid,Shanghai,permute_joint,20260926,23848,0.0005385048530652803
PortSaid,Shanghai,permute_joint,20260927,23720,-0.012770752931086815
PortSaid,Shanghai,permute_joint,20260928,23799,0.002088084931088141
PortSaid,Shanghai,permute_joint,20260929,23800,0.0012901336469632319
PortSaid,Shanghai,permute_joint,20260930,23753,0.0003803673613015923
PortSaid,Shanghai,permute_joint,20260931,23824,0.0036087885201195324
PortSaid,Shanghai,permute_joint,20260932,23805,0.006335901144499445
PortSaid,Shanghai,permute_joint,20260933,23891,0.001007792502234317
PortSaid,Shanghai,permute_joint,20260934,23803,-0.0017616952479467818
PortSaid,Shanghai,permute_joint,20260935,23758,0.004136085557268299
PortSaid,Shanghai,permute_joint,20260936,23776,0.0034610727452029644
PortSaid,Shanghai,permute_joint,20260937,23767,0.004060630168053081
PortSaid,Shanghai,permute_joint,20260938,23882,-0.004619350925083421
PortSaid,Shanghai,permute_joint,20260939,23891,-0.0019481289323931006
