fold,held_out_port,statistic,direction,threshold_selected_on_train,train_mean_ba_gain,signal_value,action,ba,acc,cross_ba,mean_ba,oracle_ba,delta_ba,regret_vs_oracle_ba,class_support
Rotterdam,Shanghai,stat_entropy_after,1,0.879909,0.00078786989483981,0.567753502725879,cross,0.5213571318284888,0.4611673902556681,0.5213571318284888,0.43434575505070716,0.5213571318284888,-0.08701137677778159,0.0,"{""container_ship"": 895, ""dredger"": 225, ""fishing_vessel"": 472, ""product_chemical_tanker"": 222, ""tug_towing"": 259}"
PortKlang,Shanghai,stat_entropy_after,1,0.879909,0.00078786989483981,0.5178839654054717,cross,0.4377323791849767,0.5080037664783428,0.4377323791849767,0.27795240345771716,0.4377323791849767,-0.15977997572725955,0.0,"{""container_ship"": 895, ""dredger"": 225, ""fishing_vessel"": 472, ""passenger_ship"": 51, ""product_chemical_tanker"": 222, ""tug_towing"": 259}"
Fujairah,Shanghai,stat_entropy_after,1,0.879909,0.00078786989483981,0.444929419632285,cross,0.33648825383339154,0.35938253738543174,0.33648825383339154,0.2629189405700153,0.33648825383339154,-0.07356931326337623,0.0,"{""container_ship"": 895, ""dredger"": 225, ""fishing_vessel"": 472, ""product_chemical_tanker"": 222, ""tug_towing"": 259}"
JebelAli,Shanghai,stat_entropy_after,1,0.879909,0.00078786989483981,0.18704170915048265,cross,0.49031133342278116,0.5166051660516605,0.49031133342278116,0.4299111510904902,0.49031133342278116,-0.06040018233229094,0.0,"{""container_ship"": 895, ""fishing_vessel"": 472, ""tug_towing"": 259}"
PortSaid,Shanghai,stat_entropy_after,1,0.879909,0.00078786989483981,0.5000432428042328,cross,0.34214328577769537,0.36034732272069464,0.34214328577769537,0.28253942967275036,0.34214328577769537,-0.05960385610494501,0.0,"{""container_ship"": 895, ""dredger"": 225, ""fishing_vessel"": 472, ""product_chemical_tanker"": 222, ""tug_towing"": 259}"
Rotterdam,Singapore,stat_entropy_after,1,0.833416,-0.0035744956563618577,0.9787679295347815,mean,0.575332599657618,0.41379310344827586,0.5635145512350208,0.575332599657618,0.575332599657618,0.01181804842259715,0.0,"{""container_ship"": 17, ""dredger"": 141, ""fishing_vessel"": 24, ""product_chemical_tanker"": 29, ""tug_towing"": 50}"
PortKlang,Singapore,stat_entropy_after,1,0.833416,-0.0035744956563618577,0.644090530827218,cross,0.691348129126926,0.4312977099236641,0.691348129126926,0.4377784970676948,0.691348129126926,-0.2535696320592312,0.0,"{""container_ship"": 17, ""dredger"": 141, ""fishing_vessel"": 24, ""passenger_ship"": 1, ""product_chemical_tanker"": 29, ""tug_towing"": 50}"
Fujairah,Singapore,stat_entropy_after,1,0.833416,-0.0035744956563618577,0.32929435443318605,cross,0.6066072389337246,0.4482758620689655,0.6066072389337246,0.328976680620891,0.6066072389337246,-0.27763055831283356,0.0,"{""container_ship"": 17, ""dredger"": 141, ""fishing_vessel"": 24, ""product_chemical_tanker"": 29, ""tug_towing"": 50}"
PortSaid,Singapore,stat_entropy_after,1,0.833416,-0.0035744956563618577,0.5406159598684831,cross,0.6909310344827586,0.5172413793103449,0.6909310344827586,0.46434641002402427,0.6909310344827586,-0.22658462445873434,0.0,"{""container_ship"": 17, ""dredger"": 141, ""fishing_vessel"": 24, ""product_chemical_tanker"": 29, ""tug_towing"": 50}"
Rotterdam,Jebel Ali,stat_delta_entropy,1,0.251016,0.0015615450523305484,0.16212867126465624,cross,0.6614156490275893,0.6217765042979942,0.6614156490275893,0.5808005427408414,0.6614156490275893,-0.08061510628674795,0.0,"{""container_ship"": 3, ""dredger"": 44, ""fishing_vessel"": 4, ""product_chemical_tanker"": 30, ""tug_towing"": 268}"
Shanghai,Jebel Ali,stat_delta_entropy,1,0.251016,0.0015615450523305484,0.14556723081131379,cross,0.9235074626865671,0.8492647058823529,0.9235074626865671,0.8694029850746269,0.9235074626865671,-0.05410447761194026,0.0,"{""fishing_vessel"": 4, ""tug_towing"": 268}"
PortKlang,Jebel Ali,stat_delta_entropy,1,0.251016,0.0015615450523305484,-0.1448034367690605,cross,0.6132896125433439,0.3490304709141274,0.6132896125433439,0.566127694859038,0.6132896125433439,-0.04716191768430589,0.0,"{""container_ship"": 3, ""dredger"": 44, ""fishing_vessel"": 4, ""passenger_ship"": 12, ""product_chemical_tanker"": 30, ""tug_towing"": 268}"
Fujairah,Jebel Ali,stat_delta_entropy,1,0.251016,0.0015615450523305484,-0.1968357496647294,cross,0.3827860696517413,0.1489971346704871,0.3827860696517413,0.3597919493441881,0.3827860696517413,-0.022994120307553156,0.0,"{""container_ship"": 3, ""dredger"": 44, ""fishing_vessel"": 4, ""product_chemical_tanker"": 30, ""tug_towing"": 268}"
PortSaid,Jebel Ali,stat_delta_entropy,1,0.251016,0.0015615450523305484,-0.2175673972148417,cross,0.6249525101763908,0.39255014326647564,0.6249525101763908,0.46382632293080056,0.6249525101763908,-0.1611261872455902,0.0,"{""container_ship"": 3, ""dredger"": 44, ""fishing_vessel"": 4, ""product_chemical_tanker"": 30, ""tug_towing"": 268}"
Rotterdam,Qingdao,stat_delta_entropy,1,-0.037328,-0.008778681105435076,0.44575342042511984,mean,0.3276939992717402,0.29594272076372313,0.30427082348678197,0.3276939992717402,0.3276939992717402,0.023423175784958228,0.0,"{""container_ship"": 142, ""dredger"": 64, ""fishing_vessel"": 2235, ""product_chemical_tanker"": 38, ""tug_towing"": 35}"
Shanghai,Qingdao,stat_delta_entropy,1,-0.037328,-0.008778681105435076,-0.07214755882167262,cross,0.5899328859060403,0.38634361233480174,0.5899328859060403,0.5452860338766379,0.5899328859060403,-0.04464685202940244,0.0,"{""fishing_vessel"": 2235, ""tug_towing"": 35}"
PortKlang,Qingdao,stat_delta_entropy,1,-0.037328,-0.008778681105435076,0.25101557676621145,mean,0.34199110880598166,0.37897214593958417,0.5532616338558847,0.34199110880598166,0.5532616338558847,-0.211270525049903,0.211270525049903,"{""container_ship"": 142, ""dredger"": 64, ""fishing_vessel"": 2235, ""passenger_ship"": 35, ""product_chemical_tanker"": 38, ""tug_towing"": 35}"
Fujairah,Qingdao,stat_delta_entropy,1,-0.037328,-0.008778681105435076,0.2204733879853389,mean,0.63978217281435,0.4228321400159109,0.6686073283572861,0.63978217281435,0.6686073283572861,-0.028825155542936076,0.028825155542936076,"{""container_ship"": 142, ""dredger"": 64, ""fishing_vessel"": 2235, ""product_chemical_tanker"": 38, ""tug_towing"": 35}"
JebelAli,Qingdao,stat_delta_entropy,1,-0.037328,-0.008778681105435076,0.08042397017389591,mean,0.7381839133233404,0.5182421227197347,0.8609305347371327,0.7381839133233404,0.8609305347371327,-0.12274662141379222,0.12274662141379222,"{""container_ship"": 142, ""fishing_vessel"": 2235, ""tug_towing"": 35}"
PortSaid,Qingdao,stat_delta_entropy,1,-0.037328,-0.008778681105435076,0.05094228375655119,mean,0.4194437293725855,0.12927605409705648,0.5254843201739579,0.4194437293725855,0.5254843201739579,-0.10604059080137235,0.10604059080137235,"{""container_ship"": 142, ""dredger"": 64, ""fishing_vessel"": 2235, ""product_chemical_tanker"": 38, ""tug_towing"": 35}"
Rotterdam,Shanghai,stat_delta_entropy,1,0.251016,0.0015615450523305484,-0.051366010653578265,cross,0.5213571318284888,0.4611673902556681,0.5213571318284888,0.43434575505070716,0.5213571318284888,-0.08701137677778159,0.0,"{""container_ship"": 895, ""dredger"": 225, ""fishing_vessel"": 472, ""product_chemical_tanker"": 222, ""tug_towing"": 259}"
PortKlang,Shanghai,stat_delta_entropy,1,0.251016,0.0015615450523305484,-0.0373282549461601,cross,0.4377323791849767,0.5080037664783428,0.4377323791849767,0.27795240345771716,0.4377323791849767,-0.15977997572725955,0.0,"{""container_ship"": 895, ""dredger"": 225, ""fishing_vessel"": 472, ""passenger_ship"": 51, ""product_chemical_tanker"": 222, ""tug_towing"": 259}"
Fujairah,Shanghai,stat_delta_entropy,1,0.251016,0.0015615450523305484,-0.12298541950144631,cross,0.33648825383339154,0.35938253738543174,0.33648825383339154,0.2629189405700153,0.33648825383339154,-0.07356931326337623,0.0,"{""container_ship"": 895, ""dredger"": 225, ""fishing_vessel"": 472, ""product_chemical_tanker"": 222, ""tug_towing"": 259}"
JebelAli,Shanghai,stat_delta_entropy,1,0.251016,0.0015615450523305484,-0.13568208844105953,cross,0.49031133342278116,0.5166051660516605,0.49031133342278116,0.4299111510904902,0.49031133342278116,-0.06040018233229094,0.0,"{""container_ship"": 895, ""fishing_vessel"": 472, ""tug_towing"": 259}"
PortSaid,Shanghai,stat_delta_entropy,1,0.251016,0.0015615450523305484,-0.12374547455849838,cross,0.34214328577769537,0.36034732272069464,0.34214328577769537,0.28253942967275036,0.34214328577769537,-0.05960385610494501,0.0,"{""container_ship"": 895, ""dredger"": 225, ""fishing_vessel"": 472, ""product_chemical_tanker"": 222, ""tug_towing"": 259}"
Rotterdam,Singapore,stat_delta_entropy,1,0.251016,0.0014639484865598892,0.020179849610069134,cross,0.5635145512350208,0.42528735632183906,0.5635145512350208,0.575332599657618,0.575332599657618,0.01181804842259715,0.01181804842259715,"{""container_ship"": 17, ""dredger"": 141, ""fishing_vessel"": 24, ""product_chemical_tanker"": 29, ""tug_towing"": 50}"
PortKlang,Singapore,stat_delta_entropy,1,0.251016,0.0014639484865598892,-0.2603534377402952,cross,0.691348129126926,0.4312977099236641,0.691348129126926,0.4377784970676948,0.691348129126926,-0.2535696320592312,0.0,"{""container_ship"": 17, ""dredger"": 141, ""fishing_vessel"": 24, ""passenger_ship"": 1, ""product_chemical_tanker"": 29, ""tug_towing"": 50}"
Fujairah,Singapore,stat_delta_entropy,1,0.251016,0.0014639484865598892,-0.1572422829688805,cross,0.6066072389337246,0.4482758620689655,0.6066072389337246,0.328976680620891,0.6066072389337246,-0.27763055831283356,0.0,"{""container_ship"": 17, ""dredger"": 141, ""fishing_vessel"": 24, ""product_chemical_tanker"": 29, ""tug_towing"": 50}"
PortSaid,Singapore,stat_delta_entropy,1,0.251016,0.0014639484865598892,-0.06479900773944935,cross,0.6909310344827586,0.5172413793103449,0.6909310344827586,0.46434641002402427,0.6909310344827586,-0.22658462445873434,0.0,"{""container_ship"": 17, ""dredger"": 141, ""fishing_vessel"": 24, ""product_chemical_tanker"": 29, ""tug_towing"": 50}"
Rotterdam,Jebel Ali,stat_conf_before,1,0.850406,-0.012209786916405544,0.746882259514355,cross,0.6614156490275893,0.6217765042979942,0.6614156490275893,0.5808005427408414,0.6614156490275893,-0.08061510628674795,0.0,"{""container_ship"": 3, ""dredger"": 44, ""fishing_vessel"": 4, ""product_chemical_tanker"": 30, ""tug_towing"": 268}"
Shanghai,Jebel Ali,stat_conf_before,1,0.850406,-0.012209786916405544,0.8401222473715242,cross,0.9235074626865671,0.8492647058823529,0.9235074626865671,0.8694029850746269,0.9235074626865671,-0.05410447761194026,0.0,"{""fishing_vessel"": 4, ""tug_towing"": 268}"
PortKlang,Jebel Ali,stat_conf_before,1,0.850406,-0.012209786916405544,0.6944903220197628,cross,0.6132896125433439,0.3490304709141274,0.6132896125433439,0.566127694859038,0.6132896125433439,-0.04716191768430589,0.0,"{""container_ship"": 3, ""dredger"": 44, ""fishing_vessel"": 4, ""passenger_ship"": 12, ""product_chemical_tanker"": 30, ""tug_towing"": 268}"
Fujairah,Jebel Ali,stat_conf_before,1,0.850406,-0.012209786916405544,0.7603881663660251,cross,0.3827860696517413,0.1489971346704871,0.3827860696517413,0.3597919493441881,0.3827860696517413,-0.022994120307553156,0.0,"{""container_ship"": 3, ""dredger"": 44, ""fishing_vessel"": 4, ""product_chemical_tanker"": 30, ""tug_towing"": 268}"
PortSaid,Jebel Ali,stat_conf_before,1,0.850406,-0.012209786916405544,0.7579876976780547,cross,0.6249525101763908,0.39255014326647564,0.6249525101763908,0.46382632293080056,0.6249525101763908,-0.1611261872455902,0.0,"{""container_ship"": 3, ""dredger"": 44, ""fishing_vessel"": 4, ""product_chemical_tanker"": 30, ""tug_towing"": 268}"
Rotterdam,Qingdao,stat_conf_before,1,0.857551,-0.004314298738020781,0.8504056427556069,cross,0.30427082348678197,0.21439936356404138,0.30427082348678197,0.3276939992717402,0.3276939992717402,0.023423175784958228,0.023423175784958228,"{""container_ship"": 142, ""dredger"": 64, ""fishing_vessel"": 2235, ""product_chemical_tanker"": 38, ""tug_towing"": 35}"
Shanghai,Qingdao,stat_conf_before,1,0.857551,-0.004314298738020781,0.7675082680438331,cross,0.5899328859060403,0.38634361233480174,0.5899328859060403,0.5452860338766379,0.5899328859060403,-0.04464685202940244,0.0,"{""fishing_vessel"": 2235, ""tug_towing"": 35}"
PortKlang,Qingdao,stat_conf_before,1,0.857551,-0.004314298738020781,0.7821567625180715,cross,0.5532616338558847,0.4068262063554335,0.5532616338558847,0.34199110880598166,0.5532616338558847,-0.211270525049903,0.0,"{""container_ship"": 142, ""dredger"": 64, ""fishing_vessel"": 2235, ""passenger_ship"": 35, ""product_chemical_tanker"": 38, ""tug_towing"": 35}"
Fujairah,Qingdao,stat_conf_before,1,0.857551,-0.004314298738020781,0.7990811725319378,cross,0.6686073283572861,0.6972951471758154,0.6686073283572861,0.63978217281435,0.6686073283572861,-0.028825155542936076,0.0,"{""container_ship"": 142, ""dredger"": 64, ""fishing_vessel"": 2235, ""product_chemical_tanker"": 38, ""tug_towing"": 35}"
JebelAli,Qingdao,stat_conf_before,1,0.857551,-0.004314298738020781,0.9453079761796339,mean,0.7381839133233404,0.5182421227197347,0.8609305347371327,0.7381839133233404,0.8609305347371327,-0.12274662141379222,0.12274662141379222,"{""container_ship"": 142, ""fishing_vessel"": 2235, ""tug_towing"": 35}"
PortSaid,Qingdao,stat_conf_before,1,0.857551,-0.004314298738020781,0.7695787082346461,cross,0.5254843201739579,0.375497215592681,0.5254843201739579,0.4194437293725855,0.5254843201739579,-0.10604059080137235,0.0,"{""container_ship"": 142, ""dredger"": 64, ""fishing_vessel"": 2235, ""product_chemical_tanker"": 38, ""tug_towing"": 35}"
Rotterdam,Shanghai,stat_conf_before,1,0.850406,-0.008183108094252815,0.7540470631577544,cross,0.5213571318284888,0.4611673902556681,0.5213571318284888,0.43434575505070716,0.5213571318284888,-0.08701137677778159,0.0,"{""container_ship"": 895, ""dredger"": 225, ""fishing_vessel"": 472, ""product_chemical_tanker"": 222, ""tug_towing"": 259}"
PortKlang,Shanghai,stat_conf_before,1,0.850406,-0.008183108094252815,0.7750011892010336,cross,0.4377323791849767,0.5080037664783428,0.4377323791849767,0.27795240345771716,0.4377323791849767,-0.15977997572725955,0.0,"{""container_ship"": 895, ""dredger"": 225, ""fishing_vessel"": 472, ""passenger_ship"": 51, ""product_chemical_tanker"": 222, ""tug_towing"": 259}"
Fujairah,Shanghai,stat_conf_before,1,0.850406,-0.008183108094252815,0.7754807285507691,cross,0.33648825383339154,0.35938253738543174,0.33648825383339154,0.2629189405700153,0.33648825383339154,-0.07356931326337623,0.0,"{""container_ship"": 895, ""dredger"": 225, ""fishing_vessel"": 472, ""product_chemical_tanker"": 222, ""tug_towing"": 259}"
JebelAli,Shanghai,stat_conf_before,1,0.850406,-0.008183108094252815,0.857551046974738,mean,0.4299111510904902,0.45141451414514144,0.49031133342278116,0.4299111510904902,0.49031133342278116,-0.06040018233229094,0.06040018233229094,"{""container_ship"": 895, ""fishing_vessel"": 472, ""tug_towing"": 259}"
PortSaid,Shanghai,stat_conf_before,1,0.850406,-0.008183108094252815,0.7595642472455367,cross,0.34214328577769537,0.36034732272069464,0.34214328577769537,0.28253942967275036,0.34214328577769537,-0.05960385610494501,0.0,"{""container_ship"": 895, ""dredger"": 225, ""fishing_vessel"": 472, ""product_chemical_tanker"": 222, ""tug_towing"": 259}"
Rotterdam,Singapore,stat_conf_before,-1,0.746882,-0.002947619855269118,0.6262610374688078,mean,0.575332599657618,0.41379310344827586,0.5635145512350208,0.575332599657618,0.575332599657618,0.01181804842259715,0.0,"{""container_ship"": 17, ""dredger"": 141, ""fishing_vessel"": 24, ""product_chemical_tanker"": 29, ""tug_towing"": 50}"
PortKlang,Singapore,stat_conf_before,-1,0.746882,-0.002947619855269118,0.6296715604858073,mean,0.4377784970676948,0.27099236641221375,0.691348129126926,0.4377784970676948,0.691348129126926,-0.2535696320592312,0.2535696320592312,"{""container_ship"": 17, ""dredger"": 141, ""fishing_vessel"": 24, ""passenger_ship"": 1, ""product_chemical_tanker"": 29, ""tug_towing"": 50}"
Fujairah,Singapore,stat_conf_before,-1,0.746882,-0.002947619855269118,0.8112200035231564,cross,0.6066072389337246,0.4482758620689655,0.6066072389337246,0.328976680620891,0.6066072389337246,-0.27763055831283356,0.0,"{""container_ship"": 17, ""dredger"": 141, ""fishing_vessel"": 24, ""product_chemical_tanker"": 29, ""tug_towing"": 50}"
PortSaid,Singapore,stat_conf_before,-1,0.746882,-0.002947619855269118,0.7616300392936689,cross,0.6909310344827586,0.5172413793103449,0.6909310344827586,0.46434641002402427,0.6909310344827586,-0.22658462445873434,0.0,"{""container_ship"": 17, ""dredger"": 141, ""fishing_vessel"": 24, ""product_chemical_tanker"": 29, ""tug_towing"": 50}"
Rotterdam,Jebel Ali,stat_conf_after,-1,0.65306,0.0023494149471703584,0.6754019305622986,cross,0.6614156490275893,0.6217765042979942,0.6614156490275893,0.5808005427408414,0.6614156490275893,-0.08061510628674795,0.0,"{""container_ship"": 3, ""dredger"": 44, ""fishing_vessel"": 4, ""product_chemical_tanker"": 30, ""tug_towing"": 268}"
Shanghai,Jebel Ali,stat_conf_after,-1,0.65306,0.0023494149471703584,0.7424575082224913,cross,0.9235074626865671,0.8492647058823529,0.9235074626865671,0.8694029850746269,0.9235074626865671,-0.05410447761194026,0.0,"{""fishing_vessel"": 4, ""tug_towing"": 268}"
PortKlang,Jebel Ali,stat_conf_after,-1,0.65306,0.0023494149471703584,0.7594516957755068,cross,0.6132896125433439,0.3490304709141274,0.6132896125433439,0.566127694859038,0.6132896125433439,-0.04716191768430589,0.0,"{""container_ship"": 3, ""dredger"": 44, ""fishing_vessel"": 4, ""passenger_ship"": 12, ""product_chemical_tanker"": 30, ""tug_towing"": 268}"
Fujairah,Jebel Ali,stat_conf_after,-1,0.65306,0.0023494149471703584,0.8464386982261638,cross,0.3827860696517413,0.1489971346704871,0.3827860696517413,0.3597919493441881,0.3827860696517413,-0.022994120307553156,0.0,"{""container_ship"": 3, ""dredger"": 44, ""fishing_vessel"": 4, ""product_chemical_tanker"": 30, ""tug_towing"": 268}"
PortSaid,Jebel Ali,stat_conf_after,-1,0.65306,0.0023494149471703584,0.8421060724029974,cross,0.6249525101763908,0.39255014326647564,0.6249525101763908,0.46382632293080056,0.6249525101763908,-0.1611261872455902,0.0,"{""container_ship"": 3, ""dredger"": 44, ""fishing_vessel"": 4, ""product_chemical_tanker"": 30, ""tug_towing"": 268}"
Rotterdam,Qingdao,stat_conf_after,1,0.926077,-0.004314298738020781,0.6530599369547668,cross,0.30427082348678197,0.21439936356404138,0.30427082348678197,0.3276939992717402,0.3276939992717402,0.023423175784958228,0.023423175784958228,"{""container_ship"": 142, ""dredger"": 64, ""fishing_vessel"": 2235, ""product_chemical_tanker"": 38, ""tug_towing"": 35}"
Shanghai,Qingdao,stat_conf_after,1,0.926077,-0.004314298738020781,0.8098537245491971,cross,0.5899328859060403,0.38634361233480174,0.5899328859060403,0.5452860338766379,0.5899328859060403,-0.04464685202940244,0.0,"{""fishing_vessel"": 2235, ""tug_towing"": 35}"
PortKlang,Qingdao,stat_conf_after,1,0.926077,-0.004314298738020781,0.6990004583168045,cross,0.5532616338558847,0.4068262063554335,0.5532616338558847,0.34199110880598166,0.5532616338558847,-0.211270525049903,0.0,"{""container_ship"": 142, ""dredger"": 64, ""fishing_vessel"": 2235, ""passenger_ship"": 35, ""product_chemical_tanker"": 38, ""tug_towing"": 35}"
Fujairah,Qingdao,stat_conf_after,1,0.926077,-0.004314298738020781,0.68173839748979,cross,0.6686073283572861,0.6972951471758154,0.6686073283572861,0.63978217281435,0.6686073283572861,-0.028825155542936076,0.0,"{""container_ship"": 142, ""dredger"": 64, ""fishing_vessel"": 2235, ""product_chemical_tanker"": 38, ""tug_towing"": 35}"
JebelAli,Qingdao,stat_conf_after,1,0.926077,-0.004314298738020781,0.9099871140163966,cross,0.8609305347371327,0.8121890547263682,0.8609305347371327,0.7381839133233404,0.8609305347371327,-0.12274662141379222,0.0,"{""container_ship"": 142, ""fishing_vessel"": 2235, ""tug_towing"": 35}"
PortSaid,Qingdao,stat_conf_after,1,0.926077,-0.004314298738020781,0.7518682922982841,cross,0.5254843201739579,0.375497215592681,0.5254843201739579,0.4194437293725855,0.5254843201739579,-0.10604059080137235,0.0,"{""container_ship"": 142, ""dredger"": 64, ""fishing_vessel"": 2235, ""product_chemical_tanker"": 38, ""tug_towing"": 35}"
Rotterdam,Shanghai,stat_conf_after,-1,0.65306,0.0023494149471703584,0.7685576045270182,cross,0.5213571318284888,0.4611673902556681,0.5213571318284888,0.43434575505070716,0.5213571318284888,-0.08701137677778159,0.0,"{""container_ship"": 895, ""dredger"": 225, ""fishing_vessel"": 472, ""product_chemical_tanker"": 222, ""tug_towing"": 259}"
PortKlang,Shanghai,stat_conf_after,-1,0.65306,0.0023494149471703584,0.793022689536666,cross,0.4377323791849767,0.5080037664783428,0.4377323791849767,0.27795240345771716,0.4377323791849767,-0.15977997572725955,0.0,"{""container_ship"": 895, ""dredger"": 225, ""fishing_vessel"": 472, ""passenger_ship"": 51, ""product_chemical_tanker"": 222, ""tug_towing"": 259}"
Fujairah,Shanghai,stat_conf_after,-1,0.65306,0.0023494149471703584,0.8238349384274082,cross,0.33648825383339154,0.35938253738543174,0.33648825383339154,0.2629189405700153,0.33648825383339154,-0.07356931326337623,0.0,"{""container_ship"": 895, ""dredger"": 225, ""fishing_vessel"": 472, ""product_chemical_tanker"": 222, ""tug_towing"": 259}"
JebelAli,Shanghai,stat_conf_after,-1,0.65306,0.0023494149471703584,0.9260773711886873,cross,0.49031133342278116,0.5166051660516605,0.49031133342278116,0.4299111510904902,0.49031133342278116,-0.06040018233229094,0.0,"{""container_ship"": 895, ""fishing_vessel"": 472, ""tug_towing"": 259}"
PortSaid,Shanghai,stat_conf_after,-1,0.65306,0.0023494149471703584,0.7921282667411543,cross,0.34214328577769537,0.36034732272069464,0.34214328577769537,0.28253942967275036,0.34214328577769537,-0.05960385610494501,0.0,"{""container_ship"": 895, ""dredger"": 225, ""fishing_vessel"": 472, ""product_chemical_tanker"": 222, ""tug_towing"": 259}"
Rotterdam,Singapore,stat_conf_after,-1,0.65306,0.0014639484865598892,0.6197154365761182,mean,0.575332599657618,0.41379310344827586,0.5635145512350208,0.575332599657618,0.575332599657618,0.01181804842259715,0.0,"{""container_ship"": 17, ""dredger"": 141, ""fishing_vessel"": 24, ""product_chemical_tanker"": 29, ""tug_towing"": 50}"
PortKlang,Singapore,stat_conf_after,-1,0.65306,0.0014639484865598892,0.753646614267035,cross,0.691348129126926,0.4312977099236641,0.691348129126926,0.4377784970676948,0.691348129126926,-0.2535696320592312,0.0,"{""container_ship"": 17, ""dredger"": 141, ""fishing_vessel"": 24, ""passenger_ship"": 1, ""product_chemical_tanker"": 29, ""tug_towing"": 50}"
Fujairah,Singapore,stat_conf_after,-1,0.65306,0.0014639484865598892,0.8671512248228054,cross,0.6066072389337246,0.4482758620689655,0.6066072389337246,0.328976680620891,0.6066072389337246,-0.27763055831283356,0.0,"{""container_ship"": 17, ""dredger"": 141, ""fishing_vessel"": 24, ""product_chemical_tanker"": 29, ""tug_towing"": 50}"
PortSaid,Singapore,stat_conf_after,-1,0.65306,0.0014639484865598892,0.780462958766215,cross,0.6909310344827586,0.5172413793103449,0.6909310344827586,0.46434641002402427,0.6909310344827586,-0.22658462445873434,0.0,"{""container_ship"": 17, ""dredger"": 141, ""fishing_vessel"": 24, ""product_chemical_tanker"": 29, ""tug_towing"": 50}"
Rotterdam,Jebel Ali,stat_delta_conf,-1,-0.117343,0.0015615450523305484,-0.07148032895205647,cross,0.6614156490275893,0.6217765042979942,0.6614156490275893,0.5808005427408414,0.6614156490275893,-0.08061510628674795,0.0,"{""container_ship"": 3, ""dredger"": 44, ""fishing_vessel"": 4, ""product_chemical_tanker"": 30, ""tug_towing"": 268}"
Shanghai,Jebel Ali,stat_delta_conf,-1,-0.117343,0.0015615450523305484,-0.09766473914903284,cross,0.9235074626865671,0.8492647058823529,0.9235074626865671,0.8694029850746269,0.9235074626865671,-0.05410447761194026,0.0,"{""fishing_vessel"": 4, ""tug_towing"": 268}"
PortKlang,Jebel Ali,stat_delta_conf,-1,-0.117343,0.0015615450523305484,0.06496137375574396,cross,0.6132896125433439,0.3490304709141274,0.6132896125433439,0.566127694859038,0.6132896125433439,-0.04716191768430589,0.0,"{""container_ship"": 3, ""dredger"": 44, ""fishing_vessel"": 4, ""passenger_ship"": 12, ""product_chemical_tanker"": 30, ""tug_towing"": 268}"
Fujairah,Jebel Ali,stat_delta_conf,-1,-0.117343,0.0015615450523305484,0.08605053186013867,cross,0.3827860696517413,0.1489971346704871,0.3827860696517413,0.3597919493441881,0.3827860696517413,-0.022994120307553156,0.0,"{""container_ship"": 3, ""dredger"": 44, ""fishing_vessel"": 4, ""product_chemical_tanker"": 30, ""tug_towing"": 268}"
PortSaid,Jebel Ali,stat_delta_conf,-1,-0.117343,0.0015615450523305484,0.08411837472494266,cross,0.6249525101763908,0.39255014326647564,0.6249525101763908,0.46382632293080056,0.6249525101763908,-0.1611261872455902,0.0,"{""container_ship"": 3, ""dredger"": 44, ""fishing_vessel"": 4, ""product_chemical_tanker"": 30, ""tug_towing"": 268}"
Rotterdam,Qingdao,stat_delta_conf,-1,-0.07148,-0.009622827421334872,-0.1973457058008401,mean,0.3276939992717402,0.29594272076372313,0.30427082348678197,0.3276939992717402,0.3276939992717402,0.023423175784958228,0.0,"{""container_ship"": 142, ""dredger"": 64, ""fishing_vessel"": 2235, ""product_chemical_tanker"": 38, ""tug_towing"": 35}"
Shanghai,Qingdao,stat_delta_conf,-1,-0.07148,-0.009622827421334872,0.04234545650536403,cross,0.5899328859060403,0.38634361233480174,0.5899328859060403,0.5452860338766379,0.5899328859060403,-0.04464685202940244,0.0,"{""fishing_vessel"": 2235, ""tug_towing"": 35}"
PortKlang,Qingdao,stat_delta_conf,-1,-0.07148,-0.009622827421334872,-0.08315630420126707,mean,0.34199110880598166,0.37897214593958417,0.5532616338558847,0.34199110880598166,0.5532616338558847,-0.211270525049903,0.211270525049903,"{""container_ship"": 142, ""dredger"": 64, ""fishing_vessel"": 2235, ""passenger_ship"": 35, ""product_chemical_tanker"": 38, ""tug_towing"": 35}"
Fujairah,Qingdao,stat_delta_conf,-1,-0.07148,-0.009622827421334872,-0.11734277504214774,mean,0.63978217281435,0.4228321400159109,0.6686073283572861,0.63978217281435,0.6686073283572861,-0.028825155542936076,0.028825155542936076,"{""container_ship"": 142, ""dredger"": 64, ""fishing_vessel"": 2235, ""product_chemical_tanker"": 38, ""tug_towing"": 35}"
JebelAli,Qingdao,stat_delta_conf,-1,-0.07148,-0.009622827421334872,-0.035320862163237265,cross,0.8609305347371327,0.8121890547263682,0.8609305347371327,0.7381839133233404,0.8609305347371327,-0.12274662141379222,0.0,"{""container_ship"": 142, ""fishing_vessel"": 2235, ""tug_towing"": 35}"
PortSaid,Qingdao,stat_delta_conf,-1,-0.07148,-0.009622827421334872,-0.017710415936362023,cross,0.5254843201739579,0.375497215592681,0.5254843201739579,0.4194437293725855,0.5254843201739579,-0.10604059080137235,0.0,"{""container_ship"": 142, ""dredger"": 64, ""fishing_vessel"": 2235, ""product_chemical_tanker"": 38, ""tug_towing"": 35}"
