fold,port,n,n_other,classes,cross_acc,cross_ba,coral_wrong_acc,coral_wrong_ba,coral_t2s_acc,coral_t2s_ba,coral_s2t_acc,coral_s2t_ba,cov_residual_t2s,cov_residual_wrong,identity_max_abs_err
Port Said,Jebel Ali,349,5329,5,0.28653295128939826,0.5073948439620082,0.20057306590257878,0.19065128900949796,0.14040114613180515,0.4769335142469471,0.13753581661891118,0.46478968792401626,1.6416399406556894e-15,26.07455699139476,2.7533531010703882e-14
Port Said,Qingdao,2514,3164,5,0.2935560859188544,0.4895924836668664,0.17143993635640414,0.1620327946129621,0.2939538583929992,0.4065973121491222,0.3027048528241846,0.4263568752086284,3.831685758857381e-15,19.531021484404913,4.973799150320701e-14
Port Said,Shanghai,2073,3605,5,0.3367100820067535,0.3249775242121611,0.20646406174626145,0.22146349789669553,0.3096960926193922,0.2696217098102336,0.30824891461649784,0.2668714661338466,2.7041653088542663e-15,12.200597030214682,4.973799150320701e-14
Port Said,Singapore,261,5417,5,0.26436781609195403,0.43616654438738084,0.07279693486590039,0.06318439716312056,0.2720306513409962,0.48965125947664473,0.26053639846743293,0.48023281976033266,2.493787917071236e-15,18.726097327215236,7.815970093361102e-14
