fold,port,n,n_other,classes,cross_acc,cross_ba,coral_wrong_acc,coral_wrong_ba,coral_t2s_acc,coral_t2s_ba,coral_s2t_acc,coral_s2t_ba,cov_residual_t2s,cov_residual_wrong,identity_max_abs_err
Jebel Ali,Qingdao,2412,2125,3,0.5733830845771144,0.736490681598915,0.2462686567164179,0.2683259887437976,0.486318407960199,0.5351356460913129,0.5041459369817579,0.5178213201655871,3.5049587177864613e-15,22.315653068185,4.085620730620576e-14
Jebel Ali,Shanghai,1626,2911,3,0.488929889298893,0.5159418952004882,0.3075030750307503,0.3020078670253843,0.31426814268142683,0.35341932758844036,0.3124231242312423,0.35263578436336696,1.565382918799849e-14,17.979263361327863,7.815970093361102e-14
