port,product,pol,width,height,origin_x,origin_y,pixel_m,land_pct,nearshore_pct,offshore_pct,invalid_pct,worldcover_ok,status
Port Said,S1A_IW_GRDH_1SDV_20251112T035233_20251112T035258_061839_07BB21_91CA,VH,3553,2680,254568.37316321183,3623411.9210461723,80.0,13.81,1.96,54.24,29.98,1,ok
Port Said,S1A_IW_GRDH_1SDV_20251124T035232_20251124T035257_062014_07C1F4_0DB0,VH,3553,2680,254364.8606113824,3623415.923625458,80.0,13.83,1.96,54.22,29.99,1,ok
Port Said,S1A_IW_GRDH_1SDV_20251206T035231_20251206T035256_062189_07C8C7_B4B3,VH,3553,2680,254458.98449687578,3623425.577431044,80.0,13.82,1.96,54.23,29.98,1,ok
Port Said,S1A_IW_GRDH_1SDV_20251218T035230_20251218T035255_062364_07CF9A_DF33,VH,3553,2680,254380.57123690887,3623425.1762095843,80.0,13.83,1.96,54.23,29.99,1,ok
Port Said,S1A_IW_GRDH_1SDV_20251230T035229_20251230T035254_062539_07D665_2BBB,VH,3553,2680,254514.40645463372,3623428.02595825,80.0,13.81,1.96,54.24,29.99,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250317T035236_20250317T035301_058339_07366E_1A19,VV,3553,2680,254458.3151258575,3623418.9169839756,80.0,25.32,2.37,72.31,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250422T035237_20250422T035302_058864_074BB7_3AD7,VV,3553,2680,254510.17914421062,3623413.32349843,80.0,25.32,2.37,72.31,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250504T035237_20250504T035302_059039_0752BC_810D,VV,3553,2680,254419.9876319703,3623408.105059462,80.0,25.33,2.36,72.31,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250516T035237_20250516T035302_059214_07590C_1B74,VV,3553,2680,254354.76472708312,3623401.627266169,80.0,25.34,2.36,72.3,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250528T035236_20250528T035301_059389_075F25_EDE8,VV,3553,2680,254301.3078891411,3623402.815061046,80.0,25.34,2.37,72.29,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250609T035235_20250609T035300_059564_07651D_4100,VV,3553,2680,254245.47933276428,3623395.077617014,80.0,25.35,2.37,72.29,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250621T035235_20250621T035300_059739_076B27_C979,VV,3553,2680,254318.73740895747,3623396.920777508,80.0,25.34,2.37,72.29,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250703T035234_20250703T035259_059914_077140_7BD6,VV,3552,2680,254309.06903273799,3623385.38788365,80.0,25.35,2.36,72.28,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250715T035234_20250715T035259_060089_077743_FB08,VV,3553,2680,254370.966457821,3623397.931003201,80.0,25.34,2.37,72.29,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250727T035233_20250727T035258_060264_077D47_F0A8,VV,3553,2680,254393.59626161476,3623393.6100956197,80.0,25.34,2.36,72.29,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250808T035233_20250808T035258_060439_078370_CD54,VV,3553,2680,254378.8113244312,3623394.261844063,80.0,25.34,2.37,72.29,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250820T035233_20250820T035258_060614_078A53_5450,VV,3553,2680,254517.09546378758,3623390.1206795545,80.0,25.34,2.37,72.3,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250901T035233_20250901T035258_060789_079136_B324,VV,3553,2680,254522.90366449748,3623393.9312198814,80.0,25.33,2.37,72.3,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250913T035234_20250913T035259_060964_079836_C838,VV,3553,2680,254497.9289062069,3623391.289359,80.0,25.34,2.37,72.3,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250925T035234_20250925T035259_061139_079F3E_697B,VV,3553,2680,254587.5720615437,3623392.474670853,80.0,25.33,2.37,72.3,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20251007T035234_20251007T035259_061314_07A64B_B254,VV,3553,2680,254467.0979972124,3623396.923558271,80.0,25.33,2.37,72.3,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20251019T035234_20251019T035259_061489_07AD50_1AB6,VV,3553,2680,254514.48336536862,3623402.227356187,80.0,25.33,2.36,72.31,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20251112T035233_20251112T035258_061839_07BB21_91CA,VV,3553,2680,254568.37316321183,3623411.9210461723,80.0,13.81,1.96,54.24,29.98,1,ok
Port Said,S1A_IW_GRDH_1SDV_20251124T035232_20251124T035257_062014_07C1F4_0DB0,VV,3553,2680,254364.8606113824,3623415.923625458,80.0,13.83,1.96,54.22,29.99,1,ok
Port Said,S1A_IW_GRDH_1SDV_20251206T035231_20251206T035256_062189_07C8C7_B4B3,VV,3553,2680,254458.98449687578,3623425.577431044,80.0,13.82,1.96,54.23,29.98,1,ok
Port Said,S1A_IW_GRDH_1SDV_20251218T035230_20251218T035255_062364_07CF9A_DF33,VV,3553,2680,254380.57123690887,3623425.1762095843,80.0,13.83,1.96,54.23,29.99,1,ok
Port Said,S1A_IW_GRDH_1SDV_20251230T035229_20251230T035254_062539_07D665_2BBB,VV,3553,2680,254514.40645463372,3623428.02595825,80.0,13.81,1.96,54.24,29.99,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250128T095619_20250128T095644_057643_071A6C_C629,VH,3482,2583,167046.62252280465,4020984.042621681,80.0,13.2,1.36,85.44,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250209T095619_20250209T095644_057818_072156_A282,VH,3482,2583,166968.42462106794,4020983.171469249,80.0,13.22,1.36,85.42,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250317T095619_20250317T095644_058343_073693_570A,VH,3471,2581,166967.5719673799,4020860.2485363004,80.0,13.24,1.37,85.39,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250329T095619_20250329T095644_058518_073D8B_5302,VH,3471,2581,166956.81498273596,4020852.409228125,80.0,13.25,1.37,85.38,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250410T095619_20250410T095644_058693_0744B4_726C,VH,3471,2581,167138.76785793522,4020851.624805445,80.0,13.19,1.36,85.45,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250422T095619_20250422T095644_058868_074BDE_EE82,VH,3471,2581,167168.56721934833,4020868.1665324736,80.0,13.19,1.37,85.45,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250504T095619_20250504T095644_059043_0752E1_23FF,VH,3471,2581,167160.6423945774,4020855.9650432845,80.0,13.19,1.37,85.45,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250516T095619_20250516T095644_059218_07592B_E377,VH,3471,2581,167278.59796790342,4020864.387082215,80.0,13.15,1.37,85.48,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250528T095618_20250528T095643_059393_075F43_4703,VH,3481,2583,167346.45904376573,4020988.9532157048,80.0,13.11,1.37,85.52,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250609T095618_20250609T095643_059568_07653B_64EC,VH,3481,2583,167347.0763613275,4020987.5572293852,80.0,13.11,1.37,85.52,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250621T095617_20250621T095642_059743_076B46_1176,VH,3481,2583,167319.78398364765,4020993.221394555,80.0,13.12,1.36,85.51,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250715T095616_20250715T095641_060093_077760_1FAF,VH,3481,2583,167335.50162160292,4021010.5414653528,80.0,13.12,1.37,85.52,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250808T095615_20250808T095640_060443_078391_9942,VH,3481,2583,167233.6109162746,4021006.2833497054,80.0,13.15,1.36,85.49,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250820T095615_20250820T095640_060618_078A74_3D5A,VH,3481,2583,167181.08397846046,4021011.345196801,80.0,13.16,1.37,85.47,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250901T095616_20250901T095641_060793_079158_54A8,VH,3482,2583,167032.13054179068,4021015.7497448754,80.0,13.2,1.36,85.43,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250925T095616_20250925T095641_061143_079F62_D4E3,VH,3482,2583,167072.5858654491,4021016.996797599,80.0,5.56,0.59,67.98,25.87,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20251007T095617_20251007T095642_061318_07A66F_2CB9,VH,3482,2583,166984.85109338776,4021015.7871402577,80.0,5.57,0.59,67.96,25.87,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20251019T095616_20251019T095641_061493_07AD75_3A90,VH,3482,2583,167023.5051015459,4021017.689999706,80.0,5.56,0.6,67.97,25.87,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20251031T095616_20251031T095641_061668_07B482_0BCC,VH,3482,2583,166974.93076308433,4021008.9510711455,80.0,5.57,0.59,67.96,25.88,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20251112T095615_20251112T095640_061843_07BB43_DBA5,VH,3482,2583,167012.1848696199,4021001.965963454,80.0,5.56,0.59,67.97,25.87,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20251124T095615_20251124T095640_062018_07C214_78ED,VH,3482,2583,167000.63641304686,4021003.126108547,80.0,5.57,0.59,67.97,25.87,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20251206T095613_20251206T095638_062193_07C8EB_13B5,VH,3482,2583,167137.68103479838,4020994.1731191385,80.0,5.55,0.59,67.99,25.88,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20251218T095612_20251218T095637_062368_07CFBE_D9B3,VH,3482,2583,167109.98599950556,4020992.8688786794,80.0,5.55,0.59,67.98,25.87,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20251230T095611_20251230T095636_062543_07D685_8E60,VH,3471,2581,167131.87868172943,4020856.2157813446,80.0,5.57,0.59,68.24,25.6,1,ok
Qingdao,S1C_IW_GRDH_1SDV_20251025T215643_20251025T215708_004724_00954D_12A7,VH,3638,2713,178792.48865445348,4011365.4661446223,80.0,2.14,0.3,65.11,32.46,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250128T095619_20250128T095644_057643_071A6C_C629,VV,3482,2583,167046.62252280465,4020984.042621681,80.0,13.2,1.36,85.44,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250209T095619_20250209T095644_057818_072156_A282,VV,3482,2583,166968.42462106794,4020983.171469249,80.0,13.22,1.36,85.42,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250317T095619_20250317T095644_058343_073693_570A,VV,3471,2581,166967.5719673799,4020860.2485363004,80.0,13.24,1.37,85.39,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250329T095619_20250329T095644_058518_073D8B_5302,VV,3471,2581,166956.81498273596,4020852.409228125,80.0,13.25,1.37,85.38,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250410T095619_20250410T095644_058693_0744B4_726C,VV,3471,2581,167138.76785793522,4020851.624805445,80.0,13.19,1.36,85.45,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250422T095619_20250422T095644_058868_074BDE_EE82,VV,3471,2581,167168.56721934833,4020868.1665324736,80.0,13.19,1.37,85.45,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250504T095619_20250504T095644_059043_0752E1_23FF,VV,3471,2581,167160.6423945774,4020855.9650432845,80.0,13.19,1.37,85.45,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250516T095619_20250516T095644_059218_07592B_E377,VV,3471,2581,167278.59796790342,4020864.387082215,80.0,13.15,1.37,85.48,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250528T095618_20250528T095643_059393_075F43_4703,VV,3481,2583,167346.45904376573,4020988.9532157048,80.0,13.11,1.37,85.52,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250609T095618_20250609T095643_059568_07653B_64EC,VV,3481,2583,167347.0763613275,4020987.5572293852,80.0,13.11,1.37,85.52,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250621T095617_20250621T095642_059743_076B46_1176,VV,3481,2583,167319.78398364765,4020993.221394555,80.0,13.12,1.36,85.51,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250715T095616_20250715T095641_060093_077760_1FAF,VV,3481,2583,167335.50162160292,4021010.5414653528,80.0,13.12,1.37,85.52,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250808T095615_20250808T095640_060443_078391_9942,VV,3481,2583,167233.6109162746,4021006.2833497054,80.0,13.15,1.36,85.49,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250820T095615_20250820T095640_060618_078A74_3D5A,VV,3481,2583,167181.08397846046,4021011.345196801,80.0,13.16,1.37,85.47,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250901T095616_20250901T095641_060793_079158_54A8,VV,3482,2583,167032.13054179068,4021015.7497448754,80.0,13.2,1.36,85.43,0.0,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20250925T095616_20250925T095641_061143_079F62_D4E3,VV,3482,2583,167072.5858654491,4021016.996797599,80.0,5.56,0.59,67.98,25.87,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20251007T095617_20251007T095642_061318_07A66F_2CB9,VV,3482,2583,166984.85109338776,4021015.7871402577,80.0,5.57,0.59,67.96,25.87,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20251019T095616_20251019T095641_061493_07AD75_3A90,VV,3482,2583,167023.5051015459,4021017.689999706,80.0,5.56,0.6,67.97,25.87,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20251031T095616_20251031T095641_061668_07B482_0BCC,VV,3482,2583,166974.93076308433,4021008.9510711455,80.0,5.57,0.59,67.96,25.88,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20251112T095615_20251112T095640_061843_07BB43_DBA5,VV,3482,2583,167012.1848696199,4021001.965963454,80.0,5.56,0.59,67.97,25.87,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20251124T095615_20251124T095640_062018_07C214_78ED,VV,3482,2583,167000.63641304686,4021003.126108547,80.0,5.57,0.59,67.97,25.87,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20251206T095613_20251206T095638_062193_07C8EB_13B5,VV,3482,2583,167137.68103479838,4020994.1731191385,80.0,5.55,0.59,67.99,25.88,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20251218T095612_20251218T095637_062368_07CFBE_D9B3,VV,3482,2583,167109.98599950556,4020992.8688786794,80.0,5.55,0.59,67.98,25.87,1,ok
Qingdao,S1A_IW_GRDH_1SDV_20251230T095611_20251230T095636_062543_07D685_8E60,VV,3471,2581,167131.87868172943,4020856.2157813446,80.0,5.57,0.59,68.24,25.6,1,ok
Qingdao,S1C_IW_GRDH_1SDV_20251025T215643_20251025T215708_004724_00954D_12A7,VV,3638,2713,178792.48865445348,4011365.4661446223,80.0,2.14,0.3,65.11,32.46,1,ok
Richards Bay,S1A_IW_GRDH_1SDV_20250327T163005_20250327T163030_058492_073C79_EAA7,VH,3659,2928,283370.99004852975,6972878.330009317,80.0,47.48,0.63,51.89,0.0,1,ok
Richards Bay,S1A_IW_GRDH_1SDV_20250502T163006_20250502T163031_059017_0751E2_680E,VH,3659,2928,283334.4994184489,6972856.412494745,80.0,47.48,0.63,51.88,0.0,1,ok
Richards Bay,S1A_IW_GRDH_1SDV_20250526T163005_20250526T163030_059367_075E5F_4FCB,VH,3659,2928,283206.8066902214,6972807.564864485,80.0,47.52,0.63,51.85,0.0,1,ok
Richards Bay,S1A_IW_GRDH_1SDV_20250607T163005_20250607T163030_059542_076467_C24A,VH,3659,2927,283234.93421636405,6972811.743816952,80.0,47.52,0.63,51.85,0.0,1,ok
Richards Bay,S1A_IW_GRDH_1SDV_20250619T163004_20250619T163029_059717_076A60_94E5,VH,3659,2928,283288.084438657,6972824.455834371,80.0,47.49,0.63,51.87,0.0,1,ok
Richards Bay,S1A_IW_GRDH_1SDV_20250713T163003_20250713T163028_060067_07767F_5920,VH,3659,2928,283285.2836758597,6972830.736992384,80.0,47.5,0.63,51.87,0.0,1,ok
Richards Bay,S1A_IW_GRDH_1SDV_20250725T163002_20250725T163027_060242_077C8C_6445,VH,3659,2928,283321.6576301134,6972835.835752814,80.0,47.48,0.63,51.88,0.0,1,ok
Richards Bay,S1A_IW_GRDH_1SDV_20250911T163003_20250911T163028_060942_079755_9E0D,VH,3649,2925,284021.119476213,6972879.417247991,80.0,29.87,0.52,32.24,37.36,1,ok
Richards Bay,S1A_IW_GRDH_1SDV_20251216T162959_20251216T163024_062342_07CECD_EF29,VH,3648,2925,284025.15343171696,6972857.606023008,80.0,29.88,0.53,32.24,37.36,1,ok
Richards Bay,S1C_IW_GRDH_1SDV_20250920T031050_20250920T031118_004202_008574_3319,VH,3697,3099,307069.5831801535,6865081.144736871,80.0,7.98,0.22,53.51,38.28,1,ok
Richards Bay,S1C_IW_GRDH_1SDV_20251002T031050_20251002T031117_004377_008ACD_BFF1,VH,3697,3100,307064.2732154127,6865107.375418523,80.0,7.98,0.22,53.52,38.27,1,ok
Richards Bay,S1C_IW_GRDH_1SDV_20251119T031050_20251119T031117_005077_00A0F4_F122,VH,3697,3099,306958.4591589018,6865096.371422228,80.0,8.0,0.23,53.47,38.3,1,ok
Richards Bay,S1A_IW_GRDH_1SDV_20250327T163005_20250327T163030_058492_073C79_EAA7,VV,3659,2928,283370.99004852975,6972878.330009317,80.0,47.48,0.63,51.89,0.0,1,ok
Richards Bay,S1A_IW_GRDH_1SDV_20250502T163006_20250502T163031_059017_0751E2_680E,VV,3659,2928,283334.4994184489,6972856.412494745,80.0,47.48,0.63,51.88,0.0,1,ok
Richards Bay,S1A_IW_GRDH_1SDV_20250526T163005_20250526T163030_059367_075E5F_4FCB,VV,3659,2928,283206.8066902214,6972807.564864485,80.0,47.52,0.63,51.85,0.0,1,ok
Richards Bay,S1A_IW_GRDH_1SDV_20250607T163005_20250607T163030_059542_076467_C24A,VV,3659,2927,283234.93421636405,6972811.743816952,80.0,47.52,0.63,51.85,0.0,1,ok
Richards Bay,S1A_IW_GRDH_1SDV_20250619T163004_20250619T163029_059717_076A60_94E5,VV,3659,2928,283288.084438657,6972824.455834371,80.0,47.49,0.63,51.87,0.0,1,ok
Richards Bay,S1A_IW_GRDH_1SDV_20250713T163003_20250713T163028_060067_07767F_5920,VV,3659,2928,283285.2836758597,6972830.736992384,80.0,47.5,0.63,51.87,0.0,1,ok
Richards Bay,S1A_IW_GRDH_1SDV_20250725T163002_20250725T163027_060242_077C8C_6445,VV,3659,2928,283321.6576301134,6972835.835752814,80.0,47.48,0.63,51.88,0.0,1,ok
Richards Bay,S1A_IW_GRDH_1SDV_20250911T163003_20250911T163028_060942_079755_9E0D,VV,3649,2925,284021.119476213,6972879.417247991,80.0,29.87,0.52,32.24,37.36,1,ok
Richards Bay,S1A_IW_GRDH_1SDV_20251216T162959_20251216T163024_062342_07CECD_EF29,VV,3648,2925,284025.15343171696,6972857.606023008,80.0,29.88,0.53,32.24,37.36,1,ok
Richards Bay,S1C_IW_GRDH_1SDV_20250920T031050_20250920T031118_004202_008574_3319,VV,3697,3099,307069.5831801535,6865081.144736871,80.0,7.98,0.22,53.51,38.28,1,ok
Richards Bay,S1C_IW_GRDH_1SDV_20251002T031050_20251002T031117_004377_008ACD_BFF1,VV,3697,3100,307064.2732154127,6865107.375418523,80.0,7.98,0.22,53.52,38.27,1,ok
Richards Bay,S1C_IW_GRDH_1SDV_20251119T031050_20251119T031117_005077_00A0F4_F122,VV,3697,3099,306958.4591589018,6865096.371422228,80.0,8.0,0.23,53.47,38.3,1,ok
Rotterdam,S1A_IW_GRDH_1SDV_20250112T055841_20250112T055906_057407_07110D_854D,VH,3614,2619,412278.1159265853,5862635.551334511,80.0,28.12,2.15,39.87,29.86,1,ok
Rotterdam,S1A_IW_GRDH_1SDV_20250217T055839_20250217T055904_057932_0725F5_9F4A,VH,3614,2619,412435.70316557755,5862617.145196958,80.0,28.16,2.15,39.83,29.86,1,ok
Rotterdam,S1A_IW_GRDH_1SDV_20250418T055840_20250418T055905_058807_074958_2BFC,VH,3613,2619,412309.16032035387,5862605.363227626,80.0,28.12,2.16,39.87,29.86,1,ok
Rotterdam,S1A_IW_GRDH_1SDV_20250711T055837_20250711T055902_060032_077547_699B,VH,3613,2619,412007.6639412224,5862607.917924956,80.0,28.06,2.15,39.95,29.84,1,ok
Rotterdam,S1A_IW_GRDH_1SDV_20250909T055837_20250909T055902_060907_0795EC_8CC1,VH,3614,2619,412316.58508901316,5862589.8468721155,80.0,28.14,2.16,39.85,29.85,1,ok
Rotterdam,S1A_IW_GRDH_1SDV_20251027T055837_20251027T055902_061607_07B211_E251,VH,3614,2619,412409.5759469948,5862599.721809548,80.0,28.16,2.16,39.83,29.85,1,ok
Rotterdam,S1A_IW_GRDH_1SDV_20251120T055836_20251120T055901_061957_07BFB6_DC2D,VH,3614,2619,412184.92297532747,5862630.285010526,80.0,28.1,2.15,39.89,29.85,1,ok
Rotterdam,S1A_IW_GRDH_1SDV_20251202T055835_20251202T055900_062132_07C68A_27C0,VH,3614,2619,412297.82505941147,5862633.999753735,80.0,28.13,2.15,39.86,29.86,1,ok
Rotterdam,S1A_IW_GRDH_1SDV_20251214T055834_20251214T055859_062307_07CD62_B45A,VH,3614,2619,412284.699879402,5862649.007127722,80.0,28.12,2.15,39.86,29.86,1,ok
Rotterdam,S1A_IW_GRDH_1SDV_20251226T055832_20251226T055857_062482_07D430_A244,VH,3614,2619,412339.3526713843,5862642.051890839,80.0,28.14,2.15,39.85,29.86,1,ok
Rotterdam,S1A_IW_GRDH_1SDV_20260224T055828_20260224T055853_063357_07F51A_CAA5,VH,3614,2619,412467.93973124085,5862622.290329571,80.0,28.17,2.16,39.82,29.85,1,ok
Rotterdam,S1A_IW_GRDH_1SDV_20250112T055841_20250112T055906_057407_07110D_854D,VV,3614,2619,412278.1159265853,5862635.551334511,80.0,28.12,2.15,39.87,29.86,1,ok
Rotterdam,S1A_IW_GRDH_1SDV_20250217T055839_20250217T055904_057932_0725F5_9F4A,VV,3614,2619,412435.70316557755,5862617.145196958,80.0,28.16,2.15,39.83,29.86,1,ok
Rotterdam,S1A_IW_GRDH_1SDV_20250418T055840_20250418T055905_058807_074958_2BFC,VV,3613,2619,412309.16032035387,5862605.363227626,80.0,28.12,2.16,39.87,29.86,1,ok
Rotterdam,S1A_IW_GRDH_1SDV_20250711T055837_20250711T055902_060032_077547_699B,VV,3613,2619,412007.6639412224,5862607.917924956,80.0,28.06,2.15,39.95,29.84,1,ok
Rotterdam,S1A_IW_GRDH_1SDV_20250909T055837_20250909T055902_060907_0795EC_8CC1,VV,3614,2619,412316.58508901316,5862589.8468721155,80.0,28.14,2.16,39.85,29.85,1,ok
Rotterdam,S1A_IW_GRDH_1SDV_20251027T055837_20251027T055902_061607_07B211_E251,VV,3614,2619,412409.5759469948,5862599.721809548,80.0,28.16,2.16,39.83,29.85,1,ok
Rotterdam,S1A_IW_GRDH_1SDV_20251120T055836_20251120T055901_061957_07BFB6_DC2D,VV,3614,2619,412184.92297532747,5862630.285010526,80.0,28.1,2.15,39.89,29.85,1,ok
Rotterdam,S1A_IW_GRDH_1SDV_20251202T055835_20251202T055900_062132_07C68A_27C0,VV,3614,2619,412297.82505941147,5862633.999753735,80.0,28.13,2.15,39.86,29.86,1,ok
Rotterdam,S1A_IW_GRDH_1SDV_20251214T055834_20251214T055859_062307_07CD62_B45A,VV,3614,2619,412284.699879402,5862649.007127722,80.0,28.12,2.15,39.86,29.86,1,ok
Rotterdam,S1A_IW_GRDH_1SDV_20251226T055832_20251226T055857_062482_07D430_A244,VV,3614,2619,412339.3526713843,5862642.051890839,80.0,28.14,2.15,39.85,29.86,1,ok
Rotterdam,S1A_IW_GRDH_1SDV_20260224T055828_20260224T055853_063357_07F51A_CAA5,VV,3614,2619,412467.93973124085,5862622.290329571,80.0,28.17,2.16,39.82,29.85,1,ok
Santos,S1A_IW_GRDH_1SDV_20250213T083110_20250213T083139_057875_0723AA_0832,VH,3651,3184,253439.98004528283,7529067.2801662525,80.0,44.46,1.36,18.91,35.27,1,ok
Santos,S1A_IW_GRDH_1SDV_20250309T083110_20250309T083139_058225_0731F2_0C8F,VH,3652,3184,253362.34762340013,7529097.445401661,80.0,44.47,1.36,18.9,35.27,1,ok
Santos,S1C_IW_GRDH_1SDV_20250526T083012_20250526T083037_002499_00535A_A7A9,VH,3664,2870,235397.9538481203,7439452.2122737905,80.0,39.59,1.42,58.99,0.0,1,ok
Santos,S1C_IW_GRDH_1SDV_20250607T083013_20250607T083038_002674_005863_339E,VH,3664,2870,235414.29718636343,7439458.202617722,80.0,39.59,1.42,58.99,0.0,1,ok
Santos,S1C_IW_GRDH_1SDV_20250619T083013_20250619T083038_002849_005D71_762B,VH,3664,2870,235413.38611334335,7439461.7969806865,80.0,39.59,1.42,58.99,0.0,1,ok
Santos,S1C_IW_GRDH_1SDV_20250713T083015_20250713T083040_003199_006788_CF0A,VH,3664,2870,235391.589530249,7439448.327144427,80.0,39.59,1.42,58.99,0.0,1,ok
Santos,S1C_IW_GRDH_1SDV_20250725T083016_20250725T083041_003374_006C9F_DCD2,VH,3664,2870,235466.52532383602,7439439.288586892,80.0,39.57,1.42,59.01,0.0,1,ok
Santos,S1C_IW_GRDH_1SDV_20250806T083016_20250806T083041_003549_0071C1_63F3,VH,3664,2870,235453.27327450173,7439434.597314246,80.0,23.77,0.85,39.35,36.03,1,ok
Santos,S1C_IW_GRDH_1SDV_20250923T083018_20250923T083043_004249_0086DF_07F5,VH,3664,2870,235421.3932742073,7439441.21912902,80.0,23.78,0.85,39.35,36.03,1,ok
Santos,S1C_IW_GRDH_1SDV_20251005T083018_20251005T083043_004424_008C38_8E9B,VH,3664,2870,235433.6151875063,7439449.003300112,80.0,23.78,0.85,39.35,36.03,1,ok
Santos,S1C_IW_GRDH_1SDV_20251017T083018_20251017T083043_004599_009184_9E4E,VH,3664,2870,235340.72743392945,7439454.091313671,80.0,23.79,0.85,39.33,36.03,1,ok
Santos,S1C_IW_GRDH_1SDV_20251110T083017_20251110T083042_004949_009CA9_3A13,VH,3664,2870,235292.49005413207,7439459.358963966,80.0,23.8,0.85,39.32,36.03,1,ok
Santos,S1C_IW_GRDH_1SDV_20251204T083017_20251204T083042_005299_00A86E_347C,VH,3664,2870,235356.9913166273,7439448.971042113,80.0,23.79,0.85,39.34,36.02,1,ok
Santos,S1C_IW_GRDH_1SDV_20251216T083016_20251216T083041_005474_00AE73_758D,VH,3664,2870,235296.54861256562,7439454.63176674,80.0,23.81,0.85,39.32,36.03,1,ok
Santos,S1C_IW_GRDH_1SDV_20251228T083015_20251228T083040_005649_00B479_86EE,VH,3664,2870,235342.31075172505,7439474.926695837,80.0,23.8,0.85,39.32,36.03,1,ok
Santos,S1A_IW_GRDH_1SDV_20250213T083110_20250213T083139_057875_0723AA_0832,VV,3651,3184,253439.98004528283,7529067.2801662525,80.0,44.46,1.36,18.91,35.27,1,ok
Santos,S1A_IW_GRDH_1SDV_20250309T083110_20250309T083139_058225_0731F2_0C8F,VV,3652,3184,253362.34762340013,7529097.445401661,80.0,44.47,1.36,18.9,35.27,1,ok
Santos,S1C_IW_GRDH_1SDV_20250526T083012_20250526T083037_002499_00535A_A7A9,VV,3664,2870,235397.9538481203,7439452.2122737905,80.0,39.59,1.42,58.99,0.0,1,ok
