port,product,pol,width,height,origin_x,origin_y,pixel_m,land_pct,nearshore_pct,offshore_pct,invalid_pct,worldcover_ok,status
Melbourne,S1A_IW_GRDH_1SDV_20250217T193335_20250217T193400_057940_072653_7401,VH,3745,2956,153438.3781309973,5895409.591993706,80.0,42.89,1.08,16.64,39.39,1,ok
Melbourne,S1A_IW_GRDH_1SDV_20250406T193335_20250406T193400_058640_074290_9E86,VH,3745,2956,153401.60752286884,5895393.93784841,80.0,42.89,1.08,16.65,39.39,1,ok
Melbourne,S1A_IW_GRDH_1SDV_20250418T193335_20250418T193400_058815_0749B9_7FEC,VH,3745,2956,153533.64033903705,5895390.53614304,80.0,42.89,1.08,16.64,39.39,1,ok
Melbourne,S1A_IW_GRDH_1SDV_20250629T193333_20250629T193358_059865_076F8D_C18A,VH,3745,2956,153717.85459201352,5895297.614230683,80.0,42.87,1.08,16.67,39.39,1,ok
Melbourne,S1A_IW_GRDH_1SDV_20250217T193335_20250217T193400_057940_072653_7401,VV,3745,2956,153438.3781309973,5895409.591993706,80.0,42.89,1.08,16.64,39.39,1,ok
Melbourne,S1A_IW_GRDH_1SDV_20250406T193335_20250406T193400_058640_074290_9E86,VV,3745,2956,153401.60752286884,5895393.93784841,80.0,42.89,1.08,16.65,39.39,1,ok
Melbourne,S1A_IW_GRDH_1SDV_20250418T193335_20250418T193400_058815_0749B9_7FEC,VV,3745,2956,153533.64033903705,5895390.53614304,80.0,42.89,1.08,16.64,39.39,1,ok
Melbourne,S1A_IW_GRDH_1SDV_20250629T193333_20250629T193358_059865_076F8D_C18A,VV,3745,2956,153717.85459201352,5895297.614230683,80.0,42.87,1.08,16.67,39.39,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250115T153906_20250115T153935_057456_071303_0ED7,VH,3617,3096,536445.7538609846,9621340.865879875,80.0,3.98,0.41,62.67,32.94,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250127T153906_20250127T153935_057631_0719FF_8570,VH,3617,3096,536352.483452372,9621330.842391068,80.0,4.0,0.41,62.65,32.94,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250220T153905_20250220T153934_057981_0727FE_BF71,VH,3617,3096,536492.3201269706,9621350.01876991,80.0,3.98,0.41,62.67,32.95,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250316T153905_20250316T153934_058331_073622_85D9,VH,3617,3097,536318.6141091051,9621337.866580665,80.0,4.0,0.41,62.66,32.94,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250328T153905_20250328T153934_058506_073D15_583F,VH,3618,3098,536282.2567405675,9621324.826395871,80.0,4.0,0.41,62.65,32.94,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250421T153906_20250421T153935_058856_074B68_80A1,VH,3617,3098,536444.8049937167,9621339.750366068,80.0,3.98,0.41,62.66,32.95,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250515T153905_20250515T153934_059206_0758C3_2241,VH,3618,3099,536385.0915384543,9621311.801081648,80.0,3.99,0.41,62.66,32.94,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250527T153905_20250527T153934_059381_075EDC_EE48,VH,3617,3098,536381.1430232412,9621295.321312262,80.0,3.99,0.41,62.66,32.94,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250620T153903_20250620T153932_059731_076AE1_A027,VH,3617,3098,536400.3907497826,9621305.551525515,80.0,3.99,0.41,62.68,32.93,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250702T153903_20250702T153932_059906_0770FC_6D94,VH,3617,3098,536367.2644883543,9621297.065066243,80.0,3.99,0.41,62.67,32.93,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250714T153902_20250714T153931_060081_0776FF_25DB,VH,3617,3098,536443.065712436,9621318.550605286,80.0,9.15,0.56,90.29,0.0,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250726T153902_20250726T153931_060256_077D04_0826,VH,3617,3098,536458.6161733675,9621320.532313157,80.0,9.15,0.56,90.29,0.0,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250819T153902_20250819T153931_060606_078A07_42F0,VH,3617,3098,536448.6464006662,9621348.011493595,80.0,3.98,0.41,62.67,32.94,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250831T153902_20250831T153931_060781_0790EA_0B81,VH,3617,3097,536405.3892695737,9621364.892315507,80.0,3.99,0.41,62.66,32.94,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250912T153902_20250912T153931_060956_0797E9_52CC,VH,3617,3098,536328.1884744205,9621375.92030102,80.0,4.0,0.41,62.65,32.94,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250924T153902_20250924T153931_061131_079EEF_95D2,VH,3617,3098,536477.4924842953,9621367.411890894,80.0,3.98,0.41,62.67,32.94,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20251006T153903_20251006T153932_061306_07A5FE_9B54,VH,3617,3097,536370.1031282346,9621351.918771362,80.0,3.99,0.41,62.64,32.95,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20251018T153903_20251018T153932_061481_07AD03_B243,VH,3617,3098,536402.7983583956,9621370.433900006,80.0,3.99,0.41,62.66,32.95,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20251030T153902_20251030T153931_061656_07B411_FB08,VH,3617,3097,536404.7923889448,9621379.141100768,80.0,3.99,0.41,62.65,32.95,1,ok
Mombasa,S1C_IW_GRDH_1SDV_20250920T030348_20250920T030413_004202_008573_E1A5,VH,3587,2774,353832.30871038476,9663992.035412675,80.0,53.1,0.41,14.14,32.35,1,ok
Mombasa,S1C_IW_GRDH_1SDV_20251026T030348_20251026T030413_004727_009566_6FE4,VH,3587,2774,353816.8087247153,9663998.676549586,80.0,53.1,0.41,14.14,32.35,1,ok
Mombasa,S1C_IW_GRDH_1SDV_20251107T030348_20251107T030413_004902_009B16_327F,VH,3587,2774,353849.3268226283,9663992.396794599,80.0,53.1,0.41,14.15,32.34,1,ok
Mombasa,S1C_IW_GRDH_1SDV_20251201T030347_20251201T030412_005252_00A6CF_3A0E,VH,3587,2774,353835.1816797112,9664006.959065001,80.0,53.1,0.41,14.14,32.35,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250115T153906_20250115T153935_057456_071303_0ED7,VV,3617,3096,536445.7538609846,9621340.865879875,80.0,3.98,0.41,62.67,32.94,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250127T153906_20250127T153935_057631_0719FF_8570,VV,3617,3096,536352.483452372,9621330.842391068,80.0,4.0,0.41,62.65,32.94,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250220T153905_20250220T153934_057981_0727FE_BF71,VV,3617,3096,536492.3201269706,9621350.01876991,80.0,3.98,0.41,62.67,32.95,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250316T153905_20250316T153934_058331_073622_85D9,VV,3617,3097,536318.6141091051,9621337.866580665,80.0,4.0,0.41,62.66,32.94,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250328T153905_20250328T153934_058506_073D15_583F,VV,3618,3098,536282.2567405675,9621324.826395871,80.0,4.0,0.41,62.65,32.94,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250421T153906_20250421T153935_058856_074B68_80A1,VV,3617,3098,536444.8049937167,9621339.750366068,80.0,3.98,0.41,62.66,32.95,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250515T153905_20250515T153934_059206_0758C3_2241,VV,3618,3099,536385.0915384543,9621311.801081648,80.0,3.99,0.41,62.66,32.94,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250527T153905_20250527T153934_059381_075EDC_EE48,VV,3617,3098,536381.1430232412,9621295.321312262,80.0,3.99,0.41,62.66,32.94,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250620T153903_20250620T153932_059731_076AE1_A027,VV,3617,3098,536400.3907497826,9621305.551525515,80.0,3.99,0.41,62.68,32.93,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250702T153903_20250702T153932_059906_0770FC_6D94,VV,3617,3098,536367.2644883543,9621297.065066243,80.0,3.99,0.41,62.67,32.93,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250714T153902_20250714T153931_060081_0776FF_25DB,VV,3617,3098,536443.065712436,9621318.550605286,80.0,9.15,0.56,90.29,0.0,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250726T153902_20250726T153931_060256_077D04_0826,VV,3617,3098,536458.6161733675,9621320.532313157,80.0,9.15,0.56,90.29,0.0,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250819T153902_20250819T153931_060606_078A07_42F0,VV,3617,3098,536448.6464006662,9621348.011493595,80.0,3.98,0.41,62.67,32.94,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250831T153902_20250831T153931_060781_0790EA_0B81,VV,3617,3097,536405.3892695737,9621364.892315507,80.0,3.99,0.41,62.66,32.94,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250912T153902_20250912T153931_060956_0797E9_52CC,VV,3617,3098,536328.1884744205,9621375.92030102,80.0,4.0,0.41,62.65,32.94,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20250924T153902_20250924T153931_061131_079EEF_95D2,VV,3617,3098,536477.4924842953,9621367.411890894,80.0,3.98,0.41,62.67,32.94,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20251006T153903_20251006T153932_061306_07A5FE_9B54,VV,3617,3097,536370.1031282346,9621351.918771362,80.0,3.99,0.41,62.64,32.95,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20251018T153903_20251018T153932_061481_07AD03_B243,VV,3617,3098,536402.7983583956,9621370.433900006,80.0,3.99,0.41,62.66,32.95,1,ok
Mombasa,S1A_IW_GRDH_1SDV_20251030T153902_20251030T153931_061656_07B411_FB08,VV,3617,3097,536404.7923889448,9621379.141100768,80.0,3.99,0.41,62.65,32.95,1,ok
Mombasa,S1C_IW_GRDH_1SDV_20250920T030348_20250920T030413_004202_008573_E1A5,VV,3587,2774,353832.30871038476,9663992.035412675,80.0,53.1,0.41,14.14,32.35,1,ok
Mombasa,S1C_IW_GRDH_1SDV_20251026T030348_20251026T030413_004727_009566_6FE4,VV,3587,2774,353816.8087247153,9663998.676549586,80.0,53.1,0.41,14.14,32.35,1,ok
Mombasa,S1C_IW_GRDH_1SDV_20251107T030348_20251107T030413_004902_009B16_327F,VV,3587,2774,353849.3268226283,9663992.396794599,80.0,53.1,0.41,14.15,32.34,1,ok
Mombasa,S1C_IW_GRDH_1SDV_20251201T030347_20251201T030412_005252_00A6CF_3A0E,VV,3587,2774,353835.1816797112,9664006.959065001,80.0,53.1,0.41,14.14,32.35,1,ok
New York,S1A_IW_GRDH_1SDV_20250211T225059_20250211T225124_057855_0722DE_45FE,VH,3585,2691,490314.4297943185,4502948.7338238815,80.0,0.27,0.04,68.72,30.97,1,ok
New York,S1A_IW_GRDH_1SDV_20251126T225109_20251126T225134_062055_07C38B_B529,VH,3572,2684,473470.6718685173,4593239.923808235,80.0,2.79,0.16,66.46,30.59,1,ok
New York,S1A_IW_GRDH_1SDV_20250211T225059_20250211T225124_057855_0722DE_45FE,VV,3585,2691,490314.4297943185,4502948.7338238815,80.0,0.27,0.04,68.72,30.97,1,ok
New York,S1A_IW_GRDH_1SDV_20251126T225109_20251126T225134_062055_07C38B_B529,VV,3572,2684,473470.6718685173,4593239.923808235,80.0,2.79,0.16,66.46,30.59,1,ok
Newcastle,S1A_IW_GRDH_1SDV_20250121T190730_20250121T190755_057546_07169B_6835,VH,3696,2944,323771.27798420447,6452586.294429673,80.0,10.96,0.73,49.99,38.32,1,ok
Newcastle,S1A_IW_GRDH_1SDV_20250126T191540_20250126T191605_057619_07197E_F97F,VH,3773,2919,134602.76051282062,6477591.575199297,80.0,53.26,0.78,7.09,38.86,1,ok
Newcastle,S1A_IW_GRDH_1SDV_20250219T191539_20250219T191604_057969_072771_AEEC,VH,3773,2919,134635.76201446448,6477638.148523947,80.0,53.26,0.78,7.09,38.87,1,ok
Newcastle,S1A_IW_GRDH_1SDV_20250315T191539_20250315T191604_058319_0735A5_19A8,VH,3773,2919,134582.5537296171,6477609.222644081,80.0,53.27,0.78,7.09,38.86,1,ok
Newcastle,S1A_IW_GRDH_1SDV_20250514T191539_20250514T191604_059194_07585D_32C0,VH,3773,2919,134798.1052988582,6477553.1287217885,80.0,53.22,0.78,7.13,38.86,1,ok
Newcastle,S1A_IW_GRDH_1SDV_20250619T191537_20250619T191602_059719_076A71_A28F,VH,3773,2919,134852.94594956847,6477549.490221063,80.0,53.21,0.78,7.14,38.86,1,ok
Newcastle,S1A_IW_GRDH_1SDV_20250806T191536_20250806T191601_060419_0782A5_AF18,VH,3773,2919,134776.03791537072,6477561.547834501,80.0,53.23,0.78,7.13,38.86,1,ok
Newcastle,S1A_IW_GRDH_1SDV_20251017T191537_20251017T191602_061469_07AC87_CC33,VH,3773,2919,134579.15203391435,6477606.290512246,80.0,53.27,0.78,7.09,38.86,1,ok
Newcastle,S1A_IW_GRDH_1SDV_20251029T191536_20251029T191601_061644_07B393_8142,VH,3773,2919,134554.1269627902,6477615.909320513,80.0,53.28,0.78,7.09,38.86,1,ok
Newcastle,S1A_IW_GRDH_1SDV_20251110T191536_20251110T191601_061819_07BA62_4077,VH,3773,2919,134590.34209093335,6477599.017543813,80.0,53.27,0.78,7.09,38.86,1,ok
Newcastle,S1A_IW_GRDH_1SDV_20251204T191534_20251204T191559_062169_07C80B_6F85,VH,3772,2919,134725.21646955534,6477561.75243872,80.0,53.26,0.78,7.11,38.85,1,ok
Newcastle,S1C_IW_GRDH_1SDV_20250813T062133_20250813T062158_003650_0074D4_BCC0,VH,3635,2605,445728.875727086,6134944.679213525,80.0,5.98,0.45,63.71,29.85,1,ok
Newcastle,S1A_IW_GRDH_1SDV_20250121T190730_20250121T190755_057546_07169B_6835,VV,3696,2944,323771.27798420447,6452586.294429673,80.0,10.96,0.73,49.99,38.32,1,ok
Newcastle,S1A_IW_GRDH_1SDV_20250126T191540_20250126T191605_057619_07197E_F97F,VV,3773,2919,134602.76051282062,6477591.575199297,80.0,53.26,0.78,7.09,38.86,1,ok
Newcastle,S1A_IW_GRDH_1SDV_20250219T191539_20250219T191604_057969_072771_AEEC,VV,3773,2919,134635.76201446448,6477638.148523947,80.0,53.26,0.78,7.09,38.87,1,ok
Newcastle,S1A_IW_GRDH_1SDV_20250315T191539_20250315T191604_058319_0735A5_19A8,VV,3773,2919,134582.5537296171,6477609.222644081,80.0,53.27,0.78,7.09,38.86,1,ok
Newcastle,S1A_IW_GRDH_1SDV_20250514T191539_20250514T191604_059194_07585D_32C0,VV,3773,2919,134798.1052988582,6477553.1287217885,80.0,53.22,0.78,7.13,38.86,1,ok
Newcastle,S1A_IW_GRDH_1SDV_20250619T191537_20250619T191602_059719_076A71_A28F,VV,3773,2919,134852.94594956847,6477549.490221063,80.0,53.21,0.78,7.14,38.86,1,ok
Newcastle,S1A_IW_GRDH_1SDV_20250806T191536_20250806T191601_060419_0782A5_AF18,VV,3773,2919,134776.03791537072,6477561.547834501,80.0,53.23,0.78,7.13,38.86,1,ok
Newcastle,S1A_IW_GRDH_1SDV_20251017T191537_20251017T191602_061469_07AC87_CC33,VV,3773,2919,134579.15203391435,6477606.290512246,80.0,53.27,0.78,7.09,38.86,1,ok
Newcastle,S1A_IW_GRDH_1SDV_20251029T191536_20251029T191601_061644_07B393_8142,VV,3773,2919,134554.1269627902,6477615.909320513,80.0,53.28,0.78,7.09,38.86,1,ok
Newcastle,S1A_IW_GRDH_1SDV_20251110T191536_20251110T191601_061819_07BA62_4077,VV,3773,2919,134590.34209093335,6477599.017543813,80.0,53.27,0.78,7.09,38.86,1,ok
Newcastle,S1A_IW_GRDH_1SDV_20251204T191534_20251204T191559_062169_07C80B_6F85,VV,3772,2919,134725.21646955534,6477561.75243872,80.0,53.26,0.78,7.11,38.85,1,ok
Newcastle,S1C_IW_GRDH_1SDV_20250813T062133_20250813T062158_003650_0074D4_BCC0,VV,3635,2605,445728.875727086,6134944.679213525,80.0,5.98,0.45,63.71,29.85,1,ok
Ningbo-Zhoushan,S1A_IW_GRDH_1SDV_20250703T095436_20250703T095501_059918_07715F_4982,VH,3474,2629,278393.8572917724,3353524.3778145453,80.0,26.62,3.15,43.1,27.13,1,ok
Ningbo-Zhoushan,S1A_IW_GRDH_1SDV_20251230T095431_20251230T095456_062543_07D685_F009,VH,3490,2632,278298.8106981468,3353747.546262228,80.0,26.49,3.14,42.83,27.54,1,ok
Ningbo-Zhoushan,S1A_IW_GRDH_1SDV_20250703T095436_20250703T095501_059918_07715F_4982,VV,3474,2629,278393.8572917724,3353524.3778145453,80.0,26.62,3.15,43.1,27.13,1,ok
Ningbo-Zhoushan,S1A_IW_GRDH_1SDV_20251230T095431_20251230T095456_062543_07D685_F009,VV,3490,2632,278298.8106981468,3353747.546262228,80.0,26.49,3.14,42.83,27.54,1,ok
Port Hedland,S1C_IW_GRDH_1SDV_20250614T213050_20250614T213119_002784_005B97_D06D,VH,3776,3258,600793.2957411718,7879142.202677956,80.0,43.37,0.36,17.99,38.28,1,ok
Port Hedland,S1C_IW_GRDH_1SDV_20250813T213053_20250813T213122_003659_00751A_DBC8,VH,3776,3257,600745.0195337972,7879081.7631600555,80.0,43.37,0.36,17.98,38.29,1,ok
Port Hedland,S1C_IW_GRDH_1SDV_20251024T213054_20251024T213124_004709_0094E0_DB1C,VH,3775,3257,600733.18387048,7879059.07109775,80.0,43.37,0.36,17.95,38.31,1,ok
Port Hedland,S1C_IW_GRDH_1SDV_20251105T213054_20251105T213124_004884_009A7D_8FDC,VH,3775,3256,600738.5613414169,7879023.824237866,80.0,43.38,0.36,17.96,38.31,1,ok
Port Hedland,S1C_IW_GRDH_1SDV_20251117T213054_20251117T213123_005059_00A05C_1C3A,VH,3775,3256,600697.7431967414,7879012.712911706,80.0,43.38,0.36,17.95,38.31,1,ok
Port Hedland,S1C_IW_GRDH_1SDV_20251129T213053_20251129T213123_005234_00A63B_63CD,VH,3775,3257,600688.1771583686,7879081.33758259,80.0,43.36,0.36,17.97,38.3,1,ok
Port Hedland,S1C_IW_GRDH_1SDV_20251211T213053_20251211T213122_005409_00AC3F_40F8,VH,3775,3257,600605.0372964549,7879089.756826071,80.0,43.35,0.36,17.98,38.31,1,ok
Port Hedland,S1C_IW_GRDH_1SDV_20251223T213052_20251223T213121_005584_00B23E_FFF7,VH,3775,3256,600718.9253148111,7879048.881082227,80.0,43.37,0.36,17.98,38.29,1,ok
Port Hedland,S1C_IW_GRDH_1SDV_20250614T213050_20250614T213119_002784_005B97_D06D,VV,3776,3258,600793.2957411718,7879142.202677956,80.0,43.37,0.36,17.99,38.28,1,ok
Port Hedland,S1C_IW_GRDH_1SDV_20250813T213053_20250813T213122_003659_00751A_DBC8,VV,3776,3257,600745.0195337972,7879081.7631600555,80.0,43.37,0.36,17.98,38.29,1,ok
Port Hedland,S1C_IW_GRDH_1SDV_20251024T213054_20251024T213124_004709_0094E0_DB1C,VV,3775,3257,600733.18387048,7879059.07109775,80.0,43.37,0.36,17.95,38.31,1,ok
Port Hedland,S1C_IW_GRDH_1SDV_20251105T213054_20251105T213124_004884_009A7D_8FDC,VV,3775,3256,600738.5613414169,7879023.824237866,80.0,43.38,0.36,17.96,38.31,1,ok
Port Hedland,S1C_IW_GRDH_1SDV_20251117T213054_20251117T213123_005059_00A05C_1C3A,VV,3775,3256,600697.7431967414,7879012.712911706,80.0,43.38,0.36,17.95,38.31,1,ok
Port Hedland,S1C_IW_GRDH_1SDV_20251129T213053_20251129T213123_005234_00A63B_63CD,VV,3775,3257,600688.1771583686,7879081.33758259,80.0,43.36,0.36,17.97,38.3,1,ok
Port Hedland,S1C_IW_GRDH_1SDV_20251211T213053_20251211T213122_005409_00AC3F_40F8,VV,3775,3257,600605.0372964549,7879089.756826071,80.0,43.35,0.36,17.98,38.31,1,ok
Port Hedland,S1C_IW_GRDH_1SDV_20251223T213052_20251223T213121_005584_00B23E_FFF7,VV,3775,3256,600718.9253148111,7879048.881082227,80.0,43.37,0.36,17.98,38.29,1,ok
Port Klang,S1A_IW_GRDH_1SDV_20250310T113410_20250310T113435_058242_07329D_6109,VH,3584,2754,567133.6760271698,373305.07993633364,80.0,57.6,1.47,40.93,0.0,1,ok
Port Klang,S1A_IW_GRDH_1SDV_20250626T113408_20250626T113433_059817_076DDC_1C20,VH,3545,2745,567163.5632167294,372603.0349184827,80.0,38.12,1.16,29.62,31.1,1,ok
Port Klang,S1A_IW_GRDH_1SDV_20250708T113408_20250708T113433_059992_0773EA_C045,VH,3589,2755,567132.1043177223,373346.6803617971,80.0,37.54,1.14,29.15,32.16,1,ok
Port Klang,S1A_IW_GRDH_1SDV_20250720T113407_20250720T113432_060167_0779EF_8B2D,VH,3589,2755,567229.7611742199,373382.34456918977,80.0,37.52,1.14,29.16,32.17,1,ok
Port Klang,S1A_IW_GRDH_1SDV_20250813T113407_20250813T113432_060517_078680_45FA,VH,3546,2745,567209.0514612087,372661.57789884484,80.0,38.09,1.16,29.62,31.13,1,ok
Port Klang,S1A_IW_GRDH_1SDV_20250930T113407_20250930T113432_061217_07A26A_3C89,VH,3546,2746,567230.198887219,372693.3607874623,80.0,38.1,1.16,29.62,31.12,1,ok
Port Klang,S1A_IW_GRDH_1SDV_20251012T113408_20251012T113433_061392_07A972_E193,VH,3546,2746,566970.3362120134,372686.91984943615,80.0,38.11,1.16,29.61,31.12,1,ok
Port Klang,S1A_IW_GRDH_1SDV_20251129T113406_20251129T113431_062092_07C503_6B6D,VH,3546,2746,567219.0178459332,372680.60328373045,80.0,38.1,1.16,29.62,31.12,1,ok
Port Klang,S1A_IW_GRDH_1SDV_20251211T113405_20251211T113430_062267_07CBD7_A7ED,VH,3546,2745,567104.8058945123,372664.8010583033,80.0,38.1,1.16,29.62,31.12,1,ok
Port Klang,S1A_IW_GRDH_1SDV_20251223T113403_20251223T113428_062442_07D2AB_3284,VH,3546,2745,567222.3320098516,372659.15931134316,80.0,38.1,1.16,29.63,31.11,1,ok
Port Klang,S1A_IW_GRDH_1SDV_20260104T113402_20260104T113427_062617_07D969_8415,VH,3546,2745,567125.8820519185,372640.3623555462,80.0,38.11,1.16,29.62,31.12,1,ok
Port Klang,S1A_IW_GRDH_1SDV_20250310T113410_20250310T113435_058242_07329D_6109,VV,3584,2754,567133.6760271698,373305.07993633364,80.0,57.6,1.47,40.93,0.0,1,ok
Port Klang,S1A_IW_GRDH_1SDV_20250626T113408_20250626T113433_059817_076DDC_1C20,VV,3545,2745,567163.5632167294,372603.0349184827,80.0,38.12,1.16,29.62,31.1,1,ok
Port Klang,S1A_IW_GRDH_1SDV_20250708T113408_20250708T113433_059992_0773EA_C045,VV,3589,2755,567132.1043177223,373346.6803617971,80.0,37.54,1.14,29.15,32.16,1,ok
Port Klang,S1A_IW_GRDH_1SDV_20250720T113407_20250720T113432_060167_0779EF_8B2D,VV,3589,2755,567229.7611742199,373382.34456918977,80.0,37.52,1.14,29.16,32.17,1,ok
Port Klang,S1A_IW_GRDH_1SDV_20250813T113407_20250813T113432_060517_078680_45FA,VV,3546,2745,567209.0514612087,372661.57789884484,80.0,38.09,1.16,29.62,31.13,1,ok
Port Klang,S1A_IW_GRDH_1SDV_20250930T113407_20250930T113432_061217_07A26A_3C89,VV,3546,2746,567230.198887219,372693.3607874623,80.0,38.1,1.16,29.62,31.12,1,ok
Port Klang,S1A_IW_GRDH_1SDV_20251012T113408_20251012T113433_061392_07A972_E193,VV,3546,2746,566970.3362120134,372686.91984943615,80.0,38.11,1.16,29.61,31.12,1,ok
Port Klang,S1A_IW_GRDH_1SDV_20251129T113406_20251129T113431_062092_07C503_6B6D,VV,3546,2746,567219.0178459332,372680.60328373045,80.0,38.1,1.16,29.62,31.12,1,ok
Port Klang,S1A_IW_GRDH_1SDV_20251211T113405_20251211T113430_062267_07CBD7_A7ED,VV,3546,2745,567104.8058945123,372664.8010583033,80.0,38.1,1.16,29.62,31.12,1,ok
Port Klang,S1A_IW_GRDH_1SDV_20251223T113403_20251223T113428_062442_07D2AB_3284,VV,3546,2745,567222.3320098516,372659.15931134316,80.0,38.1,1.16,29.63,31.11,1,ok
Port Klang,S1A_IW_GRDH_1SDV_20260104T113402_20260104T113427_062617_07D969_8415,VV,3546,2745,567125.8820519185,372640.3623555462,80.0,38.11,1.16,29.62,31.12,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250317T035236_20250317T035301_058339_07366E_1A19,VH,3553,2680,254458.3151258575,3623418.9169839756,80.0,25.32,2.37,72.31,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250422T035237_20250422T035302_058864_074BB7_3AD7,VH,3553,2680,254510.17914421062,3623413.32349843,80.0,25.32,2.37,72.31,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250504T035237_20250504T035302_059039_0752BC_810D,VH,3553,2680,254419.9876319703,3623408.105059462,80.0,25.33,2.36,72.31,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250516T035237_20250516T035302_059214_07590C_1B74,VH,3553,2680,254354.76472708312,3623401.627266169,80.0,25.34,2.36,72.3,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250528T035236_20250528T035301_059389_075F25_EDE8,VH,3553,2680,254301.3078891411,3623402.815061046,80.0,25.34,2.37,72.29,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250609T035235_20250609T035300_059564_07651D_4100,VH,3553,2680,254245.47933276428,3623395.077617014,80.0,25.35,2.37,72.29,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250621T035235_20250621T035300_059739_076B27_C979,VH,3553,2680,254318.73740895747,3623396.920777508,80.0,25.34,2.37,72.29,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250703T035234_20250703T035259_059914_077140_7BD6,VH,3552,2680,254309.06903273799,3623385.38788365,80.0,25.35,2.36,72.28,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250715T035234_20250715T035259_060089_077743_FB08,VH,3553,2680,254370.966457821,3623397.931003201,80.0,25.34,2.37,72.29,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250727T035233_20250727T035258_060264_077D47_F0A8,VH,3553,2680,254393.59626161476,3623393.6100956197,80.0,25.34,2.36,72.29,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250808T035233_20250808T035258_060439_078370_CD54,VH,3553,2680,254378.8113244312,3623394.261844063,80.0,25.34,2.37,72.29,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250820T035233_20250820T035258_060614_078A53_5450,VH,3553,2680,254517.09546378758,3623390.1206795545,80.0,25.34,2.37,72.3,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250901T035233_20250901T035258_060789_079136_B324,VH,3553,2680,254522.90366449748,3623393.9312198814,80.0,25.33,2.37,72.3,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250913T035234_20250913T035259_060964_079836_C838,VH,3553,2680,254497.9289062069,3623391.289359,80.0,25.34,2.37,72.3,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20250925T035234_20250925T035259_061139_079F3E_697B,VH,3553,2680,254587.5720615437,3623392.474670853,80.0,25.33,2.37,72.3,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20251007T035234_20251007T035259_061314_07A64B_B254,VH,3553,2680,254467.0979972124,3623396.923558271,80.0,25.33,2.37,72.3,0.0,1,ok
Port Said,S1A_IW_GRDH_1SDV_20251019T035234_20251019T035259_061489_07AD50_1AB6,VH,3553,2680,254514.48336536862,3623402.227356187,80.0,25.33,2.36,72.31,0.0,1,ok
