product,pol,port,objects,status,seconds
S1A_IW_GRDH_1SDV_20251124T095615_20251124T095640_062018_07C214_78ED,VV,Qingdao,608,ok,21.0
S1A_IW_GRDH_1SDV_20251125T224806_20251125T224831_062040_07C2F5_5BFA,VH,Singapore,1260,ok,48.0
S1A_IW_GRDH_1SDV_20251125T224806_20251125T224831_062040_07C2F5_5BFA,VV,Singapore,1315,ok,48.2
S1A_IW_GRDH_1SDV_20251126T225109_20251126T225134_062055_07C38B_B529,VH,New York,206,ok,39.6
S1A_IW_GRDH_1SDV_20251126T225109_20251126T225134_062055_07C38B_B529,VV,New York,665,ok,40.3
S1A_IW_GRDH_1SDV_20251129T113406_20251129T113431_062092_07C503_6B6D,VH,Port Klang,372,ok,21.7
S1A_IW_GRDH_1SDV_20251129T113406_20251129T113431_062092_07C503_6B6D,VV,Port Klang,396,ok,22.1
S1A_IW_GRDH_1SDV_20251129T190750_20251129T190815_062096_07C52D_C156,VH,Sydney Botany,43,ok,23.4
S1A_IW_GRDH_1SDV_20251129T190750_20251129T190815_062096_07C52D_C156,VV,Sydney Botany,111,ok,23.8
S1A_IW_GRDH_1SDV_20251202T055835_20251202T055900_062132_07C68A_27C0,VH,Rotterdam,1383,ok,35.9
S1A_IW_GRDH_1SDV_20251202T055835_20251202T055900_062132_07C68A_27C0,VV,Rotterdam,1295,ok,35.5
S1A_IW_GRDH_1SDV_20251203T142501_20251203T142526_062152_07C75E_D213,VH,Jebel Ali,898,ok,29.4
S1A_IW_GRDH_1SDV_20251203T142501_20251203T142526_062152_07C75E_D213,VV,Jebel Ali,1390,ok,26.3
S1A_IW_GRDH_1SDV_20251204T054126_20251204T054151_062161_07C7AC_F97F,VH,Hamburg,995,ok,20.7
S1A_IW_GRDH_1SDV_20251204T054126_20251204T054151_062161_07C7AC_F97F,VV,Hamburg,956,ok,21.4
S1A_IW_GRDH_1SDV_20251204T191534_20251204T191559_062169_07C80B_6F85,VH,Newcastle,16,ok,24.3
S1A_IW_GRDH_1SDV_20251204T191534_20251204T191559_062169_07C80B_6F85,VV,Newcastle,23,ok,26.5
S1A_IW_GRDH_1SDV_20251206T021540_20251206T021603_062188_07C8BF_E0FB,VH,Jebel Ali,740,ok,24.4
S1A_IW_GRDH_1SDV_20251206T021540_20251206T021603_062188_07C8BF_E0FB,VV,Jebel Ali,1003,ok,25.1
S1A_IW_GRDH_1SDV_20251206T035231_20251206T035256_062189_07C8C7_B4B3,VH,Port Said,210,ok,32.8
S1A_IW_GRDH_1SDV_20251206T035231_20251206T035256_062189_07C8C7_B4B3,VV,Port Said,258,ok,30.8
S1A_IW_GRDH_1SDV_20251206T095458_20251206T095523_062193_07C8EB_18F6,VH,Shanghai,2005,ok,20.9
S1A_IW_GRDH_1SDV_20251206T095458_20251206T095523_062193_07C8EB_18F6,VV,Shanghai,1731,ok,21.1
S1A_IW_GRDH_1SDV_20251206T095613_20251206T095638_062193_07C8EB_13B5,VH,Qingdao,1009,ok,21.2
S1A_IW_GRDH_1SDV_20251206T095613_20251206T095638_062193_07C8EB_13B5,VV,Qingdao,777,ok,21.0
S1A_IW_GRDH_1SDV_20251207T224805_20251207T224830_062215_07C9D3_13F1,VH,Singapore,1261,ok,22.2
S1A_IW_GRDH_1SDV_20251207T224805_20251207T224830_062215_07C9D3_13F1,VV,Singapore,1287,ok,22.3
S1A_IW_GRDH_1SDV_20251211T113405_20251211T113430_062267_07CBD7_A7ED,VH,Port Klang,336,ok,22.3
S1A_IW_GRDH_1SDV_20251211T113405_20251211T113430_062267_07CBD7_A7ED,VV,Port Klang,361,ok,22.4
S1A_IW_GRDH_1SDV_20251211T190749_20251211T190814_062271_07CC01_6A6B,VH,Sydney Botany,48,ok,23.8
S1A_IW_GRDH_1SDV_20251211T190749_20251211T190814_062271_07CC01_6A6B,VV,Sydney Botany,82,ok,23.8
S1A_IW_GRDH_1SDV_20251214T055834_20251214T055859_062307_07CD62_B45A,VH,Rotterdam,1464,ok,36.9
S1A_IW_GRDH_1SDV_20251214T055834_20251214T055859_062307_07CD62_B45A,VV,Rotterdam,1394,ok,38.0
S1A_IW_GRDH_1SDV_20251215T142500_20251215T142525_062327_07CE36_F264,VH,Jebel Ali,828,ok,31.1
S1A_IW_GRDH_1SDV_20251215T142500_20251215T142525_062327_07CE36_F264,VV,Jebel Ali,930,ok,26.6
S1A_IW_GRDH_1SDV_20251216T054125_20251216T054150_062336_07CE83_4CC7,VH,Hamburg,899,ok,59.6
S1A_IW_GRDH_1SDV_20251216T054125_20251216T054150_062336_07CE83_4CC7,VV,Hamburg,991,ok,59.5
S1A_IW_GRDH_1SDV_20251216T162959_20251216T163024_062342_07CECD_EF29,VH,Richards Bay,52,ok,55.3
S1A_IW_GRDH_1SDV_20251216T162959_20251216T163024_062342_07CECD_EF29,VV,Richards Bay,84,ok,52.8
S1A_IW_GRDH_1SDV_20251217T173322_20251217T173347_062358_07CF5C_3556,VH,Antwerp-Bruges,2065,ok,19.5
S1A_IW_GRDH_1SDV_20251217T173322_20251217T173347_062358_07CF5C_3556,VV,Antwerp-Bruges,1548,ok,29.1
S1A_IW_GRDH_1SDV_20251218T035230_20251218T035255_062364_07CF9A_DF33,VH,Port Said,256,ok,28.6
S1A_IW_GRDH_1SDV_20251218T035230_20251218T035255_062364_07CF9A_DF33,VV,Port Said,259,ok,27.4
S1A_IW_GRDH_1SDV_20251218T095457_20251218T095522_062368_07CFBE_85B2,VH,Shanghai,1983,ok,20.8
S1A_IW_GRDH_1SDV_20251218T095457_20251218T095522_062368_07CFBE_85B2,VV,Shanghai,1822,ok,20.7
S1A_IW_GRDH_1SDV_20251218T095612_20251218T095637_062368_07CFBE_D9B3,VH,Qingdao,869,ok,20.8
S1A_IW_GRDH_1SDV_20251218T095612_20251218T095637_062368_07CFBE_D9B3,VV,Qingdao,695,ok,20.7
S1A_IW_GRDH_1SDV_20251219T224804_20251219T224829_062390_07D0A3_DC5F,VH,Singapore,1238,ok,20.5
S1A_IW_GRDH_1SDV_20251219T224804_20251219T224829_062390_07D0A3_DC5F,VV,Singapore,1251,ok,23.4
S1A_IW_GRDH_1SDV_20251222T141647_20251222T141712_062429_07D225_B5FC,VH,Fujairah,382,ok,23.6
S1A_IW_GRDH_1SDV_20251222T141647_20251222T141712_062429_07D225_B5FC,VV,Fujairah,397,ok,22.4
S1A_IW_GRDH_1SDV_20251223T113403_20251223T113428_062442_07D2AB_3284,VH,Port Klang,329,ok,22.0
S1A_IW_GRDH_1SDV_20251223T113403_20251223T113428_062442_07D2AB_3284,VV,Port Klang,372,ok,23.1
S1A_IW_GRDH_1SDV_20251223T181816_20251223T181841_062446_07D2CE_C333,VH,Tanger Med,179,ok,21.2
S1A_IW_GRDH_1SDV_20251223T181816_20251223T181841_062446_07D2CE_C333,VV,Tanger Med,301,ok,21.2
S1A_IW_GRDH_1SDV_20251223T190747_20251223T190812_062446_07D2D3_0484,VH,Sydney Botany,47,ok,23.4
S1A_IW_GRDH_1SDV_20251223T190747_20251223T190812_062446_07D2D3_0484,VV,Sydney Botany,93,ok,31.2
S1A_IW_GRDH_1SDV_20251226T055832_20251226T055857_062482_07D430_A244,VH,Rotterdam,1334,ok,28.5
S1A_IW_GRDH_1SDV_20251226T055832_20251226T055857_062482_07D430_A244,VV,Rotterdam,1253,ok,28.5
S1A_IW_GRDH_1SDV_20251227T142459_20251227T142524_062502_07D505_24C1,VH,Jebel Ali,953,ok,21.1
S1A_IW_GRDH_1SDV_20251227T142459_20251227T142524_062502_07D505_24C1,VV,Jebel Ali,1712,ok,20.9
S1A_IW_GRDH_1SDV_20251228T054123_20251228T054148_062511_07D550_B09A,VH,Hamburg,776,ok,30.1
S1A_IW_GRDH_1SDV_20251228T054123_20251228T054148_062511_07D550_B09A,VV,Hamburg,890,ok,29.5
S1A_IW_GRDH_1SDV_20251230T035229_20251230T035254_062539_07D665_2BBB,VH,Port Said,227,ok,29.5
S1A_IW_GRDH_1SDV_20251230T035229_20251230T035254_062539_07D665_2BBB,VV,Port Said,250,ok,20.3
S1A_IW_GRDH_1SDV_20251230T095431_20251230T095456_062543_07D685_F009,VH,Ningbo-Zhoushan,1097,ok,19.9
S1A_IW_GRDH_1SDV_20251230T095431_20251230T095456_062543_07D685_F009,VV,Ningbo-Zhoushan,991,ok,20.7
S1A_IW_GRDH_1SDV_20251230T095456_20251230T095521_062543_07D685_E32F,VH,Shanghai,1813,ok,20.7
S1A_IW_GRDH_1SDV_20251230T095456_20251230T095521_062543_07D685_E32F,VV,Shanghai,1688,ok,19.9
S1A_IW_GRDH_1SDV_20251230T095611_20251230T095636_062543_07D685_8E60,VH,Qingdao,888,ok,19.8
S1A_IW_GRDH_1SDV_20251230T095611_20251230T095636_062543_07D685_8E60,VV,Qingdao,721,ok,20.7
S1A_IW_GRDH_1SDV_20251231T224803_20251231T224828_062565_07D762_CEEB,VH,Singapore,1305,ok,22.0
S1A_IW_GRDH_1SDV_20251231T224803_20251231T224828_062565_07D762_CEEB,VV,Singapore,1338,ok,22.1
S1A_IW_GRDH_1SDV_20260104T113402_20260104T113427_062617_07D969_8415,VH,Port Klang,382,ok,21.9
S1A_IW_GRDH_1SDV_20260104T113402_20260104T113427_062617_07D969_8415,VV,Port Klang,403,ok,22.6
S1A_IW_GRDH_1SDV_20260224T055828_20260224T055853_063357_07F51A_CAA5,VH,Rotterdam,1507,ok,21.4
S1A_IW_GRDH_1SDV_20260224T055828_20260224T055853_063357_07F51A_CAA5,VV,Rotterdam,1492,ok,21.0
S1C_IW_GRDH_1SDV_20250414T015728_20250414T015809_001883_0039AF_C154,VH,Los Angeles,160,ok,31.5
S1C_IW_GRDH_1SDV_20250414T015728_20250414T015809_001883_0039AF_C154,VV,Los Angeles,78,ok,32.2
S1C_IW_GRDH_1SDV_20250526T083012_20250526T083037_002499_00535A_A7A9,VH,Santos,132,ok,22.9
S1C_IW_GRDH_1SDV_20250526T083012_20250526T083037_002499_00535A_A7A9,VV,Santos,143,ok,23.5
S1C_IW_GRDH_1SDV_20250607T083013_20250607T083038_002674_005863_339E,VH,Santos,118,ok,23.5
S1C_IW_GRDH_1SDV_20250607T083013_20250607T083038_002674_005863_339E,VV,Santos,120,ok,24.9
S1C_IW_GRDH_1SDV_20250611T055738_20250611T055803_002731_005A0C_2C37,VH,Antwerp-Bruges,899,ok,25.4
S1C_IW_GRDH_1SDV_20250611T055738_20250611T055803_002731_005A0C_2C37,VV,Antwerp-Bruges,1075,ok,25.7
S1C_IW_GRDH_1SDV_20250614T213050_20250614T213119_002784_005B97_D06D,VH,Port Hedland,96,ok,62.2
S1C_IW_GRDH_1SDV_20250614T213050_20250614T213119_002784_005B97_D06D,VV,Port Hedland,150,ok,53.8
S1C_IW_GRDH_1SDV_20250619T083013_20250619T083038_002849_005D71_762B,VH,Santos,124,ok,55.2
S1C_IW_GRDH_1SDV_20250619T083013_20250619T083038_002849_005D71_762B,VV,Santos,163,ok,54.9
S1C_IW_GRDH_1SDV_20250623T055738_20250623T055803_002906_005F16_6E06,VH,Antwerp-Bruges,1085,ok,21.4
S1C_IW_GRDH_1SDV_20250623T055738_20250623T055803_002906_005F16_6E06,VV,Antwerp-Bruges,1015,ok,21.0
S1C_IW_GRDH_1SDV_20250705T055739_20250705T055804_003081_00641D_2DF0,VH,Antwerp-Bruges,1053,ok,21.0
S1C_IW_GRDH_1SDV_20250705T055739_20250705T055804_003081_00641D_2DF0,VV,Antwerp-Bruges,1064,ok,21.2
S1C_IW_GRDH_1SDV_20250713T083015_20250713T083040_003199_006788_CF0A,VH,Santos,160,ok,22.8
S1C_IW_GRDH_1SDV_20250713T083015_20250713T083040_003199_006788_CF0A,VV,Santos,152,ok,23.0
S1C_IW_GRDH_1SDV_20250720T173209_20250720T173234_003307_006AB5_D3FE,VH,Antwerp-Bruges,804,ok,21.5
S1C_IW_GRDH_1SDV_20250720T173209_20250720T173234_003307_006AB5_D3FE,VV,Antwerp-Bruges,821,ok,21.6
S1C_IW_GRDH_1SDV_20250725T083016_20250725T083041_003374_006C9F_DCD2,VH,Santos,159,ok,50.3
S1C_IW_GRDH_1SDV_20250725T083016_20250725T083041_003374_006C9F_DCD2,VV,Santos,148,ok,52.0
S1C_IW_GRDH_1SDV_20250802T103843_20250802T103908_003492_00701B_89A1,VH,Callao,61,ok,42.5
S1C_IW_GRDH_1SDV_20250802T103843_20250802T103908_003492_00701B_89A1,VV,Callao,73,ok,84.3
S1C_IW_GRDH_1SDV_20250803T233313_20250803T233338_003514_0070C0_6937,VH,Callao,110,ok,27.4
S1C_IW_GRDH_1SDV_20250803T233313_20250803T233338_003514_0070C0_6937,VV,Callao,86,ok,47.9
S1C_IW_GRDH_1SDV_20250806T083016_20250806T083041_003549_0071C1_63F3,VH,Santos,226,ok,25.1
S1C_IW_GRDH_1SDV_20250806T083016_20250806T083041_003549_0071C1_63F3,VV,Santos,223,ok,21.3
S1C_IW_GRDH_1SDV_20250810T055741_20250810T055806_003606_007385_F130,VH,Antwerp-Bruges,1058,ok,29.0
S1C_IW_GRDH_1SDV_20250810T055741_20250810T055806_003606_007385_F130,VV,Antwerp-Bruges,1044,ok,25.5
S1C_IW_GRDH_1SDV_20250813T062133_20250813T062158_003650_0074D4_BCC0,VH,Newcastle,410,ok,26.9
S1C_IW_GRDH_1SDV_20250813T062133_20250813T062158_003650_0074D4_BCC0,VV,Newcastle,430,ok,33.4
S1C_IW_GRDH_1SDV_20250813T213053_20250813T213122_003659_00751A_DBC8,VH,Port Hedland,88,ok,35.3
S1C_IW_GRDH_1SDV_20250813T213053_20250813T213122_003659_00751A_DBC8,VV,Port Hedland,136,ok,36.7
S1C_IW_GRDH_1SDV_20250814T021436_20250814T021501_003662_00752F_F0F2,VH,Jebel Ali,772,ok,34.3
S1C_IW_GRDH_1SDV_20250814T021436_20250814T021501_003662_00752F_F0F2,VV,Jebel Ali,978,ok,29.4
S1C_IW_GRDH_1SDV_20250822T055742_20250822T055806_003781_0078C6_2C32,VH,Antwerp-Bruges,1090,ok,30.7
S1C_IW_GRDH_1SDV_20250822T055742_20250822T055806_003781_0078C6_2C32,VV,Antwerp-Bruges,1105,ok,25.0
S1C_IW_GRDH_1SDV_20250824T054027_20250824T054052_003810_0079A1_4DF0,VH,Hamburg,914,ok,22.8
S1C_IW_GRDH_1SDV_20250824T054027_20250824T054052_003810_0079A1_4DF0,VV,Hamburg,897,ok,22.0
S1C_IW_GRDH_1SDV_20250827T233314_20250827T233339_003864_007B3B_3B7B,VH,Callao,94,ok,22.9
S1C_IW_GRDH_1SDV_20250827T233314_20250827T233339_003864_007B3B_3B7B,VV,Callao,96,ok,22.8
S1C_IW_GRDH_1SDV_20250903T055742_20250903T055807_003956_007E04_B34B,VH,Antwerp-Bruges,1025,ok,21.4
S1C_IW_GRDH_1SDV_20250903T055742_20250903T055807_003956_007E04_B34B,VV,Antwerp-Bruges,957,ok,23.9
S1C_IW_GRDH_1SDV_20250905T054027_20250905T054052_003985_007ED9_EA5D,VH,Hamburg,857,ok,30.5
S1C_IW_GRDH_1SDV_20250905T054027_20250905T054052_003985_007ED9_EA5D,VV,Hamburg,1415,ok,20.1
S1C_IW_GRDH_1SDV_20250906T173211_20250906T173236_004007_007F7E_D39D,VH,Antwerp-Bruges,776,ok,30.0
S1C_IW_GRDH_1SDV_20250906T173211_20250906T173236_004007_007F7E_D39D,VV,Antwerp-Bruges,804,ok,27.1
S1C_IW_GRDH_1SDV_20250915T055742_20250915T055807_004131_008359_AA20,VH,Antwerp-Bruges,646,ok,20.9
S1C_IW_GRDH_1SDV_20250915T055742_20250915T055807_004131_008359_AA20,VV,Antwerp-Bruges,659,ok,28.4
S1C_IW_GRDH_1SDV_20250917T054028_20250917T054053_004160_00842D_7E1A,VH,Hamburg,772,ok,34.7
S1C_IW_GRDH_1SDV_20250917T054028_20250917T054053_004160_00842D_7E1A,VV,Hamburg,581,ok,39.3
S1C_IW_GRDH_1SDV_20250920T030348_20250920T030413_004202_008573_E1A5,VH,Mombasa,27,ok,22.2
S1C_IW_GRDH_1SDV_20250920T030348_20250920T030413_004202_008573_E1A5,VV,Mombasa,85,ok,24.8
S1C_IW_GRDH_1SDV_20250920T031050_20250920T031118_004202_008574_3319,VH,Richards Bay,85,ok,47.4
S1C_IW_GRDH_1SDV_20250920T031050_20250920T031118_004202_008574_3319,VV,Richards Bay,105,ok,45.6
S1C_IW_GRDH_1SDV_20250923T083018_20250923T083043_004249_0086DF_07F5,VH,Santos,155,ok,25.7
S1C_IW_GRDH_1SDV_20250923T083018_20250923T083043_004249_0086DF_07F5,VV,Santos,229,ok,25.2
S1C_IW_GRDH_1SDV_20250927T055742_20250927T055807_004306_0088A6_843A,VH,Antwerp-Bruges,969,ok,22.3
S1C_IW_GRDH_1SDV_20250927T055742_20250927T055807_004306_0088A6_843A,VV,Antwerp-Bruges,1122,ok,20.4
S1C_IW_GRDH_1SDV_20250929T054028_20250929T054053_004335_008987_A32B,VH,Hamburg,839,ok,21.1
S1C_IW_GRDH_1SDV_20250929T054028_20250929T054053_004335_008987_A32B,VV,Hamburg,922,ok,21.5
S1C_IW_GRDH_1SDV_20251002T031050_20251002T031117_004377_008ACD_BFF1,VH,Richards Bay,55,ok,39.6
S1C_IW_GRDH_1SDV_20251002T031050_20251002T031117_004377_008ACD_BFF1,VV,Richards Bay,125,ok,39.4
S1C_IW_GRDH_1SDV_20251005T083018_20251005T083043_004424_008C38_8E9B,VH,Santos,150,ok,28.1
S1C_IW_GRDH_1SDV_20251005T083018_20251005T083043_004424_008C38_8E9B,VV,Santos,708,ok,29.4
S1C_IW_GRDH_1SDV_20251011T054028_20251011T054053_004510_008ED9_EBA7,VH,Hamburg,837,ok,49.2
S1C_IW_GRDH_1SDV_20251011T054028_20251011T054053_004510_008ED9_EBA7,VV,Hamburg,828,ok,49.2
S1C_IW_GRDH_1SDV_20251013T021438_20251013T021503_004537_008FA6_7629,VH,Jebel Ali,838,ok,23.2
S1C_IW_GRDH_1SDV_20251013T021438_20251013T021503_004537_008FA6_7629,VV,Jebel Ali,983,ok,25.4
S1C_IW_GRDH_1SDV_20251017T083018_20251017T083043_004599_009184_9E4E,VH,Santos,172,ok,25.1
S1C_IW_GRDH_1SDV_20251017T083018_20251017T083043_004599_009184_9E4E,VV,Santos,216,ok,24.5
S1C_IW_GRDH_1SDV_20251023T054028_20251023T054053_004685_009421_38F8,VH,Hamburg,860,ok,23.0
S1C_IW_GRDH_1SDV_20251023T054028_20251023T054053_004685_009421_38F8,VV,Hamburg,692,ok,23.0
S1C_IW_GRDH_1SDV_20251024T213054_20251024T213124_004709_0094E0_DB1C,VH,Port Hedland,88,ok,27.1
S1C_IW_GRDH_1SDV_20251024T213054_20251024T213124_004709_0094E0_DB1C,VV,Port Hedland,102,ok,32.0
S1C_IW_GRDH_1SDV_20251025T021438_20251025T021503_004712_0094F6_EC36,VH,Jebel Ali,782,ok,27.1
S1C_IW_GRDH_1SDV_20251025T021438_20251025T021503_004712_0094F6_EC36,VV,Jebel Ali,953,ok,27.7
S1C_IW_GRDH_1SDV_20251025T215643_20251025T215708_004724_00954D_12A7,VH,Qingdao,2036,ok,51.6
S1C_IW_GRDH_1SDV_20251025T215643_20251025T215708_004724_00954D_12A7,VV,Qingdao,1578,ok,44.2
S1C_IW_GRDH_1SDV_20251026T030348_20251026T030413_004727_009566_6FE4,VH,Mombasa,40,ok,30.4
S1C_IW_GRDH_1SDV_20251026T030348_20251026T030413_004727_009566_6FE4,VV,Mombasa,89,ok,31.0
S1C_IW_GRDH_1SDV_20251104T054028_20251104T054053_004860_0099AE_A2F9,VH,Hamburg,850,ok,21.1
S1C_IW_GRDH_1SDV_20251104T054028_20251104T054053_004860_0099AE_A2F9,VV,Hamburg,821,ok,21.3
S1C_IW_GRDH_1SDV_20251105T213054_20251105T213124_004884_009A7D_8FDC,VH,Port Hedland,104,ok,30.2
S1C_IW_GRDH_1SDV_20251105T213054_20251105T213124_004884_009A7D_8FDC,VV,Port Hedland,116,ok,31.1
S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3,VH,Jebel Ali,790,ok,35.0
S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3,VV,Jebel Ali,898,ok,38.8
S1C_IW_GRDH_1SDV_20251107T030348_20251107T030413_004902_009B16_327F,VH,Mombasa,29,ok,77.0
S1C_IW_GRDH_1SDV_20251107T030348_20251107T030413_004902_009B16_327F,VV,Mombasa,50,ok,76.9
S1C_IW_GRDH_1SDV_20251110T083017_20251110T083042_004949_009CA9_3A13,VH,Santos,145,ok,54.9
S1C_IW_GRDH_1SDV_20251110T083017_20251110T083042_004949_009CA9_3A13,VV,Santos,144,ok,53.0
S1C_IW_GRDH_1SDV_20251116T054027_20251116T054052_005035_009F87_5F14,VH,Hamburg,914,ok,21.3
S1C_IW_GRDH_1SDV_20251116T054027_20251116T054052_005035_009F87_5F14,VV,Hamburg,969,ok,21.8
S1C_IW_GRDH_1SDV_20251117T173211_20251117T173236_005057_00A047_CB70,VH,Antwerp-Bruges,729,ok,21.5
S1C_IW_GRDH_1SDV_20251117T173211_20251117T173236_005057_00A047_CB70,VV,Antwerp-Bruges,724,ok,22.1
S1C_IW_GRDH_1SDV_20251117T213054_20251117T213123_005059_00A05C_1C3A,VH,Port Hedland,61,ok,39.5
S1C_IW_GRDH_1SDV_20251117T213054_20251117T213123_005059_00A05C_1C3A,VV,Port Hedland,61,ok,39.5
S1C_IW_GRDH_1SDV_20251119T031050_20251119T031117_005077_00A0F4_F122,VH,Richards Bay,146,ok,24.8
S1C_IW_GRDH_1SDV_20251119T031050_20251119T031117_005077_00A0F4_F122,VV,Richards Bay,199,ok,26.9
S1C_IW_GRDH_1SDV_20251128T054027_20251128T054052_005210_00A568_4CE6,VH,Hamburg,696,ok,22.7
S1C_IW_GRDH_1SDV_20251128T054027_20251128T054052_005210_00A568_4CE6,VV,Hamburg,697,ok,24.7
S1C_IW_GRDH_1SDV_20251129T213053_20251129T213123_005234_00A63B_63CD,VH,Port Hedland,53,ok,42.6
S1C_IW_GRDH_1SDV_20251129T213053_20251129T213123_005234_00A63B_63CD,VV,Port Hedland,64,ok,44.5
S1C_IW_GRDH_1SDV_20251130T021436_20251130T021501_005237_00A653_4A11,VH,Jebel Ali,784,ok,26.3
S1C_IW_GRDH_1SDV_20251130T021436_20251130T021501_005237_00A653_4A11,VV,Jebel Ali,911,ok,24.2
S1C_IW_GRDH_1SDV_20251201T030347_20251201T030412_005252_00A6CF_3A0E,VH,Mombasa,38,ok,29.3
S1C_IW_GRDH_1SDV_20251201T030347_20251201T030412_005252_00A6CF_3A0E,VV,Mombasa,79,ok,28.4
S1C_IW_GRDH_1SDV_20251204T083017_20251204T083042_005299_00A86E_347C,VH,Santos,85,ok,39.9
S1C_IW_GRDH_1SDV_20251204T083017_20251204T083042_005299_00A86E_347C,VV,Santos,88,ok,37.7
S1C_IW_GRDH_1SDV_20251210T054026_20251210T054051_005385_00AB6C_2021,VH,Hamburg,867,ok,22.8
S1C_IW_GRDH_1SDV_20251210T054026_20251210T054051_005385_00AB6C_2021,VV,Hamburg,803,ok,23.6
S1C_IW_GRDH_1SDV_20251211T213053_20251211T213122_005409_00AC3F_40F8,VH,Port Hedland,61,ok,41.0
S1C_IW_GRDH_1SDV_20251211T213053_20251211T213122_005409_00AC3F_40F8,VV,Port Hedland,75,ok,41.0
S1C_IW_GRDH_1SDV_20251213T233313_20251213T233338_005439_00AD3E_36D0,VH,Callao,167,ok,27.1
S1C_IW_GRDH_1SDV_20251213T233313_20251213T233338_005439_00AD3E_36D0,VV,Callao,161,ok,25.7
S1C_IW_GRDH_1SDV_20251216T083016_20251216T083041_005474_00AE73_758D,VH,Santos,93,ok,22.8
S1C_IW_GRDH_1SDV_20251216T083016_20251216T083041_005474_00AE73_758D,VV,Santos,112,ok,22.3
S1C_IW_GRDH_1SDV_20251222T054026_20251222T054051_005560_00B165_BF35,VH,Hamburg,754,ok,21.3
S1C_IW_GRDH_1SDV_20251222T054026_20251222T054051_005560_00B165_BF35,VV,Hamburg,684,ok,21.5
S1C_IW_GRDH_1SDV_20251223T213052_20251223T213121_005584_00B23E_FFF7,VH,Port Hedland,93,ok,25.7
S1C_IW_GRDH_1SDV_20251223T213052_20251223T213121_005584_00B23E_FFF7,VV,Port Hedland,116,ok,25.2
S1C_IW_GRDH_1SDV_20251228T083015_20251228T083040_005649_00B479_86EE,VH,Santos,84,ok,22.9
S1C_IW_GRDH_1SDV_20251228T083015_20251228T083040_005649_00B479_86EE,VV,Santos,86,ok,22.3
