product,pol,port,objects,status,seconds
S1A_IW_GRDH_1SDV_20250626T190753_20250626T190818_059821_076E01_58B5,VV,Sydney Botany,149,ok,40.6
S1A_IW_GRDH_1SDV_20250629T193333_20250629T193358_059865_076F8D_C18A,VH,Melbourne,122,ok,19.8
S1A_IW_GRDH_1SDV_20250629T193333_20250629T193358_059865_076F8D_C18A,VV,Melbourne,86,ok,41.9
S1A_IW_GRDH_1SDV_20250630T142504_20250630T142529_059877_076FF7_ED71,VH,Jebel Ali,868,ok,22.7
S1A_IW_GRDH_1SDV_20250630T142504_20250630T142529_059877_076FF7_ED71,VV,Jebel Ali,1326,ok,22.7
S1A_IW_GRDH_1SDV_20250702T153903_20250702T153932_059906_0770FC_6D94,VH,Mombasa,18,ok,33.2
S1A_IW_GRDH_1SDV_20250702T153903_20250702T153932_059906_0770FC_6D94,VV,Mombasa,23,ok,31.5
S1A_IW_GRDH_1SDV_20250703T035234_20250703T035259_059914_077140_7BD6,VH,Port Said,275,ok,26.9
S1A_IW_GRDH_1SDV_20250703T035234_20250703T035259_059914_077140_7BD6,VV,Port Said,396,ok,25.4
S1A_IW_GRDH_1SDV_20250703T095436_20250703T095501_059918_07715F_4982,VH,Ningbo-Zhoushan,990,ok,31.0
S1A_IW_GRDH_1SDV_20250703T095436_20250703T095501_059918_07715F_4982,VV,Ningbo-Zhoushan,1553,ok,20.0
S1A_IW_GRDH_1SDV_20250708T113408_20250708T113433_059992_0773EA_C045,VH,Port Klang,313,ok,30.8
S1A_IW_GRDH_1SDV_20250708T113408_20250708T113433_059992_0773EA_C045,VV,Port Klang,324,ok,27.4
S1A_IW_GRDH_1SDV_20250708T190752_20250708T190817_059996_07740F_E63A,VH,Sydney Botany,42,ok,23.9
S1A_IW_GRDH_1SDV_20250708T190752_20250708T190817_059996_07740F_E63A,VV,Sydney Botany,82,ok,24.8
S1A_IW_GRDH_1SDV_20250711T055837_20250711T055902_060032_077547_699B,VH,Rotterdam,1438,ok,22.8
S1A_IW_GRDH_1SDV_20250711T055837_20250711T055902_060032_077547_699B,VV,Rotterdam,1540,ok,22.6
S1A_IW_GRDH_1SDV_20250713T163003_20250713T163028_060067_07767F_5920,VH,Richards Bay,26,ok,24.2
S1A_IW_GRDH_1SDV_20250713T163003_20250713T163028_060067_07767F_5920,VV,Richards Bay,49,ok,29.8
S1A_IW_GRDH_1SDV_20250714T153902_20250714T153931_060081_0776FF_25DB,VH,Mombasa,36,ok,33.1
S1A_IW_GRDH_1SDV_20250714T153902_20250714T153931_060081_0776FF_25DB,VV,Mombasa,67,ok,34.6
S1A_IW_GRDH_1SDV_20250714T173326_20250714T173351_060083_077709_FD9C,VH,Antwerp-Bruges,1445,ok,20.3
S1A_IW_GRDH_1SDV_20250714T173326_20250714T173351_060083_077709_FD9C,VV,Antwerp-Bruges,1339,ok,49.5
S1A_IW_GRDH_1SDV_20250715T021542_20250715T021606_060088_077739_3740,VH,Jebel Ali,740,ok,44.2
S1A_IW_GRDH_1SDV_20250715T021542_20250715T021606_060088_077739_3740,VV,Jebel Ali,1026,ok,41.2
S1A_IW_GRDH_1SDV_20250715T035234_20250715T035259_060089_077743_FB08,VH,Port Said,291,ok,45.2
S1A_IW_GRDH_1SDV_20250715T035234_20250715T035259_060089_077743_FB08,VV,Port Said,363,ok,21.7
S1A_IW_GRDH_1SDV_20250715T095501_20250715T095526_060093_077760_4889,VH,Shanghai,1678,ok,20.7
S1A_IW_GRDH_1SDV_20250715T095501_20250715T095526_060093_077760_4889,VV,Shanghai,1648,ok,20.8
S1A_IW_GRDH_1SDV_20250715T095616_20250715T095641_060093_077760_1FAF,VH,Qingdao,706,ok,27.4
S1A_IW_GRDH_1SDV_20250715T095616_20250715T095641_060093_077760_1FAF,VV,Qingdao,2267,ok,70.9
S1A_IW_GRDH_1SDV_20250715T112532_20250715T112557_060093_07776A_62D2,VH,Singapore,1187,ok,36.7
S1A_IW_GRDH_1SDV_20250715T112532_20250715T112557_060093_07776A_62D2,VV,Singapore,1510,ok,38.4
S1A_IW_GRDH_1SDV_20250716T233423_20250716T233448_060115_077824_E5F7,VH,Callao,82,ok,65.5
S1A_IW_GRDH_1SDV_20250716T233423_20250716T233448_060115_077824_E5F7,VV,Callao,129,ok,38.5
S1A_IW_GRDH_1SDV_20250718T002643_20250718T002708_060131_0778A6_1D3D,VH,Houston,284,ok,37.2
S1A_IW_GRDH_1SDV_20250718T002643_20250718T002708_060131_0778A6_1D3D,VV,Houston,436,ok,23.5
S1A_IW_GRDH_1SDV_20250720T113407_20250720T113432_060167_0779EF_8B2D,VH,Port Klang,314,ok,30.5
S1A_IW_GRDH_1SDV_20250720T113407_20250720T113432_060167_0779EF_8B2D,VV,Port Klang,342,ok,30.1
S1A_IW_GRDH_1SDV_20250720T190751_20250720T190816_060171_077A13_1559,VH,Sydney Botany,51,ok,30.3
S1A_IW_GRDH_1SDV_20250720T190751_20250720T190816_060171_077A13_1559,VV,Sydney Botany,72,ok,35.2
S1A_IW_GRDH_1SDV_20250724T142503_20250724T142528_060227_077C09_9CBA,VH,Jebel Ali,875,ok,30.5
S1A_IW_GRDH_1SDV_20250724T142503_20250724T142528_060227_077C09_9CBA,VV,Jebel Ali,1314,ok,28.6
S1A_IW_GRDH_1SDV_20250725T163002_20250725T163027_060242_077C8C_6445,VH,Richards Bay,37,ok,36.7
S1A_IW_GRDH_1SDV_20250725T163002_20250725T163027_060242_077C8C_6445,VV,Richards Bay,63,ok,25.0
S1A_IW_GRDH_1SDV_20250726T153902_20250726T153931_060256_077D04_0826,VH,Mombasa,21,ok,24.6
S1A_IW_GRDH_1SDV_20250726T153902_20250726T153931_060256_077D04_0826,VV,Mombasa,51,ok,25.2
S1A_IW_GRDH_1SDV_20250727T035233_20250727T035258_060264_077D47_F0A8,VH,Port Said,276,ok,22.9
S1A_IW_GRDH_1SDV_20250727T035233_20250727T035258_060264_077D47_F0A8,VV,Port Said,373,ok,28.5
S1A_IW_GRDH_1SDV_20250727T095501_20250727T095526_060268_077D68_FED2,VH,Shanghai,1605,ok,40.1
S1A_IW_GRDH_1SDV_20250727T095501_20250727T095526_060268_077D68_FED2,VV,Shanghai,1413,ok,42.7
S1A_IW_GRDH_1SDV_20250728T233423_20250728T233448_060290_077E28_8D35,VH,Callao,93,ok,51.8
S1A_IW_GRDH_1SDV_20250728T233423_20250728T233448_060290_077E28_8D35,VV,Callao,119,ok,42.0
S1A_IW_GRDH_1SDV_20250731T141651_20250731T141716_060329_077F80_00CD,VH,Fujairah,390,ok,35.5
S1A_IW_GRDH_1SDV_20250731T141651_20250731T141716_060329_077F80_00CD,VV,Fujairah,382,ok,32.6
S1A_IW_GRDH_1SDV_20250801T190751_20250801T190816_060346_078019_953E,VH,Sydney Botany,38,ok,31.6
S1A_IW_GRDH_1SDV_20250801T190751_20250801T190816_060346_078019_953E,VV,Sydney Botany,42,ok,36.8
S1A_IW_GRDH_1SDV_20250805T142503_20250805T142528_060402_078207_9714,VH,Jebel Ali,883,ok,30.4
S1A_IW_GRDH_1SDV_20250805T142503_20250805T142528_060402_078207_9714,VV,Jebel Ali,1357,ok,26.8
S1A_IW_GRDH_1SDV_20250806T191536_20250806T191601_060419_0782A5_AF18,VH,Newcastle,21,ok,29.6
S1A_IW_GRDH_1SDV_20250806T191536_20250806T191601_060419_0782A5_AF18,VV,Newcastle,18,ok,23.8
S1A_IW_GRDH_1SDV_20250808T035233_20250808T035258_060439_078370_CD54,VH,Port Said,279,ok,21.5
S1A_IW_GRDH_1SDV_20250808T035233_20250808T035258_060439_078370_CD54,VV,Port Said,340,ok,21.8
S1A_IW_GRDH_1SDV_20250808T095500_20250808T095525_060443_078391_5813,VH,Shanghai,2034,ok,21.0
S1A_IW_GRDH_1SDV_20250808T095500_20250808T095525_060443_078391_5813,VV,Shanghai,1890,ok,21.6
S1A_IW_GRDH_1SDV_20250808T095615_20250808T095640_060443_078391_9942,VH,Qingdao,1025,ok,23.3
S1A_IW_GRDH_1SDV_20250808T095615_20250808T095640_060443_078391_9942,VV,Qingdao,1227,ok,30.7
S1A_IW_GRDH_1SDV_20250809T233423_20250809T233448_060465_07847A_0D09,VH,Callao,83,ok,87.9
S1A_IW_GRDH_1SDV_20250809T233423_20250809T233448_060465_07847A_0D09,VV,Callao,131,ok,43.6
S1A_IW_GRDH_1SDV_20250812T092320_20250812T092349_060501_0785D8_D733,VH,Busan,765,ok,89.7
S1A_IW_GRDH_1SDV_20250812T092320_20250812T092349_060501_0785D8_D733,VV,Busan,1069,ok,89.7
S1A_IW_GRDH_1SDV_20250813T113407_20250813T113432_060517_078680_45FA,VH,Port Klang,376,ok,71.1
S1A_IW_GRDH_1SDV_20250813T113407_20250813T113432_060517_078680_45FA,VV,Port Klang,579,ok,42.3
S1A_IW_GRDH_1SDV_20250813T190751_20250813T190816_060521_0786AA_88CA,VH,Sydney Botany,59,ok,62.6
S1A_IW_GRDH_1SDV_20250813T190751_20250813T190816_060521_0786AA_88CA,VV,Sydney Botany,96,ok,58.4
S1A_IW_GRDH_1SDV_20250817T142503_20250817T142528_060577_0788DF_80F4,VH,Jebel Ali,873,ok,46.0
S1A_IW_GRDH_1SDV_20250817T142503_20250817T142528_060577_0788DF_80F4,VV,Jebel Ali,1376,ok,31.2
S1A_IW_GRDH_1SDV_20250819T153902_20250819T153931_060606_078A07_42F0,VH,Mombasa,16,ok,26.1
S1A_IW_GRDH_1SDV_20250819T153902_20250819T153931_060606_078A07_42F0,VV,Mombasa,40,ok,25.9
S1A_IW_GRDH_1SDV_20250820T035233_20250820T035258_060614_078A53_5450,VH,Port Said,266,ok,22.0
S1A_IW_GRDH_1SDV_20250820T035233_20250820T035258_060614_078A53_5450,VV,Port Said,296,ok,22.4
S1A_IW_GRDH_1SDV_20250820T095500_20250820T095525_060618_078A74_9040,VH,Shanghai,1918,ok,20.5
S1A_IW_GRDH_1SDV_20250820T095500_20250820T095525_060618_078A74_9040,VV,Shanghai,1790,ok,20.9
S1A_IW_GRDH_1SDV_20250820T095615_20250820T095640_060618_078A74_3D5A,VH,Qingdao,850,ok,21.0
S1A_IW_GRDH_1SDV_20250820T095615_20250820T095640_060618_078A74_3D5A,VV,Qingdao,1029,ok,21.3
S1A_IW_GRDH_1SDV_20250821T224808_20250821T224833_060640_078B59_E798,VH,Singapore,1147,ok,23.5
S1A_IW_GRDH_1SDV_20250821T224808_20250821T224833_060640_078B59_E798,VV,Singapore,1206,ok,23.6
S1A_IW_GRDH_1SDV_20250825T190751_20250825T190816_060696_078D8D_4592,VH,Sydney Botany,46,ok,25.3
S1A_IW_GRDH_1SDV_20250825T190751_20250825T190816_060696_078D8D_4592,VV,Sydney Botany,134,ok,27.3
S1A_IW_GRDH_1SDV_20250829T142503_20250829T142528_060752_078FC4_CDEA,VH,Jebel Ali,845,ok,52.9
S1A_IW_GRDH_1SDV_20250829T142503_20250829T142528_060752_078FC4_CDEA,VV,Jebel Ali,1265,ok,47.3
S1A_IW_GRDH_1SDV_20250831T153902_20250831T153931_060781_0790EA_0B81,VH,Mombasa,24,ok,64.5
S1A_IW_GRDH_1SDV_20250831T153902_20250831T153931_060781_0790EA_0B81,VV,Mombasa,37,ok,65.0
S1A_IW_GRDH_1SDV_20250901T021542_20250901T021605_060788_07912C_0086,VH,Jebel Ali,727,ok,23.0
S1A_IW_GRDH_1SDV_20250901T021542_20250901T021605_060788_07912C_0086,VV,Jebel Ali,1059,ok,22.5
S1A_IW_GRDH_1SDV_20250901T035233_20250901T035258_060789_079136_B324,VH,Port Said,252,ok,23.6
S1A_IW_GRDH_1SDV_20250901T035233_20250901T035258_060789_079136_B324,VV,Port Said,362,ok,22.5
S1A_IW_GRDH_1SDV_20250901T095616_20250901T095641_060793_079158_54A8,VH,Qingdao,1754,ok,21.3
S1A_IW_GRDH_1SDV_20250901T095616_20250901T095641_060793_079158_54A8,VV,Qingdao,1919,ok,22.7
S1A_IW_GRDH_1SDV_20250902T224808_20250902T224833_060815_079241_9713,VH,Singapore,1123,ok,38.9
S1A_IW_GRDH_1SDV_20250902T224808_20250902T224833_060815_079241_9713,VV,Singapore,1166,ok,38.9
S1A_IW_GRDH_1SDV_20250902T233423_20250902T233448_060815_079246_B71C,VH,Callao,115,ok,31.6
S1A_IW_GRDH_1SDV_20250902T233423_20250902T233448_060815_079246_B71C,VV,Callao,158,ok,28.7
S1A_IW_GRDH_1SDV_20250906T190751_20250906T190816_060871_07947B_EDC3,VH,Sydney Botany,43,ok,23.6
S1A_IW_GRDH_1SDV_20250906T190751_20250906T190816_060871_07947B_EDC3,VV,Sydney Botany,87,ok,24.0
S1A_IW_GRDH_1SDV_20250909T055837_20250909T055902_060907_0795EC_8CC1,VH,Rotterdam,1393,ok,22.5
S1A_IW_GRDH_1SDV_20250909T055837_20250909T055902_060907_0795EC_8CC1,VV,Rotterdam,1466,ok,24.5
S1A_IW_GRDH_1SDV_20250910T142503_20250910T142528_060927_0796BD_18EC,VH,Jebel Ali,881,ok,48.3
S1A_IW_GRDH_1SDV_20250910T142503_20250910T142528_060927_0796BD_18EC,VV,Jebel Ali,1280,ok,44.1
S1A_IW_GRDH_1SDV_20250911T163003_20250911T163028_060942_079755_9E0D,VH,Richards Bay,38,ok,43.1
S1A_IW_GRDH_1SDV_20250911T163003_20250911T163028_060942_079755_9E0D,VV,Richards Bay,70,ok,43.0
S1A_IW_GRDH_1SDV_20250912T153902_20250912T153931_060956_0797E9_52CC,VH,Mombasa,25,ok,48.0
S1A_IW_GRDH_1SDV_20250912T153902_20250912T153931_060956_0797E9_52CC,VV,Mombasa,115,ok,42.0
S1A_IW_GRDH_1SDV_20250912T173326_20250912T173351_060958_0797F4_2E8D,VH,Antwerp-Bruges,1266,ok,39.4
S1A_IW_GRDH_1SDV_20250912T173326_20250912T173351_060958_0797F4_2E8D,VV,Antwerp-Bruges,1428,ok,33.8
S1A_IW_GRDH_1SDV_20250913T035234_20250913T035259_060964_079836_C838,VH,Port Said,257,ok,20.8
S1A_IW_GRDH_1SDV_20250913T035234_20250913T035259_060964_079836_C838,VV,Port Said,496,ok,21.3
S1A_IW_GRDH_1SDV_20250913T095501_20250913T095526_060968_07985B_0B8B,VH,Shanghai,1699,ok,21.5
S1A_IW_GRDH_1SDV_20250913T095501_20250913T095526_060968_07985B_0B8B,VV,Shanghai,1555,ok,21.4
S1A_IW_GRDH_1SDV_20250914T224808_20250914T224833_060990_079946_63DA,VH,Singapore,1242,ok,22.0
S1A_IW_GRDH_1SDV_20250914T224808_20250914T224833_060990_079946_63DA,VV,Singapore,1263,ok,22.2
S1A_IW_GRDH_1SDV_20250917T141651_20250917T141716_061029_079AD4_BEB1,VH,Fujairah,383,ok,21.9
S1A_IW_GRDH_1SDV_20250917T141651_20250917T141716_061029_079AD4_BEB1,VV,Fujairah,440,ok,23.5
S1A_IW_GRDH_1SDV_20250918T190752_20250918T190817_061046_079B83_BFBC,VH,Sydney Botany,49,ok,39.8
S1A_IW_GRDH_1SDV_20250918T190752_20250918T190817_061046_079B83_BFBC,VV,Sydney Botany,93,ok,42.3
S1A_IW_GRDH_1SDV_20250922T142504_20250922T142529_061102_079DC2_7207,VH,Jebel Ali,880,ok,26.3
S1A_IW_GRDH_1SDV_20250922T142504_20250922T142529_061102_079DC2_7207,VV,Jebel Ali,1219,ok,26.5
S1A_IW_GRDH_1SDV_20250924T153902_20250924T153931_061131_079EEF_95D2,VH,Mombasa,22,ok,39.9
S1A_IW_GRDH_1SDV_20250924T153902_20250924T153931_061131_079EEF_95D2,VV,Mombasa,36,ok,38.0
S1A_IW_GRDH_1SDV_20250925T021543_20250925T021606_061138_079F34_4E55,VH,Jebel Ali,733,ok,19.7
S1A_IW_GRDH_1SDV_20250925T021543_20250925T021606_061138_079F34_4E55,VV,Jebel Ali,904,ok,20.5
S1A_IW_GRDH_1SDV_20250925T035234_20250925T035259_061139_079F3E_697B,VH,Port Said,287,ok,24.3
S1A_IW_GRDH_1SDV_20250925T035234_20250925T035259_061139_079F3E_697B,VV,Port Said,311,ok,21.1
S1A_IW_GRDH_1SDV_20250925T095501_20250925T095526_061143_079F62_43F4,VH,Shanghai,1823,ok,20.8
S1A_IW_GRDH_1SDV_20250925T095501_20250925T095526_061143_079F62_43F4,VV,Shanghai,1610,ok,20.9
S1A_IW_GRDH_1SDV_20250925T095616_20250925T095641_061143_079F62_D4E3,VH,Qingdao,1156,ok,20.5
S1A_IW_GRDH_1SDV_20250925T095616_20250925T095641_061143_079F62_D4E3,VV,Qingdao,837,ok,20.3
S1A_IW_GRDH_1SDV_20250926T224808_20250926T224833_061165_07A04B_FD27,VH,Singapore,1162,ok,21.6
S1A_IW_GRDH_1SDV_20250926T224808_20250926T224833_061165_07A04B_FD27,VV,Singapore,1238,ok,21.7
S1A_IW_GRDH_1SDV_20250930T113407_20250930T113432_061217_07A26A_3C89,VH,Port Klang,306,ok,22.0
S1A_IW_GRDH_1SDV_20250930T113407_20250930T113432_061217_07A26A_3C89,VV,Port Klang,322,ok,23.8
S1A_IW_GRDH_1SDV_20250930T190752_20250930T190817_061221_07A294_DB4F,VH,Sydney Botany,44,ok,35.0
S1A_IW_GRDH_1SDV_20250930T190752_20250930T190817_061221_07A294_DB4F,VV,Sydney Botany,91,ok,39.8
S1A_IW_GRDH_1SDV_20251004T142503_20251004T142528_061277_07A4D4_B04D,VH,Jebel Ali,890,ok,29.3
S1A_IW_GRDH_1SDV_20251004T142503_20251004T142528_061277_07A4D4_B04D,VV,Jebel Ali,1095,ok,26.2
S1A_IW_GRDH_1SDV_20251006T153903_20251006T153932_061306_07A5FE_9B54,VH,Mombasa,21,ok,28.3
S1A_IW_GRDH_1SDV_20251006T153903_20251006T153932_061306_07A5FE_9B54,VV,Mombasa,41,ok,25.3
S1A_IW_GRDH_1SDV_20251007T035234_20251007T035259_061314_07A64B_B254,VH,Port Said,289,ok,21.5
S1A_IW_GRDH_1SDV_20251007T035234_20251007T035259_061314_07A64B_B254,VV,Port Said,512,ok,22.9
S1A_IW_GRDH_1SDV_20251007T095502_20251007T095527_061318_07A66F_9734,VH,Shanghai,2070,ok,19.8
S1A_IW_GRDH_1SDV_20251007T095502_20251007T095527_061318_07A66F_9734,VV,Shanghai,1811,ok,22.6
S1A_IW_GRDH_1SDV_20251007T095617_20251007T095642_061318_07A66F_2CB9,VH,Qingdao,1687,ok,22.5
S1A_IW_GRDH_1SDV_20251007T095617_20251007T095642_061318_07A66F_2CB9,VV,Qingdao,1186,ok,21.4
S1A_IW_GRDH_1SDV_20251008T224809_20251008T224834_061340_07A75B_C1A5,VH,Singapore,1118,ok,21.3
S1A_IW_GRDH_1SDV_20251008T224809_20251008T224834_061340_07A75B_C1A5,VV,Singapore,1148,ok,23.0
S1A_IW_GRDH_1SDV_20251011T141652_20251011T141717_061379_07A8EC_6D05,VH,Fujairah,393,ok,21.6
S1A_IW_GRDH_1SDV_20251011T141652_20251011T141717_061379_07A8EC_6D05,VV,Fujairah,412,ok,21.6
S1A_IW_GRDH_1SDV_20251012T113408_20251012T113433_061392_07A972_E193,VH,Port Klang,315,ok,22.2
S1A_IW_GRDH_1SDV_20251012T113408_20251012T113433_061392_07A972_E193,VV,Port Klang,350,ok,25.7
S1A_IW_GRDH_1SDV_20251012T190752_20251012T190817_061396_07A99C_7947,VH,Sydney Botany,33,ok,27.3
S1A_IW_GRDH_1SDV_20251012T190752_20251012T190817_061396_07A99C_7947,VV,Sydney Botany,56,ok,28.8
S1A_IW_GRDH_1SDV_20251016T142504_20251016T142529_061452_07ABDD_BF78,VH,Jebel Ali,854,ok,23.2
S1A_IW_GRDH_1SDV_20251016T142504_20251016T142529_061452_07ABDD_BF78,VV,Jebel Ali,1388,ok,23.3
S1A_IW_GRDH_1SDV_20251017T054129_20251017T054154_061461_07AC2A_79B6,VH,Hamburg,888,ok,32.8
S1A_IW_GRDH_1SDV_20251017T054129_20251017T054154_061461_07AC2A_79B6,VV,Hamburg,919,ok,31.6
S1A_IW_GRDH_1SDV_20251017T191537_20251017T191602_061469_07AC87_CC33,VH,Newcastle,27,ok,28.0
S1A_IW_GRDH_1SDV_20251017T191537_20251017T191602_061469_07AC87_CC33,VV,Newcastle,29,ok,23.3
S1A_IW_GRDH_1SDV_20251018T153903_20251018T153932_061481_07AD03_B243,VH,Mombasa,26,ok,24.7
S1A_IW_GRDH_1SDV_20251018T153903_20251018T153932_061481_07AD03_B243,VV,Mombasa,43,ok,24.9
S1A_IW_GRDH_1SDV_20251019T035234_20251019T035259_061489_07AD50_1AB6,VH,Port Said,293,ok,21.3
S1A_IW_GRDH_1SDV_20251019T035234_20251019T035259_061489_07AD50_1AB6,VV,Port Said,420,ok,21.5
S1A_IW_GRDH_1SDV_20251019T095501_20251019T095526_061493_07AD75_C893,VH,Shanghai,1425,ok,21.1
S1A_IW_GRDH_1SDV_20251019T095501_20251019T095526_061493_07AD75_C893,VV,Shanghai,1362,ok,21.2
S1A_IW_GRDH_1SDV_20251019T095616_20251019T095641_061493_07AD75_3A90,VH,Qingdao,563,ok,20.7
S1A_IW_GRDH_1SDV_20251019T095616_20251019T095641_061493_07AD75_3A90,VV,Qingdao,596,ok,20.7
S1A_IW_GRDH_1SDV_20251020T224808_20251020T224833_061515_07AE62_BC0B,VH,Singapore,1208,ok,21.9
S1A_IW_GRDH_1SDV_20251020T224808_20251020T224833_061515_07AE62_BC0B,VV,Singapore,1240,ok,22.4
S1A_IW_GRDH_1SDV_20251023T141652_20251023T141717_061554_07AFF4_3310,VH,Fujairah,409,ok,21.8
S1A_IW_GRDH_1SDV_20251023T141652_20251023T141717_061554_07AFF4_3310,VV,Fujairah,432,ok,21.9
S1A_IW_GRDH_1SDV_20251024T190752_20251024T190817_061571_07B0A2_E5D2,VH,Sydney Botany,53,ok,23.5
S1A_IW_GRDH_1SDV_20251024T190752_20251024T190817_061571_07B0A2_E5D2,VV,Sydney Botany,170,ok,23.9
S1A_IW_GRDH_1SDV_20251026T020728_20251026T020753_061590_07B161_3CC3,VH,Fujairah,453,ok,21.7
S1A_IW_GRDH_1SDV_20251026T020728_20251026T020753_061590_07B161_3CC3,VV,Fujairah,537,ok,23.9
S1A_IW_GRDH_1SDV_20251027T055837_20251027T055902_061607_07B211_E251,VH,Rotterdam,1202,ok,37.2
S1A_IW_GRDH_1SDV_20251027T055837_20251027T055902_061607_07B211_E251,VV,Rotterdam,815,ok,37.3
S1A_IW_GRDH_1SDV_20251028T142503_20251028T142528_061627_07B2E5_AF8B,VH,Jebel Ali,922,ok,26.4
S1A_IW_GRDH_1SDV_20251028T142503_20251028T142528_061627_07B2E5_AF8B,VV,Jebel Ali,1283,ok,24.1
S1A_IW_GRDH_1SDV_20251029T054128_20251029T054153_061636_07B333_88A6,VH,Hamburg,723,ok,22.3
S1A_IW_GRDH_1SDV_20251029T054128_20251029T054153_061636_07B333_88A6,VV,Hamburg,742,ok,21.4
S1A_IW_GRDH_1SDV_20251029T191536_20251029T191601_061644_07B393_8142,VH,Newcastle,16,ok,23.4
S1A_IW_GRDH_1SDV_20251029T191536_20251029T191601_061644_07B393_8142,VV,Newcastle,19,ok,24.0
S1A_IW_GRDH_1SDV_20251030T153902_20251030T153931_061656_07B411_FB08,VH,Mombasa,39,ok,24.7
S1A_IW_GRDH_1SDV_20251030T153902_20251030T153931_061656_07B411_FB08,VV,Mombasa,60,ok,24.4
S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,VH,Shanghai,1907,ok,21.2
S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,VV,Shanghai,1769,ok,21.1
S1A_IW_GRDH_1SDV_20251031T095616_20251031T095641_061668_07B482_0BCC,VH,Qingdao,1202,ok,20.6
S1A_IW_GRDH_1SDV_20251031T095616_20251031T095641_061668_07B482_0BCC,VV,Qingdao,855,ok,22.7
S1A_IW_GRDH_1SDV_20251101T224808_20251101T224833_061690_07B564_1AD8,VH,Singapore,1170,ok,34.8
S1A_IW_GRDH_1SDV_20251101T224808_20251101T224833_061690_07B564_1AD8,VV,Singapore,1202,ok,35.9
S1A_IW_GRDH_1SDV_20251101T233423_20251101T233448_061690_07B569_16F6,VH,Callao,92,ok,30.3
S1A_IW_GRDH_1SDV_20251101T233423_20251101T233448_061690_07B569_16F6,VV,Callao,132,ok,28.6
S1A_IW_GRDH_1SDV_20251105T190752_20251105T190817_061746_07B792_3E36,VH,Sydney Botany,46,ok,43.9
S1A_IW_GRDH_1SDV_20251105T190752_20251105T190817_061746_07B792_3E36,VV,Sydney Botany,105,ok,42.9
S1A_IW_GRDH_1SDV_20251109T142503_20251109T142528_061802_07B9BD_1AE4,VH,Jebel Ali,873,ok,27.2
S1A_IW_GRDH_1SDV_20251109T142503_20251109T142528_061802_07B9BD_1AE4,VV,Jebel Ali,1234,ok,26.8
S1A_IW_GRDH_1SDV_20251110T191536_20251110T191601_061819_07BA62_4077,VH,Newcastle,37,ok,23.8
S1A_IW_GRDH_1SDV_20251110T191536_20251110T191601_061819_07BA62_4077,VV,Newcastle,39,ok,23.4
S1A_IW_GRDH_1SDV_20251112T035233_20251112T035258_061839_07BB21_91CA,VH,Port Said,268,ok,21.7
S1A_IW_GRDH_1SDV_20251112T035233_20251112T035258_061839_07BB21_91CA,VV,Port Said,328,ok,21.9
S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B,VH,Shanghai,1676,ok,28.1
S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B,VV,Shanghai,1562,ok,28.0
S1A_IW_GRDH_1SDV_20251112T095615_20251112T095640_061843_07BB43_DBA5,VH,Qingdao,1444,ok,28.3
S1A_IW_GRDH_1SDV_20251112T095615_20251112T095640_061843_07BB43_DBA5,VV,Qingdao,2699,ok,19.6
S1A_IW_GRDH_1SDV_20251113T224807_20251113T224832_061865_07BC26_8BE5,VH,Singapore,1234,ok,21.9
S1A_IW_GRDH_1SDV_20251113T224807_20251113T224832_061865_07BC26_8BE5,VV,Singapore,1244,ok,22.2
S1A_IW_GRDH_1SDV_20251117T190751_20251117T190816_061921_07BE5B_1974,VH,Sydney Botany,46,ok,23.7
S1A_IW_GRDH_1SDV_20251117T190751_20251117T190816_061921_07BE5B_1974,VV,Sydney Botany,78,ok,24.2
S1A_IW_GRDH_1SDV_20251120T055836_20251120T055901_061957_07BFB6_DC2D,VH,Rotterdam,1358,ok,37.9
S1A_IW_GRDH_1SDV_20251120T055836_20251120T055901_061957_07BFB6_DC2D,VV,Rotterdam,1237,ok,38.3
S1A_IW_GRDH_1SDV_20251121T142503_20251121T142528_061977_07C08B_B3BC,VH,Jebel Ali,853,ok,29.0
S1A_IW_GRDH_1SDV_20251121T142503_20251121T142528_061977_07C08B_B3BC,VV,Jebel Ali,1283,ok,30.8
S1A_IW_GRDH_1SDV_20251122T054127_20251122T054152_061986_07C0D6_F7BE,VH,Hamburg,841,ok,22.7
S1A_IW_GRDH_1SDV_20251122T054127_20251122T054152_061986_07C0D6_F7BE,VV,Hamburg,839,ok,21.6
S1A_IW_GRDH_1SDV_20251124T035232_20251124T035257_062014_07C1F4_0DB0,VH,Port Said,240,ok,21.5
S1A_IW_GRDH_1SDV_20251124T035232_20251124T035257_062014_07C1F4_0DB0,VV,Port Said,284,ok,21.6
S1A_IW_GRDH_1SDV_20251124T095500_20251124T095525_062018_07C214_828E,VH,Shanghai,1726,ok,21.5
S1A_IW_GRDH_1SDV_20251124T095500_20251124T095525_062018_07C214_828E,VV,Shanghai,1556,ok,21.4
S1A_IW_GRDH_1SDV_20251124T095615_20251124T095640_062018_07C214_78ED,VH,Qingdao,651,ok,21.0
