mmsi,ais_rows,final_class,class_level,source,confidence,type_code,imo,vessel_kind,registry_type,flag,name,note
412337313,10,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337314,164,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412337316,2,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337317,2,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337321,15,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412337325,4,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337326,1,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337333,4,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337335,5,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337351,2,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337352,40,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337374,6,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337375,20,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337376,9,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412337377,5,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337383,20,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337385,9,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337386,7,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337388,6,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337393,10,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337394,9,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337395,2,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337396,8,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337407,2,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337415,108,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337425,132,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412337426,5,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337469,127,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412337523,2,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337524,14,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337525,11,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337534,16,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412337546,50,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337547,47,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337548,11,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337549,5,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337551,25,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337554,9,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337557,8,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337578,33,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337582,39,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412337584,4,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337585,6,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337586,30,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337587,8,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337588,13,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337593,35,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337598,14,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337599,17,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337601,6,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337602,145,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337603,220,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337604,239,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337605,5,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337606,8,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337607,32,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337608,23,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337609,6,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337612,12,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337613,30,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412337614,6,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337632,16,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337633,3,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337643,17,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337657,7,,unknown,needs_manual,none,53,,ship,,,,absent_from_mapping
412337671,82,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337676,11,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337696,23,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337699,16,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412337704,9,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337705,9,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337734,2,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337737,1,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337747,6,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337774,38,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412337775,83,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412337776,11,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337787,69,,unknown,needs_manual,none,,,ship,,,,no_usable_type
412337789,97,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412337792,38,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412337794,21,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337796,55,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412337797,148,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412337804,8,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337805,42,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412337806,9,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337808,13,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412337816,94,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337837,1,,unknown,needs_manual,none,,,ship,,,,absent_from_mapping
412337857,9,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337875,1,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337877,2,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337883,6,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337886,36,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337887,108,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337908,13,,unknown,needs_manual,none,55,,ship,,,,absent_from_mapping
412337909,10,,unknown,needs_manual,none,55,,ship,,,,absent_from_mapping
412337921,7,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412337939,260,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412337964,67,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338097,1,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338102,84,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338103,9,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338121,6,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338123,2,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338141,5,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338181,20,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338186,1,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338187,6,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338196,3,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338198,5,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338199,4,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338202,16,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338203,4,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338204,13,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338247,1,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338260,4,,unknown,needs_manual,none,,,ship,,,,no_usable_type
412338265,83,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338266,121,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338267,17,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338268,117,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338271,97,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338272,64,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338273,41,,unknown,needs_manual,none,,,ship,,,,no_usable_type
412338274,3,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338275,49,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338276,47,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338277,43,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338278,63,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338279,121,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338281,61,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338282,70,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338283,44,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338284,77,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338285,134,,unknown,needs_manual,none,,,ship,,,,no_usable_type
412338286,123,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338292,30,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338293,106,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338294,63,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338295,43,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338298,38,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338393,244,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338395,10,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338412,41,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338486,32,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338497,2,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338499,4,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338502,1,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338516,311,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338519,5,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338522,20,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338523,16,,unknown,needs_manual,none,5,,ship,,,,absent_from_mapping
412338526,201,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338536,113,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338551,1,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338572,138,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338579,11,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338587,10,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338591,3,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338592,14,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338594,41,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338611,21,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338612,15,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338613,1,fishing_vessel,fine,sarais_backend_type_code,high,30,,,,,,absent_from_mapping
412338614,26,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338615,42,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338638,139,,unknown,needs_manual,none,5,,ship,,,,no_usable_type
412338643,89,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338644,106,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338645,113,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338646,71,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338648,1,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338706,7,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338761,25,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338762,2,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338834,6,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338835,68,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338845,4,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338851,26,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338852,4,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338865,7,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338871,48,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338872,142,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338874,30,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338875,22,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338876,124,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338878,82,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338879,231,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338885,20,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338908,52,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412338934,13,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338939,23,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338949,13,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338954,3,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338959,4,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412338988,6,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412340000,71,cargo_coarse,coarse,coarse_type_code,coarse,70,,ship,,,,AIS type code 70 (coarse family only)
412340013,44,cargo_coarse,coarse,coarse_type_code,coarse,70,,ship,,,,AIS type code 70 (coarse family only)
412340156,4,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412340178,2,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412340243,2,,unknown,needs_manual,none,37,,ship,,,,absent_from_mapping
412341026,4,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412343505,26,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412344210,5,,unknown,needs_manual,none,,,ship,,,,absent_from_mapping
412344444,2,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412344566,1,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412345194,110,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412345266,11,,unknown,needs_manual,none,,,ship,,,,absent_from_mapping
412345559,3,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412345611,1,,unknown,needs_manual,none,,,ship,,,,absent_from_mapping
412345629,1,,unknown,needs_manual,none,,,ship,,,,absent_from_mapping
412345632,1,,unknown,needs_manual,none,48,,ship,,,,absent_from_mapping
412345698,1,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412346001,24,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412346013,114,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412346666,6,,unknown,needs_manual,none,,,ship,,,,absent_from_mapping
412347001,1,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347004,20,,unknown,needs_manual,none,4,,ship,,,,absent_from_mapping
412347005,91,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347006,36,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347007,5,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347008,29,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347009,55,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347011,44,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347013,60,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347014,1,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347015,76,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347017,17,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347019,18,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347022,20,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347025,36,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347027,13,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347028,55,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347029,47,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347032,102,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347034,97,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347035,138,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347036,19,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347041,48,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347042,47,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347044,66,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347046,65,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347047,11,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347048,55,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347049,15,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347051,11,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347053,55,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347057,18,,unknown,needs_manual,none,4,,ship,,,,absent_from_mapping
412347058,241,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347059,79,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347062,110,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347063,16,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347064,44,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347065,84,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347068,7,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347072,39,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347073,32,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347074,59,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347076,38,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347077,89,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347078,24,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347079,2,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347082,176,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347085,44,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347087,48,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347089,89,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347092,92,,unknown,needs_manual,none,,,ship,,,,no_usable_type
412347101,72,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347102,214,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347105,52,,unknown,needs_manual,none,24,,ship,,,,absent_from_mapping
412347106,33,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347108,20,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347109,213,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347111,23,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347112,32,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347113,26,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347115,114,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347118,1,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347119,6,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347121,44,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347123,27,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347126,122,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347127,24,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347128,12,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347134,49,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347136,220,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347138,21,,unknown,needs_manual,none,4,,ship,,,,no_usable_type
412347142,9,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347143,1,,unknown,needs_manual,none,,,ship,,,,absent_from_mapping
412347146,46,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347148,13,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347151,43,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347155,3,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347159,5,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347162,40,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347165,15,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347169,38,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347171,99,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347174,73,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347178,52,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347181,33,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347183,89,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347184,61,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347185,8,,unknown,needs_manual,none,4,,ship,,,,no_usable_type
412347186,43,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347187,47,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347191,3,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347193,95,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347194,34,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347197,7,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347198,37,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
412347204,151,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
412347206,33,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
