mmsi,ais_rows,final_class,class_level,source,confidence,type_code,imo,vessel_kind,registry_type,flag,name,note
100000001,84,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
100000003,16,non_ship,non_ship,mmsi_structure,certain,253,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000005,5,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000008,29,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
100000010,10,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000012,25,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
100000013,11,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
100000016,28,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000017,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000019,6,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000032,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000036,1,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000037,8,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000038,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000047,4,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000049,23,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000058,7,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000070,6,non_ship,non_ship,mmsi_structure,certain,7,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000071,45,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000082,7,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000089,11,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000103,9,non_ship,non_ship,mmsi_structure,certain,80,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000107,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000109,5,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000111,30,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000123,5,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000125,4,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000150,8,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000173,19,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000202,17,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000214,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000235,16,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000236,18,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000239,30,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000247,1,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000266,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000279,29,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000285,6,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000290,12,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000294,4,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000298,41,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000299,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000302,14,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,no_usable_type
100000303,15,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000304,3,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000305,36,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000307,3,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000310,4,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000313,12,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000314,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000329,17,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000334,19,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000342,29,non_ship,non_ship,mmsi_structure,certain,70,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000358,6,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000365,21,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000371,3,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000374,4,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000377,3,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000385,11,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000399,1,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000407,44,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000408,3,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000409,15,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000411,18,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000416,4,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000421,3,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000424,4,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000452,8,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000466,1,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000470,4,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000473,1,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000496,10,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000500,4,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000511,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000517,1,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000521,33,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000544,19,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000547,3,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000555,6,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000581,5,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000586,4,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000595,1,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000612,63,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000613,32,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000614,4,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000647,16,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000688,12,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000689,94,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000693,44,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000695,97,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000696,4,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000699,19,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000705,4,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000739,69,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000749,7,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000753,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000754,16,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000755,26,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000781,1,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000807,4,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000832,3,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000842,2,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000845,3,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000852,4,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000857,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000867,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000868,41,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000878,8,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000892,42,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000895,10,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000898,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000904,6,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000936,20,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000940,5,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000954,12,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000962,17,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000963,1,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000968,6,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000976,16,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000983,8,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000989,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100000996,4,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001002,4,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001004,7,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001005,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001019,3,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001025,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001057,21,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001064,19,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001137,6,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001147,8,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001183,3,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001225,15,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001241,5,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001255,3,non_ship,non_ship,mmsi_structure,certain,16,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001290,2,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001296,3,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001299,2,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001301,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001336,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001346,3,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001374,4,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001376,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001410,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001457,7,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001475,7,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001491,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001505,23,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001560,39,non_ship,non_ship,mmsi_structure,certain,80,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001565,3,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001596,6,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001627,1,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001636,1,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001637,6,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001643,5,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001652,9,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001659,31,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001660,2,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001712,14,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001768,4,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001773,5,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001777,10,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001797,6,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001877,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001896,3,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001951,15,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001974,1,fishing_vessel,fine,bundle_ais_type_code,high,30,,,,,,absent_from_mapping
100001986,5,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100001997,9,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100002156,6,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100002188,11,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100002201,14,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100002258,2,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100002355,1,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100002615,43,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100003033,11,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100003099,36,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100003101,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100003125,12,non_ship,non_ship,mmsi_structure,certain,56,,nonstandard,,,,ITU-R M.585 range: nonstandard
100003131,43,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100003143,8,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100005189,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100006887,3,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100008791,8,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100008805,1,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100009902,10,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100012040,7,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100012332,5,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100012407,3,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100012411,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100012568,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100012587,27,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100012654,6,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100012664,3,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100012898,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100013409,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100013591,5,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100014115,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100014182,7,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100014191,4,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100015718,2,non_ship,non_ship,mmsi_structure,certain,64,,nonstandard,,,,ITU-R M.585 range: nonstandard
100015743,3,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100016914,40,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100016925,48,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100017100,1,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100017159,2,non_ship,non_ship,mmsi_structure,certain,205,,nonstandard,,,,ITU-R M.585 range: nonstandard
100017171,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100017403,24,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100017761,4,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100017791,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100017956,6,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100018033,3,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100018064,12,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100018206,5,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100018217,17,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100018234,15,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100018236,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100018276,8,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100018339,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100018391,7,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100018614,43,non_ship,non_ship,mmsi_structure,certain,12,,nonstandard,,,,ITU-R M.585 range: nonstandard
100020365,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100021091,1,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100021121,8,non_ship,non_ship,mmsi_structure,certain,70,,nonstandard,,,,ITU-R M.585 range: nonstandard
100021198,6,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100021856,5,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100022202,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100022556,4,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100023623,2,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100023652,4,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100027001,1,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100032625,1,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100038602,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100038605,1,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100038608,1,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100038611,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100038615,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100038617,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100038618,4,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100038620,4,non_ship,non_ship,mmsi_structure,certain,37,,nonstandard,,,,ITU-R M.585 range: nonstandard
100044125,6,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100050888,22,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100052329,17,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100054481,10,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100054681,5,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100057553,4,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100060039,1,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100062011,9,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100062018,3,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100063525,63,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100066606,3,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100080606,3,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
100080702,2,non_ship,non_ship,mmsi_structure,certain,,,nonstandard,,,,ITU-R M.585 range: nonstandard
