product_id,port,track,relative_orbit,start_utc,stop_utc,footprint_min_lon,footprint_min_lat,footprint_max_lon,footprint_max_lat,ais_files,ais_rows,ais_mmsi_unique,fine_resolved,fine_resolved_from_fill,fine_resolved_coarse,fine_unresolved,fine_conflict,worldcover_need,worldcover_have,raster_polarizations,raster_local_complete,raster_remote_22559_complete,raster_action,detection_status,knowledge_ready,blockers
S1A_IW_GRDH_1SDV_20250729T225056_20250729T225121_060305_077E9E_0FD9,New York,,33,2025-07-29T22:50:56Z,2025-07-29T22:51:21Z,,,,,5,28121,443,366,47,31,46,0,5,5,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250729T225121_20250729T225146_060305_077E9E_C3E5,New York,33_131,33,2025-07-29T22:51:21Z,2025-07-29T22:51:46Z,,,,,2,15950,551,471,9,13,67,0,4,4,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250731T083109_20250731T083138_060325_077F57_40E4,Santos,53_670,53,2025-07-31T08:31:09Z,2025-07-31T08:31:38Z,,,,,1,1154,228,180,0,30,18,0,3,3,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250731T141651_20250731T141716_060329_077F80_00CD,Fujairah,,57,2025-07-31T14:16:51Z,2025-07-31T14:17:16Z,,,,,4,61704,775,604,4,44,127,0,2,2,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250801T113407_20250801T113432_060342_077FF2_60B9,Port Klang,70_1187,70,2025-08-01T11:34:07Z,2025-08-01T11:34:32Z,99.6035,1.383582,102.180267,3.372308,2,9048,460,402,0,40,18,0,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250801T190751_20250801T190816_060346_078019_953E,Sydney Botany,,74,2025-08-01T19:07:51Z,2025-08-01T19:08:16Z,150.573807,-35.674992,153.807404,-33.5378,2,3724,192,106,23,7,79,0,1,1,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map
S1A_IW_GRDH_1SDV_20250804T193332_20250804T193357_060390_0781A0_DE4B,Melbourne,,118,2025-08-04T19:33:32Z,2025-08-04T19:33:57Z,,,,,2,4474,106,87,1,1,11,7,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250805T142503_20250805T142528_060402_078207_9714,Jebel Ali,,130,2025-08-05T14:25:03Z,2025-08-05T14:25:28Z,53.663036,24.452805,56.496143,26.382782,2,55009,1419,1067,6,73,278,1,2,2,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250806T015815_20250806T015844_060409_07823E_3A76,Los Angeles,137_102,137,2025-08-06T01:58:15Z,2025-08-06T01:58:44Z,,,,,1,4605,428,376,4,5,47,0,3,3,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250806T163002_20250806T163027_060417_078294_EB7B,Richards Bay,145_1084,145,2025-08-06T16:30:02Z,2025-08-06T16:30:27Z,,,,,2,374,37,30,0,7,0,0,1,1,VV;VH,False,True,already_geocoded,pending_rasters,False,worldcover_tile_esa_unpublished;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250806T191536_20250806T191601_060419_0782A5_AF18,Newcastle,,147,2025-08-06T19:15:36Z,2025-08-06T19:16:01Z,,,,,4,20234,266,162,28,15,89,0,4,4,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250807T153902_20250807T153931_060431_078322_AAE4,Mombasa,,159,2025-08-07T15:39:02Z,2025-08-07T15:39:31Z,39.327061,-5.667586,41.937847,-3.422499,1,981,47,40,0,3,4,0,1,1,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250808T035233_20250808T035258_060439_078370_CD54,Port Said,,167,2025-08-08T03:52:33Z,2025-08-08T03:52:58Z,,,,,3,8070,216,197,0,6,13,0,2,2,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250808T095435_20250808T095500_060443_078391_8D36,Ningbo-Zhoushan,,171,2025-08-08T09:54:35Z,2025-08-08T09:55:00Z,,,,,4,316615,7661,4734,1716,1157,1766,4,3,3,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250808T095500_20250808T095525_060443_078391_5813,Shanghai,,171,2025-08-08T09:55:00Z,2025-08-08T09:55:25Z,,,,,1,295630,12823,2992,630,7402,2417,12,3,3,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map
S1A_IW_GRDH_1SDV_20250808T095615_20250808T095640_060443_078391_9942,Qingdao,,171,2025-08-08T09:56:15Z,2025-08-08T09:56:40Z,119.310577,34.425556,122.406502,36.330761,2,28161,3287,1991,1237,207,1087,2,4,4,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250808T112532_20250808T112557_060443_07839A_7BD5,Singapore,171_1183,171,2025-08-08T11:25:32Z,2025-08-08T11:25:57Z,,,,,1,19166,2126,1734,4,182,210,0,2,2,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250809T083935_20250809T084000_060456_078421_3DD2,Sydney Botany,9_1067,9,2025-08-09T08:39:35Z,2025-08-09T08:40:00Z,,,,,1,4664,287,171,18,33,83,0,4,4,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250809T224807_20250809T224832_060465_078475_18D1,Singapore,18_585,18,2025-08-09T22:48:07Z,2025-08-09T22:48:32Z,,,,,1,18201,2196,1793,4,201,202,0,2,2,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250809T233423_20250809T233448_060465_07847A_0D09,Callao,18_1141,18,2025-08-09T23:34:23Z,2025-08-09T23:34:48Z,,,,,1,1684,105,83,1,8,14,0,3,3,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250812T083109_20250812T083138_060500_0785CF_711B,Santos,53_670,53,2025-08-12T08:31:09Z,2025-08-12T08:31:38Z,,,,,1,1059,172,129,0,28,15,0,3,3,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250812T092320_20250812T092349_060501_0785D8_D733,Busan,54_111,54,2025-08-12T09:23:20Z,2025-08-12T09:23:49Z,,,,,6,115529,1743,1161,86,159,411,12,4,4,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250813T015019_20250813T015044_060511_07863E_4967,Los Angeles,64_106,64,2025-08-13T01:50:19Z,2025-08-13T01:50:44Z,,,,,1,4246,491,428,3,8,55,0,4,4,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250813T113407_20250813T113432_060517_078680_45FA,Port Klang,70_1187,70,2025-08-13T11:34:07Z,2025-08-13T11:34:32Z,99.6035,1.383582,102.180267,3.372308,3,12075,452,381,2,31,38,2,4,4,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250813T190751_20250813T190816_060521_0786AA_88CA,Sydney Botany,,74,2025-08-13T19:07:51Z,2025-08-13T19:08:16Z,150.573807,-35.674992,153.807404,-33.5378,2,5158,192,98,14,11,83,0,1,1,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map
S1A_IW_GRDH_1SDV_20250816T193332_20250816T193357_060565_07886A_2A0C,Melbourne,,118,2025-08-16T19:33:32Z,2025-08-16T19:33:57Z,,,,,1,1011,117,93,5,1,14,9,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250817T142503_20250817T142528_060577_0788DF_80F4,Jebel Ali,,130,2025-08-17T14:25:03Z,2025-08-17T14:25:28Z,53.663036,24.452805,56.496143,26.382782,2,60132,1496,1163,9,58,274,1,2,2,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250818T001847_20250818T001912_060583_078915_D5E5,Houston,136_94,136,2025-08-18T00:18:47Z,2025-08-18T00:19:12Z,,,,,1,23765,1087,956,237,52,79,0,4,4,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250818T054127_20250818T054152_060586_07892F_52A5,Hamburg,,139,2025-08-18T05:41:27Z,2025-08-18T05:41:52Z,,,,,1,62824,2252,1672,122,108,440,32,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250818T163002_20250818T163027_060592_078976_0606,Richards Bay,145_1084,145,2025-08-18T16:30:02Z,2025-08-18T16:30:27Z,,,,,2,902,46,41,0,4,1,0,1,1,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250818T191536_20250818T191601_060594_078986_5AFD,Newcastle,147_701,147,2025-08-18T19:15:36Z,2025-08-18T19:16:01Z,,,,,1,1800,207,131,18,10,66,0,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250819T153902_20250819T153931_060606_078A07_42F0,Mombasa,,159,2025-08-19T15:39:02Z,2025-08-19T15:39:31Z,,,,,3,3854,53,42,0,1,10,0,1,1,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250820T035233_20250820T035258_060614_078A53_5450,Port Said,,167,2025-08-20T03:52:33Z,2025-08-20T03:52:58Z,30.422653,30.814068,33.412579,32.727699,2,2694,222,208,0,5,9,0,2,2,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250820T095435_20250820T095500_060618_078A74_E598,Ningbo-Zhoushan,,171,2025-08-20T09:54:35Z,2025-08-20T09:55:00Z,,,,,4,388834,9169,5468,2172,1240,2456,5,3,3,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250820T095500_20250820T095525_060618_078A74_9040,Shanghai,,171,2025-08-20T09:55:00Z,2025-08-20T09:55:25Z,,,,,1,330092,12627,3114,803,7003,2499,11,3,3,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map
S1A_IW_GRDH_1SDV_20250820T095615_20250820T095640_060618_078A74_3D5A,Qingdao,,171,2025-08-20T09:56:15Z,2025-08-20T09:56:40Z,,,,,4,94545,4688,3139,2115,248,1299,2,4,4,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250821T224808_20250821T224833_060640_078B59_E798,Singapore,,18,2025-08-21T22:48:08Z,2025-08-21T22:48:33Z,,,,,1,19034,2425,2048,6,153,224,0,2,2,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250822T225056_20250822T225121_060655_078BEA_C226,New York,,33,2025-08-22T22:50:56Z,2025-08-22T22:51:21Z,,,,,6,11519,436,362,44,27,47,0,5,5,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250822T225121_20250822T225146_060655_078BEA_1A41,New York,,33,2025-08-22T22:51:21Z,2025-08-22T22:51:46Z,,,,,2,7132,570,479,12,14,76,1,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250823T002643_20250823T002708_060656_078BF4_4CD4,Houston,,34,2025-08-23T00:26:43Z,2025-08-23T00:27:08Z,,,,,1,20409,845,734,161,49,61,1,2,2,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250825T113407_20250825T113432_060692_078D67_7468,Port Klang,70_1187,70,2025-08-25T11:34:07Z,2025-08-25T11:34:32Z,99.6035,1.383582,102.180267,3.372308,2,7552,513,417,5,53,43,0,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250825T190751_20250825T190816_060696_078D8D_4592,Sydney Botany,,74,2025-08-25T19:07:51Z,2025-08-25T19:08:16Z,150.573807,-35.674992,153.807404,-33.5378,2,3016,194,102,20,6,86,0,1,1,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map
S1A_IW_GRDH_1SDV_20250826T225605_20250826T225630_060713_078E34_49F8,Port Klang,91_582,91,2025-08-26T22:56:05Z,2025-08-26T22:56:30Z,,,,,1,3677,388,322,2,42,24,0,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250828T193332_20250828T193357_060740_078F4E_F81E,Melbourne,,118,2025-08-28T19:33:32Z,2025-08-28T19:33:57Z,,,,,2,3985,123,98,6,2,15,8,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250829T142503_20250829T142528_060752_078FC4_CDEA,Jebel Ali,,130,2025-08-29T14:25:03Z,2025-08-29T14:25:28Z,53.663036,24.452805,56.496143,26.382782,2,56417,1528,1162,11,83,283,0,2,2,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250830T015815_20250830T015844_060759_078FFD_4B0B,Los Angeles,,137,2025-08-30T01:58:15Z,2025-08-30T01:58:44Z,,,,,1,5000,537,491,1,5,41,0,3,3,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250830T054128_20250830T054153_060761_079011_367B,Hamburg,,139,2025-08-30T05:41:28Z,2025-08-30T05:41:53Z,,,,,1,53443,2239,1683,104,101,426,29,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250830T122311_20250830T122341_060765_079040_D132,Houston,143_492,143,2025-08-30T12:23:11Z,2025-08-30T12:23:41Z,,,,,1,18780,744,625,147,61,58,0,4,4,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250830T163002_20250830T163027_060767_079059_F9D9,Richards Bay,145_1084,145,2025-08-30T16:30:02Z,2025-08-30T16:30:27Z,,,,,2,328,42,34,0,6,2,0,1,1,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250830T191536_20250830T191601_060769_07906B_AD9E,Newcastle,147_701,147,2025-08-30T19:15:36Z,2025-08-30T19:16:01Z,,,,,1,1857,207,129,18,8,70,0,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250830T191601_20250830T191626_060769_07906B_3F0E,Sydney Botany,147_706,147,2025-08-30T19:16:01Z,2025-08-30T19:16:26Z,,,,,1,1853,196,116,22,4,76,0,2,2,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250831T153902_20250831T153931_060781_0790EA_0B81,Mombasa,,159,2025-08-31T15:39:02Z,2025-08-31T15:39:31Z,,,,,2,5622,58,47,0,3,8,0,1,1,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250831T154854_20250831T154919_060782_0790EB_F7E9,Port Said,160_97,160,2025-08-31T15:48:54Z,2025-08-31T15:49:19Z,,,,,1,1630,231,195,1,17,19,0,2,2,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250901T021542_20250901T021605_060788_07912C_0086,Jebel Ali,,166,2025-09-01T02:15:42Z,2025-09-01T02:16:05Z,,,,,2,26271,1494,1139,7,77,276,2,2,2,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250901T035233_20250901T035258_060789_079136_B324,Port Said,,167,2025-09-01T03:52:33Z,2025-09-01T03:52:58Z,30.422653,30.814068,33.412579,32.727699,2,4430,214,204,0,4,6,0,2,2,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250901T095436_20250901T095501_060793_079158_DE89,Ningbo-Zhoushan,,171,2025-09-01T09:54:36Z,2025-09-01T09:55:01Z,,,,,1,187250,8394,4899,1858,1215,2276,4,3,3,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250901T095616_20250901T095641_060793_079158_54A8,Qingdao,,171,2025-09-01T09:56:16Z,2025-09-01T09:56:41Z,,,,,4,174782,8080,4899,3379,317,2862,2,4,4,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250901T112532_20250901T112557_060793_079162_B38D,Singapore,171_1183,171,2025-09-01T11:25:32Z,2025-09-01T11:25:57Z,,,,,1,22706,2406,1979,6,190,237,0,2,2,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250902T224808_20250902T224833_060815_079241_9713,Singapore,,18,2025-09-02T22:48:08Z,2025-09-02T22:48:33Z,,,,,1,22332,2455,2071,3,160,223,1,2,2,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250902T233423_20250902T233448_060815_079246_B71C,Callao,18_1141,18,2025-09-02T23:34:23Z,2025-09-02T23:34:48Z,,,,,1,1622,132,103,0,10,19,0,3,3,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250904T002643_20250904T002708_060831_0792DF_B82C,Houston,,34,2025-09-04T00:26:43Z,2025-09-04T00:27:08Z,,,,,1,16909,874,753,193,61,60,0,2,2,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250905T083110_20250905T083139_060850_0793A0_0291,Santos,53_670,53,2025-09-05T08:31:10Z,2025-09-05T08:31:39Z,,,,,1,1381,219,169,0,32,18,0,3,3,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250905T155656_20250905T155721_060855_0793DA_CAC3,Port Said,58_95,58,2025-09-05T15:56:56Z,2025-09-05T15:57:21Z,,,,,1,1165,178,145,0,16,17,0,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250906T015019_20250906T015044_060861_079410_B3CE,Los Angeles,64_106,64,2025-09-06T01:50:19Z,2025-09-06T01:50:44Z,,,,,1,4230,548,504,2,4,40,0,4,4,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250906T104754_20250906T104814_060866_07944F_3356,Callao,69_632,69,2025-09-06T10:47:54Z,2025-09-06T10:48:14Z,,,,,1,1401,120,96,0,8,16,0,3,3,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250906T135241_20250906T135306_060868_07945C_D3EF,Los Angeles,,71,2025-09-06T13:52:41Z,2025-09-06T13:53:06Z,,,,,1,13835,713,653,4,5,55,0,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250906T190751_20250906T190816_060871_07947B_EDC3,Sydney Botany,,74,2025-09-06T19:07:51Z,2025-09-06T19:08:16Z,150.573807,-35.674992,153.807404,-33.5378,2,3028,201,119,22,6,76,0,1,1,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map
S1A_IW_GRDH_1SDV_20250907T225606_20250907T225631_060888_079528_A9E2,Port Klang,91_582,91,2025-09-07T22:56:06Z,2025-09-07T22:56:31Z,,,,,1,4142,430,344,0,49,37,0,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250909T055837_20250909T055902_060907_0795EC_8CC1,Rotterdam,,110,2025-09-09T05:58:37Z,2025-09-09T05:59:02Z,,,,,3,223119,7619,4175,58,1948,1257,239,4,4,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250910T142503_20250910T142528_060927_0796BD_18EC,Jebel Ali,,130,2025-09-10T14:25:03Z,2025-09-10T14:25:28Z,53.663036,24.452805,56.496143,26.382782,2,60327,1583,1235,10,69,278,1,2,2,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250911T054128_20250911T054153_060936_07970E_722D,Hamburg,,139,2025-09-11T05:41:28Z,2025-09-11T05:41:53Z,,,,,1,58086,2014,1468,63,105,410,31,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250911T163003_20250911T163028_060942_079755_9E0D,Richards Bay,145_1084,145,2025-09-11T16:30:03Z,2025-09-11T16:30:28Z,,,,,3,885,39,36,0,3,0,0,1,1,VV;VH,True,False,already_geocoded,pending_rasters,False,worldcover_tile_esa_unpublished;osm_facility_map
S1A_IW_GRDH_1SDV_20250912T153902_20250912T153931_060956_0797E9_52CC,Mombasa,,159,2025-09-12T15:39:02Z,2025-09-12T15:39:31Z,,,,,1,3571,63,50,0,4,9,0,1,1,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250912T173326_20250912T173351_060958_0797F4_2E8D,Antwerp-Bruges,161_166,161,2025-09-12T17:33:26Z,2025-09-12T17:33:51Z,1.55526,50.94899,5.757082,52.853558,3,127120,6553,3555,50,1742,1032,224,4,4,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250913T021543_20250913T021606_060963_07982C_CF20,Jebel Ali,166_509,166,2025-09-13T02:15:43Z,2025-09-13T02:16:06Z,,,,,1,9611,1422,1100,6,79,243,0,2,2,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250913T035234_20250913T035259_060964_079836_C838,Port Said,,167,2025-09-13T03:52:34Z,2025-09-13T03:52:59Z,30.422653,30.814068,33.412579,32.727699,2,4222,198,181,0,7,10,0,2,2,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250913T095436_20250913T095501_060968_07985B_99EE,Ningbo-Zhoushan,,171,2025-09-13T09:54:36Z,2025-09-13T09:55:01Z,120.699913,28.400282,123.598099,30.316563,2,103711,6958,4097,1321,1215,1639,7,3,3,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250913T095501_20250913T095526_060968_07985B_0B8B,Shanghai,,171,2025-09-13T09:55:01Z,2025-09-13T09:55:26Z,,,,,1,299151,13478,3207,764,7197,3060,14,3,3,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map
S1A_IW_GRDH_1SDV_20250913T112533_20250913T112558_060968_079865_EAC9,Singapore,171_1183,171,2025-09-13T11:25:33Z,2025-09-13T11:25:58Z,,,,,1,21737,2401,1979,6,189,233,0,2,2,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250914T224808_20250914T224833_060990_079946_63DA,Singapore,,18,2025-09-14T22:48:08Z,2025-09-14T22:48:33Z,,,,,1,20605,2492,2129,11,135,228,0,2,2,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250915T225110_20250915T225135_061005_0799D9_9317,New York,,33,2025-09-15T22:51:10Z,2025-09-15T22:51:35Z,-75.316811,39.556263,-71.966248,41.458652,4,22965,736,618,14,4,113,1,3,3,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250916T002644_20250916T002709_061006_0799E3_E667,Houston,,34,2025-09-16T00:26:44Z,2025-09-16T00:27:09Z,,,,,1,18866,853,748,179,50,55,0,2,2,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250917T083110_20250917T083139_061025_079AA6_B3EC,Santos,53_670,53,2025-09-17T08:31:10Z,2025-09-17T08:31:39Z,,,,,1,1379,201,155,0,32,14,0,3,3,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250917T141651_20250917T141716_061029_079AD4_BEB1,Fujairah,,57,2025-09-17T14:16:51Z,2025-09-17T14:17:16Z,,,,,4,77772,806,618,9,55,133,0,2,2,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
