product_id,port,track,relative_orbit,start_utc,stop_utc,footprint_min_lon,footprint_min_lat,footprint_max_lon,footprint_max_lat,ais_files,ais_rows,ais_mmsi_unique,fine_resolved,fine_resolved_from_fill,fine_resolved_coarse,fine_unresolved,fine_conflict,worldcover_need,worldcover_have,raster_polarizations,raster_local_complete,raster_remote_22559_complete,raster_action,detection_status,knowledge_ready,blockers
S1A_IW_GRDH_1SDV_20250101T142509_20250101T142534_057252_070AF6_8BC8,Jebel Ali,,130,2025-01-01T14:25:09Z,2025-01-01T14:25:34Z,53.663036,24.452805,56.496143,26.382782,2,24539,1190,880,5,77,232,1,2,2,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250102T001853_20250102T001918_057258_070B29_785E,Houston,136_94,136,2025-01-02T00:18:53Z,2025-01-02T00:19:18Z,,,,,1,35546,1131,981,226,63,87,0,4,4,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250102T015821_20250102T015850_057259_070B31_AC37,Los Angeles,137_102,137,2025-01-02T01:58:21Z,2025-01-02T01:58:50Z,,,,,1,5189,372,335,3,8,29,0,3,3,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250102T054133_20250102T054158_057261_070B43_0A51,Hamburg,,139,2025-01-02T05:41:33Z,2025-01-02T05:41:58Z,6.468334,53.467762,10.961589,55.378326,2,39491,1264,851,17,84,305,24,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250102T122317_20250102T122347_057265_070B6D_EB07,Houston,143_492,143,2025-01-02T12:23:17Z,2025-01-02T12:23:47Z,,,,,1,27913,825,721,156,40,64,0,4,4,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250102T163008_20250102T163033_057267_070B86_350D,Richards Bay,,145,2025-01-02T16:30:08Z,2025-01-02T16:30:33Z,,,,,1,328,49,35,1,11,3,0,1,1,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250102T191541_20250102T191606_057269_070B97_128E,Newcastle,147_701,147,2025-01-02T19:15:41Z,2025-01-02T19:16:06Z,,,,,1,3796,338,219,42,9,110,0,4,4,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250102T191606_20250102T191631_057269_070B97_08C8,Sydney Botany,147_706,147,2025-01-02T19:16:06Z,2025-01-02T19:16:31Z,,,,,1,3714,310,191,43,3,116,0,2,2,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250103T153907_20250103T153936_057281_070C1A_B1ED,Mombasa,,159,2025-01-03T15:39:07Z,2025-01-03T15:39:36Z,,,,,2,7116,62,52,0,5,5,0,1,1,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250103T213202_20250103T213231_057285_070C43_5DB2,Port Hedland,,163,2025-01-03T21:32:02Z,2025-01-03T21:32:31Z,,,,,1,2747,97,84,0,9,4,0,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250104T021547_20250104T021611_057288_070C5C_2B74,Jebel Ali,166_509,166,2025-01-04T02:15:47Z,2025-01-04T02:16:11Z,,,,,1,14229,1388,1048,7,86,254,0,2,2,VV;VH,True,True,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250104T035238_20250104T035303_057289_070C66_D580,Port Said,,167,2025-01-04T03:52:38Z,2025-01-04T03:53:03Z,,,,,1,676,170,143,0,17,9,1,2,2,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250104T095441_20250104T095506_057293_070C89_A4EF,Ningbo-Zhoushan,,171,2025-01-04T09:54:41Z,2025-01-04T09:55:06Z,120.699913,28.400282,123.598099,30.316563,2,36880,4214,1749,346,1122,1340,3,3,3,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250104T095506_20250104T095531_057293_070C89_4BA6,Shanghai,,171,2025-01-04T09:55:06Z,2025-01-04T09:55:31Z,120.35878,29.90761,123.304535,31.820431,2,62614,7517,2012,353,3650,1848,7,3,3,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250104T103939_20250104T104004_057293_070C8F_4A75,Callao,171_631,171,2025-01-04T10:39:39Z,2025-01-04T10:40:04Z,,,,,1,2071,135,108,3,13,14,0,4,4,VV;VH,True,True,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250104T112537_20250104T112602_057293_070C93_D06A,Singapore,171_1183,171,2025-01-04T11:25:37Z,2025-01-04T11:26:02Z,,,,,1,52436,2393,1935,5,232,226,0,2,2,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250105T083938_20250105T084003_057306_070D1A_15A7,Sydney Botany,9_1067,9,2025-01-05T08:39:38Z,2025-01-05T08:40:03Z,,,,,1,7357,434,289,47,13,132,0,4,4,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250105T224813_20250105T224838_057315_070D6B_4F1E,Singapore,,18,2025-01-05T22:48:13Z,2025-01-05T22:48:38Z,,,,,4,316998,2612,2094,8,266,252,0,2,2,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250105T233428_20250105T233453_057315_070D70_D6F9,Callao,,18,2025-01-05T23:34:28Z,2025-01-05T23:34:53Z,,,,,1,2144,220,178,13,15,27,0,3,3,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250106T225102_20250106T225127_057330_070E04_1904,New York,,33,2025-01-06T22:51:02Z,2025-01-06T22:51:27Z,,,,,4,11917,266,207,36,28,31,0,5,5,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250106T225127_20250106T225152_057330_070E04_00BA,New York,33_131,33,2025-01-06T22:51:27Z,2025-01-06T22:51:52Z,,,,,2,8664,298,243,5,16,39,0,4,4,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250108T083115_20250108T083144_057350_070ECD_95D9,Santos,,53,2025-01-08T08:31:15Z,2025-01-08T08:31:44Z,,,,,1,1381,164,132,0,17,15,0,3,3,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250108T092325_20250108T092354_057351_070ED6_D190,Busan,,54,2025-01-08T09:23:25Z,2025-01-08T09:23:54Z,,,,,1,15632,1346,877,59,133,327,9,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250108T141656_20250108T141721_057354_070EF9_747A,Fujairah,57_78,57,2025-01-08T14:16:56Z,2025-01-08T14:17:21Z,,,,,1,7319,656,520,4,43,93,0,2,2,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250109T113412_20250109T113437_057367_070F7A_7BF1,Port Klang,,70,2025-01-09T11:34:12Z,2025-01-09T11:34:37Z,99.6035,1.383582,102.180267,3.372308,2,12396,496,409,1,55,29,3,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250109T135249_20250109T135314_057368_070F87_CBE3,Los Angeles,,71,2025-01-09T13:52:49Z,2025-01-09T13:53:14Z,,,,,1,26586,901,835,2,2,64,0,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250109T181825_20250109T181850_057371_070FA1_4EBA,Tanger Med,,74,2025-01-09T18:18:25Z,2025-01-09T18:18:50Z,,,,,1,4077,498,423,6,32,42,1,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250109T190756_20250109T190821_057371_070FA6_03D6,Sydney Botany,74_707,74,2025-01-09T19:07:56Z,2025-01-09T19:08:21Z,,,,,1,4085,318,188,63,4,126,0,1,1,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map
S1A_IW_GRDH_1SDV_20250110T225610_20250110T225635_057388_07104B_6663,Port Klang,91_582,91,2025-01-10T22:56:10Z,2025-01-10T22:56:35Z,,,,,1,6087,406,333,0,48,25,0,4,4,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250111T020733_20250111T020758_057390_07105F_79C6,Fujairah,,93,2025-01-11T02:07:33Z,2025-01-11T02:07:58Z,,,,,1,5975,577,465,2,43,65,4,2,2,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250112T055841_20250112T055906_057407_07110D_854D,Rotterdam,110_419,110,2025-01-12T05:58:41Z,2025-01-12T05:59:06Z,1.738536,51.003448,5.967957,52.909729,3,203811,5882,2846,36,1795,1072,169,4,4,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250112T193337_20250112T193402_057415_071168_C6F7,Melbourne,,118,2025-01-12T19:33:37Z,2025-01-12T19:34:02Z,,,,,1,1914,142,114,5,9,8,11,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250113T142508_20250113T142533_057427_0711E2_2089,Jebel Ali,,130,2025-01-13T14:25:08Z,2025-01-13T14:25:33Z,,,,,1,11456,1179,882,7,81,215,1,2,2,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250114T001852_20250114T001917_057433_071219_8343,Houston,136_94,136,2025-01-14T00:18:52Z,2025-01-14T00:19:17Z,,,,,1,34186,1119,963,225,69,87,0,4,4,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250114T054132_20250114T054157_057436_071233_1FC3,Hamburg,,139,2025-01-14T05:41:32Z,2025-01-14T05:41:57Z,,,,,1,20956,1313,873,18,100,316,24,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250114T163007_20250114T163032_057442_071276_6294,Richards Bay,,145,2025-01-14T16:30:07Z,2025-01-14T16:30:32Z,30.79245,-29.4702,33.778179,-27.364433,2,888,56,47,2,7,2,0,1,1,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250115T153906_20250115T153935_057456_071303_0ED7,Mombasa,,159,2025-01-15T15:39:06Z,2025-01-15T15:39:35Z,,,,,2,4047,45,39,0,3,3,0,1,1,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250115T173330_20250115T173355_057458_07130D_51CB,Antwerp-Bruges,161_166,161,2025-01-15T17:33:30Z,2025-01-15T17:33:55Z,,,,,1,79147,5802,2815,32,1755,1048,184,4,4,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250115T213201_20250115T213230_057460_07132B_20B1,Port Hedland,,163,2025-01-15T21:32:01Z,2025-01-15T21:32:30Z,,,,,1,1951,107,88,0,13,6,0,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250116T035238_20250116T035303_057464_07134F_1217,Port Said,,167,2025-01-16T03:52:38Z,2025-01-16T03:53:03Z,30.422653,30.814068,33.412579,32.727699,2,2318,220,191,0,18,9,2,2,2,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250116T095440_20250116T095505_057468_071372_AF77,Ningbo-Zhoushan,,171,2025-01-16T09:54:40Z,2025-01-16T09:55:05Z,120.699913,28.400282,123.598099,30.316563,2,34646,4315,1805,389,1088,1419,3,3,3,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250116T095505_20250116T095530_057468_071372_4E24,Shanghai,,171,2025-01-16T09:55:05Z,2025-01-16T09:55:30Z,120.35878,29.90761,123.304535,31.820431,2,57422,7392,1973,334,3459,1952,8,3,3,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250117T224812_20250117T224837_057490_071459_C3D3,Singapore,,18,2025-01-17T22:48:12Z,2025-01-17T22:48:37Z,,,,,4,582,134,91,0,16,27,0,2,2,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250118T225101_20250118T225126_057505_0714F2_11E5,New York,,33,2025-01-18T22:51:01Z,2025-01-18T22:51:26Z,,,,,4,11131,280,219,31,31,30,0,5,5,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250118T225126_20250118T225151_057505_0714F2_D385,New York,,33,2025-01-18T22:51:26Z,2025-01-18T22:51:51Z,,,,,2,5495,303,240,2,21,41,1,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250119T002647_20250119T002712_057506_0714FA_749A,Houston,,34,2025-01-19T00:26:47Z,2025-01-19T00:27:12Z,,,,,1,29407,881,761,177,64,56,0,2,2,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250120T083111_20250120T083140_057525_0715BC_0DCC,Santos,53_669,53,2025-01-20T08:31:11Z,2025-01-20T08:31:40Z,,,,,1,1595,171,131,0,28,12,0,3,3,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250120T092324_20250120T092353_057526_0715C5_2B53,Busan,,54,2025-01-20T09:23:24Z,2025-01-20T09:23:53Z,,,,,1,14622,1345,864,63,135,341,5,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250120T141655_20250120T141720_057529_0715E8_27AA,Fujairah,,57,2025-01-20T14:16:55Z,2025-01-20T14:17:20Z,,,,,5,67687,693,542,4,55,93,3,2,2,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250121T015031_20250121T015056_057536_071629_5651,Los Angeles,64_107,64,2025-01-21T01:50:31Z,2025-01-21T01:50:56Z,,,,,1,4733,481,444,2,4,33,0,2,2,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250121T113411_20250121T113436_057542_071671_74FC,Port Klang,,70,2025-01-21T11:34:11Z,2025-01-21T11:34:36Z,99.6035,1.383582,102.180267,3.372308,2,12537,489,400,1,52,37,0,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250121T181824_20250121T181849_057546_071696_A7B0,Tanger Med,,74,2025-01-21T18:18:24Z,2025-01-21T18:18:49Z,,,,,1,5190,492,425,6,27,39,1,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250121T190730_20250121T190755_057546_07169B_6835,Newcastle,,74,2025-01-21T19:07:30Z,2025-01-21T19:07:55Z,151.102905,-34.184975,154.274643,-32.056458,5,51635,382,233,55,18,131,0,3,3,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map
S1A_IW_GRDH_1SDV_20250123T020732_20250123T020757_057565_071752_13CF,Fujairah,,93,2025-01-23T02:07:32Z,2025-01-23T02:07:57Z,,,,,1,3725,480,402,1,29,49,0,2,2,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250124T105814_20250124T105834_057585_071822_5A7F,New York,113_459,113,2025-01-24T10:58:14Z,2025-01-24T10:58:34Z,,,,,1,2033,297,229,7,25,43,0,2,2,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250125T142507_20250125T142532_057602_0718D6_9C14,Jebel Ali,,130,2025-01-25T14:25:07Z,2025-01-25T14:25:32Z,,,,,1,6095,1210,890,5,92,226,2,2,2,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250126T015819_20250126T015848_057609_071912_0A2E,Los Angeles,,137,2025-01-26T01:58:19Z,2025-01-26T01:58:48Z,,,,,1,2768,310,276,3,6,28,0,3,3,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250126T054132_20250126T054157_057611_071924_C45B,Hamburg,,139,2025-01-26T05:41:32Z,2025-01-26T05:41:57Z,,,,,1,10056,1189,803,17,78,292,16,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250126T122315_20250126T122344_057615_071953_D83D,Houston,143_492,143,2025-01-26T12:23:15Z,2025-01-26T12:23:44Z,,,,,1,13713,734,637,133,45,52,0,4,4,VV;VH,True,True,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250126T163006_20250126T163031_057617_07196D_D3E1,Richards Bay,,145,2025-01-26T16:30:06Z,2025-01-26T16:30:31Z,,,,,1,195,48,35,0,10,3,0,1,1,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250126T191540_20250126T191605_057619_07197E_F97F,Newcastle,147_701,147,2025-01-26T19:15:40Z,2025-01-26T19:16:05Z,,,,,1,1622,280,185,38,8,87,0,4,4,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250127T062757_20250127T062822_057626_0719BE_BA8D,Tanger Med,154_474,154,2025-01-27T06:27:57Z,2025-01-27T06:28:22Z,,,,,1,986,377,331,3,19,27,0,4,4,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250127T153906_20250127T153935_057631_0719FF_8570,Mombasa,,159,2025-01-27T15:39:06Z,2025-01-27T15:39:35Z,,,,,1,2511,51,44,0,3,4,0,1,1,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250127T213201_20250127T213230_057635_071A27_9C67,Port Hedland,,163,2025-01-27T21:32:01Z,2025-01-27T21:32:30Z,,,,,1,847,103,79,0,11,13,0,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250128T035237_20250128T035302_057639_071A49_FAE9,Port Said,,167,2025-01-28T03:52:37Z,2025-01-28T03:53:02Z,,,,,1,515,156,135,1,10,10,1,2,2,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250128T095439_20250128T095504_057643_071A6C_DBE3,Ningbo-Zhoushan,,171,2025-01-28T09:54:39Z,2025-01-28T09:55:04Z,,,,,1,18779,5528,3286,856,1188,1051,3,3,3,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250128T095504_20250128T095529_057643_071A6C_34AC,Shanghai,,171,2025-01-28T09:55:04Z,2025-01-28T09:55:29Z,120.35878,29.90761,123.304535,31.820431,2,57761,6851,2368,403,2806,1671,6,3,3,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250128T095619_20250128T095644_057643_071A6C_C629,Qingdao,,171,2025-01-28T09:56:19Z,2025-01-28T09:56:44Z,,,,,6,42358,4000,2736,1842,274,989,1,4,4,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250128T103938_20250128T104003_057643_071A72_02D2,Callao,171_631,171,2025-01-28T10:39:38Z,2025-01-28T10:40:03Z,,,,,1,1185,131,101,1,15,15,0,4,4,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250129T083936_20250129T084001_057656_071AFA_59EF,Sydney Botany,9_1067,9,2025-01-29T08:39:36Z,2025-01-29T08:40:01Z,,,,,1,3168,347,221,31,16,110,0,4,4,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250129T110621_20250129T110654_057658_071B0A_F775,New York,11_458,11,2025-01-29T11:06:21Z,2025-01-29T11:06:54Z,,,,,1,3513,545,427,36,42,76,0,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250129T224811_20250129T224836_057665_071B4B_D8BB,Singapore,,18,2025-01-29T22:48:11Z,2025-01-29T22:48:36Z,,,,,1,14210,2195,1788,6,213,191,3,2,2,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250129T233426_20250129T233451_057665_071B50_8CBB,Callao,,18,2025-01-29T23:34:26Z,2025-01-29T23:34:51Z,,,,,1,1547,146,112,2,14,20,0,3,3,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250130T225125_20250130T225150_057680_071BE3_C852,New York,33_131,33,2025-01-30T22:51:25Z,2025-01-30T22:51:50Z,,,,,2,3502,273,210,5,23,40,0,4,4,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250201T083110_20250201T083139_057700_071CAB_B664,Santos,53_669,53,2025-02-01T08:31:10Z,2025-02-01T08:31:39Z,,,,,1,711,160,114,0,35,11,0,3,3,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;worldcover_tile_esa_unpublished;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250201T092323_20250201T092352_057701_071CB4_BA9E,Busan,,54,2025-02-01T09:23:23Z,2025-02-01T09:23:52Z,,,,,1,7558,1212,785,63,126,292,9,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250201T141654_20250201T141719_057704_071CD3_8E9C,Fujairah,,57,2025-02-01T14:16:54Z,2025-02-01T14:17:19Z,,,,,4,24744,683,539,4,49,94,1,2,2,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
S1A_IW_GRDH_1SDV_20250202T015031_20250202T015056_057711_071D19_3CD7,Los Angeles,64_107,64,2025-02-02T01:50:31Z,2025-02-02T01:50:56Z,,,,,1,2388,406,369,2,5,32,0,2,2,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250202T113410_20250202T113435_057717_071D5E_E321,Port Klang,,70,2025-02-02T11:34:10Z,2025-02-02T11:34:35Z,99.6035,1.383582,102.180267,3.372308,2,6064,395,323,1,50,22,0,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250202T135247_20250202T135312_057718_071D69_2EC7,Los Angeles,,71,2025-02-02T13:52:47Z,2025-02-02T13:53:12Z,,,,,1,11017,789,734,3,4,51,0,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250202T181824_20250202T181849_057721_071D83_5D9E,Tanger Med,,74,2025-02-02T18:18:24Z,2025-02-02T18:18:49Z,,,,,1,1645,445,384,5,30,31,0,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250204T020731_20250204T020756_057740_071E3C_28EA,Fujairah,,93,2025-02-04T02:07:31Z,2025-02-04T02:07:56Z,,,,,1,3238,544,440,1,41,61,2,2,2,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250205T105757_20250205T105822_057760_071F0A_1798,New York,113_456,113,2025-02-05T10:57:57Z,2025-02-05T10:58:22Z,,,,,1,1503,318,248,7,26,44,0,2,2,VV;VH,False,True,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster_remote_only
S1A_IW_GRDH_1SDV_20250205T170921_20250205T170946_057764_071F35_349C,Hamburg,,117,2025-02-05T17:09:21Z,2025-02-05T17:09:46Z,,,,,3,34415,1310,812,13,120,358,20,4,4,VV;VH,False,False,redownload,pending_rasters,False,fine_class_unresolved;osm_facility_map;local_raster
S1A_IW_GRDH_1SDV_20250206T142506_20250206T142531_057777_071FC4_4425,Jebel Ali,,130,2025-02-06T14:25:06Z,2025-02-06T14:25:31Z,,,,,1,7536,1234,876,2,97,261,0,2,2,VV;VH,True,False,already_geocoded,pending_rasters,False,fine_class_unresolved;osm_facility_map
