manifest,date,utm,epsg_raster,epsg_vector,tif_exists,n_points,inside_pct,time_match,sog_med,len_med,status
SAR_Ship_Chip_20210101_UTM09N_EPSG32609_10m.manifest.json,20210101,9,32609,32609,1,3,100.0,3/3,9.43,179.0,ok
SAR_Ship_Chip_20210101_UTM10N_EPSG32610_10m.manifest.json,20210101,10,32610,32610,1,122,100.0,122/122,0.0,139.5,ok
SAR_Ship_Chip_20210101_UTM11N_EPSG32611_10m.manifest.json,20210101,11,32611,32611,1,19,100.0,19/19,0.15,183.0,ok
SAR_Ship_Chip_20210101_UTM16N_EPSG32616_10m.manifest.json,20210101,16,32616,32616,1,198,100.0,198/198,0.0,84.0,ok
SAR_Ship_Chip_20210101_UTM17N_EPSG32617_10m.manifest.json,20210101,17,32617,32617,1,7,100.0,7/7,2.27,192.0,ok
SAR_Ship_Chip_20210101_UTM18N_EPSG32618_10m.manifest.json,20210101,18,32618,32618,1,95,100.0,95/95,0.0,197.0,ok
SAR_Ship_Chip_20210102_UTM10N_EPSG32610_10m.manifest.json,20210102,10,32610,32610,1,60,100.0,60/60,0.05,177.5,ok
SAR_Ship_Chip_20210102_UTM16N_EPSG32616_10m.manifest.json,20210102,16,32616,32616,1,4,100.0,4/4,2.0,94.0,ok
SAR_Ship_Chip_20210102_UTM17N_EPSG32617_10m.manifest.json,20210102,17,32617,32617,1,34,100.0,34/34,2.77,260.0,ok
SAR_Ship_Chip_20210103_UTM04N_EPSG32604_10m.manifest.json,20210103,4,32604,32604,1,16,100.0,16/16,0.0,59.5,ok
SAR_Ship_Chip_20210103_UTM09N_EPSG32609_10m.manifest.json,20210103,9,32609,32609,1,3,100.0,3/3,0.1,75.0,ok
SAR_Ship_Chip_20210103_UTM10N_EPSG32610_10m.manifest.json,20210103,10,32610,32610,1,12,100.0,12/12,11.2,182.5,ok
SAR_Ship_Chip_20210103_UTM18N_EPSG32618_10m.manifest.json,20210103,18,32618,32618,1,119,100.0,119/119,0.0,38.0,ok
SAR_Ship_Chip_20210103_UTM19N_EPSG32619_10m.manifest.json,20210103,19,32619,32619,1,3,100.0,3/3,10.9,231.0,ok
SAR_Ship_Chip_20210103_UTM20N_EPSG32620_10m.manifest.json,20210103,20,32620,32620,1,47,100.0,47/47,0.4,117.0,ok
SAR_Ship_Chip_20210104_UTM04N_EPSG32604_10m.manifest.json,20210104,4,32604,32604,1,3,100.0,3/3,20.15,217.0,ok
SAR_Ship_Chip_20210109_UTM18N_EPSG32618_10m.manifest.json,20210109,18,32618,32618,1,1,100.0,1/1,16.64,84.0,ok
SAR_Ship_Chip_20210110_UTM04N_EPSG32604_10m.manifest.json,20210110,4,32604,32604,1,2,100.0,2/2,8.37,131.5,ok
SAR_Ship_Chip_20210110_UTM10N_EPSG32610_10m.manifest.json,20210110,10,32610,32610,1,224,100.0,224/224,0.01,139.0,ok
SAR_Ship_Chip_20210110_UTM12N_EPSG32612_10m.manifest.json,20210110,12,32612,32612,1,2,100.0,2/2,11.38,182.0,ok
SAR_Ship_Chip_20210110_UTM16N_EPSG32616_10m.manifest.json,20210110,16,32616,32616,1,19,100.0,19/19,9.7,192.0,ok
SAR_Ship_Chip_20210110_UTM18N_EPSG32618_10m.manifest.json,20210110,18,32618,32618,1,8,100.0,8/8,0.0,112.5,ok
SAR_Ship_Chip_20210110_UTM19N_EPSG32619_10m.manifest.json,20210110,19,32619,32619,1,92,100.0,92/92,0.0,69.0,ok
SAR_Ship_Chip_20210110_UTM20N_EPSG32620_10m.manifest.json,20210110,20,32620,32620,1,6,100.0,6/6,0.85,171.0,ok
SAR_Ship_Chip_20210105_UTM19N_EPSG32619_10m.manifest.json,20210105,19,32619,32619,1,42,100.0,42/42,0.0,44.5,ok
SAR_Ship_Chip_20210105_UTM20N_EPSG32620_10m.manifest.json,20210105,20,32620,32620,1,36,100.0,36/36,0.1,64.5,ok
SAR_Ship_Chip_20210106_UTM04N_EPSG32604_10m.manifest.json,20210106,4,32604,32604,1,21,100.0,21/21,0.02,63.0,ok
SAR_Ship_Chip_20210106_UTM09N_EPSG32609_10m.manifest.json,20210106,9,32609,32609,1,9,100.0,9/9,8.1,177.0,ok
SAR_Ship_Chip_20210106_UTM11N_EPSG32611_10m.manifest.json,20210106,11,32611,32611,1,163,100.0,163/163,0.1,210.0,ok
SAR_Ship_Chip_20210106_UTM15N_EPSG32615_10m.manifest.json,20210106,15,32615,32615,1,91,100.0,91/91,0.0,62.0,ok
SAR_Ship_Chip_20210106_UTM17N_EPSG32617_10m.manifest.json,20210106,17,32617,32617,1,21,100.0,21/21,9.3,189.0,ok
SAR_Ship_Chip_20210107_UTM05N_EPSG32605_10m.manifest.json,20210107,5,32605,32605,1,1,100.0,1/1,15.2,199.0,ok
SAR_Ship_Chip_20210107_UTM11N_EPSG32611_10m.manifest.json,20210107,11,32611,32611,1,29,100.0,29/29,0.89,199.0,ok
SAR_Ship_Chip_20210107_UTM12N_EPSG32612_10m.manifest.json,20210107,12,32612,32612,1,1,100.0,1/1,17.49,189.0,ok
SAR_Ship_Chip_20210107_UTM15N_EPSG32615_10m.manifest.json,20210107,15,32615,32615,1,1,100.0,1/1,0.0,68.0,ok
SAR_Ship_Chip_20210107_UTM16N_EPSG32616_10m.manifest.json,20210107,16,32616,32616,1,41,100.0,41/41,0.0,99.0,ok
SAR_Ship_Chip_20210107_UTM17N_EPSG32617_10m.manifest.json,20210107,17,32617,32617,1,1,100.0,1/1,19.32,260.0,ok
SAR_Ship_Chip_20210108_UTM04N_EPSG32604_10m.manifest.json,20210108,4,32604,32604,1,1,100.0,1/1,15.8,289.0,ok
SAR_Ship_Chip_20210108_UTM10N_EPSG32610_10m.manifest.json,20210108,10,32610,32610,1,267,100.0,267/267,0.0,84.0,ok
SAR_Ship_Chip_20210108_UTM11N_EPSG32611_10m.manifest.json,20210108,11,32611,32611,1,6,100.0,6/6,14.7,207.5,ok
SAR_Ship_Chip_20210104_UTM05N_EPSG32605_10m.manifest.json,20210104,5,32605,32605,1,1,100.0,1/1,18.6,276.0,ok
SAR_Ship_Chip_20210104_UTM10N_EPSG32610_10m.manifest.json,20210104,10,32610,32610,1,114,100.0,114/114,0.01,96.5,ok
SAR_Ship_Chip_20210104_UTM15N_EPSG32615_10m.manifest.json,20210104,15,32615,32615,1,185,100.0,185/185,0.0,154.0,ok
SAR_Ship_Chip_20210104_UTM17N_EPSG32617_10m.manifest.json,20210104,17,32617,32617,1,191,100.0,191/191,0.0,49.0,ok
SAR_Ship_Chip_20210105_UTM04N_EPSG32604_10m.manifest.json,20210105,4,32604,32604,1,1,100.0,1/1,14.44,217.0,ok
SAR_Ship_Chip_20210105_UTM10N_EPSG32610_10m.manifest.json,20210105,10,32610,32610,1,236,100.0,236/236,0.0,82.0,ok
SAR_Ship_Chip_20210105_UTM11N_EPSG32611_10m.manifest.json,20210105,11,32611,32611,1,90,100.0,90/90,0.1,212.5,ok
SAR_Ship_Chip_20210105_UTM17N_EPSG32617_10m.manifest.json,20210105,17,32617,32617,1,6,100.0,6/6,4.04,176.0,ok
SAR_Ship_Chip_20210111_UTM04N_EPSG32604_10m.manifest.json,20210111,4,32604,32604,1,2,100.0,2/2,6.6,150.5,ok
SAR_Ship_Chip_20210111_UTM10N_EPSG32610_10m.manifest.json,20210111,10,32610,32610,1,5,100.0,5/5,11.7,262.0,ok
SAR_Ship_Chip_20210111_UTM11N_EPSG32611_10m.manifest.json,20210111,11,32611,32611,1,106,100.0,106/106,0.09,209.0,ok
SAR_Ship_Chip_20210111_UTM14N_EPSG32614_10m.manifest.json,20210111,14,32614,32614,1,2,100.0,2/2,2.91,123.0,ok
SAR_Ship_Chip_20210111_UTM15N_EPSG32615_10m.manifest.json,20210111,15,32615,32615,1,239,100.0,239/239,0.0,129.0,ok
SAR_Ship_Chip_20210111_UTM17N_EPSG32617_10m.manifest.json,20210111,17,32617,32617,1,162,100.0,162/162,0.0,91.0,ok
SAR_Ship_Chip_20210112_UTM04N_EPSG32604_10m.manifest.json,20210112,4,32604,32604,1,20,100.0,20/20,0.01,56.0,ok
SAR_Ship_Chip_20210112_UTM11N_EPSG32611_10m.manifest.json,20210112,11,32611,32611,1,186,100.0,186/186,0.1,211.5,ok
SAR_Ship_Chip_20210108_UTM16N_EPSG32616_10m.manifest.json,20210108,16,32616,32616,1,5,100.0,5/5,11.4,214.0,ok
SAR_Ship_Chip_20210108_UTM18N_EPSG32618_10m.manifest.json,20210108,18,32618,32618,1,89,100.0,89/89,0.0,180.0,ok
SAR_Ship_Chip_20210108_UTM19N_EPSG32619_10m.manifest.json,20210108,19,32619,32619,1,20,100.0,20/20,11.36,175.0,ok
SAR_Ship_Chip_20210109_UTM04N_EPSG32604_10m.manifest.json,20210109,4,32604,32604,1,17,100.0,17/17,0.02,63.0,ok
SAR_Ship_Chip_20210109_UTM10N_EPSG32610_10m.manifest.json,20210109,10,32610,32610,1,57,100.0,57/57,0.0,179.0,ok
SAR_Ship_Chip_20210109_UTM14N_EPSG32614_10m.manifest.json,20210109,14,32614,32614,1,44,100.0,44/44,0.0,180.5,ok
SAR_Ship_Chip_20210109_UTM16N_EPSG32616_10m.manifest.json,20210109,16,32616,32616,1,22,100.0,22/22,0.0,63.0,ok
SAR_Ship_Chip_20210109_UTM17N_EPSG32617_10m.manifest.json,20210109,17,32617,32617,1,46,100.0,46/46,0.08,43.5,ok
SAR_Ship_Chip_20210112_UTM17N_EPSG32617_10m.manifest.json,20210112,17,32617,32617,1,3,100.0,3/3,14.0,139.0,ok
SAR_Ship_Chip_20210112_UTM19N_EPSG32619_10m.manifest.json,20210112,19,32619,32619,1,6,100.0,6/6,10.7,113.5,ok
SAR_Ship_Chip_20210112_UTM20N_EPSG32620_10m.manifest.json,20210112,20,32620,32620,1,1,100.0,1/1,14.3,183.0,ok
SAR_Ship_Chip_20210113_UTM05N_EPSG32605_10m.manifest.json,20210113,5,32605,32605,1,2,100.0,2/2,9.27,35.5,ok
SAR_Ship_Chip_20210113_UTM09N_EPSG32609_10m.manifest.json,20210113,9,32609,32609,1,7,100.0,7/7,11.86,189.0,ok
SAR_Ship_Chip_20210113_UTM10N_EPSG32610_10m.manifest.json,20210113,10,32610,32610,1,139,100.0,139/139,0.1,148.0,ok
SAR_Ship_Chip_20210113_UTM11N_EPSG32611_10m.manifest.json,20210113,11,32611,32611,1,22,100.0,22/22,0.59,186.0,ok
SAR_Ship_Chip_20210113_UTM16N_EPSG32616_10m.manifest.json,20210113,16,32616,32616,1,259,100.0,259/259,0.0,92.0,ok
SAR_Ship_Chip_20210115_UTM10N_EPSG32610_10m.manifest.json,20210115,10,32610,32610,1,16,100.0,16/16,11.7,135.0,ok
SAR_Ship_Chip_20210115_UTM18N_EPSG32618_10m.manifest.json,20210115,18,32618,32618,1,137,100.0,137/137,0.0,38.0,ok
SAR_Ship_Chip_20210115_UTM19N_EPSG32619_10m.manifest.json,20210115,19,32619,32619,1,12,100.0,12/12,8.9,115.0,ok
SAR_Ship_Chip_20210115_UTM20N_EPSG32620_10m.manifest.json,20210115,20,32620,32620,1,48,100.0,48/48,0.45,92.5,ok
SAR_Ship_Chip_20210116_UTM04N_EPSG32604_10m.manifest.json,20210116,4,32604,32604,1,1,100.0,1/1,0.2,26.0,ok
SAR_Ship_Chip_20210116_UTM05N_EPSG32605_10m.manifest.json,20210116,5,32605,32605,1,2,100.0,2/2,2.46,36.0,ok
SAR_Ship_Chip_20210116_UTM10N_EPSG32610_10m.manifest.json,20210116,10,32610,32610,1,133,100.0,133/133,0.0,183.0,ok
SAR_Ship_Chip_20210116_UTM15N_EPSG32615_10m.manifest.json,20210116,15,32615,32615,1,139,100.0,139/139,0.0,141.0,ok
SAR_Ship_Chip_20210118_UTM09N_EPSG32609_10m.manifest.json,20210118,9,32609,32609,1,9,100.0,9/9,12.01,199.0,ok
SAR_Ship_Chip_20210118_UTM11N_EPSG32611_10m.manifest.json,20210118,11,32611,32611,1,112,100.0,112/112,0.1,228.0,ok
SAR_Ship_Chip_20210118_UTM15N_EPSG32615_10m.manifest.json,20210118,15,32615,32615,1,98,100.0,98/98,0.06,54.5,ok
SAR_Ship_Chip_20210118_UTM17N_EPSG32617_10m.manifest.json,20210118,17,32617,32617,1,11,100.0,11/11,0.04,71.0,ok
SAR_Ship_Chip_20210119_UTM05N_EPSG32605_10m.manifest.json,20210119,5,32605,32605,1,2,100.0,2/2,5.8,31.0,ok
SAR_Ship_Chip_20210119_UTM11N_EPSG32611_10m.manifest.json,20210119,11,32611,32611,1,19,100.0,19/19,0.0,103.0,ok
SAR_Ship_Chip_20210119_UTM15N_EPSG32615_10m.manifest.json,20210119,15,32615,32615,1,1,100.0,1/1,0.0,68.0,ok
SAR_Ship_Chip_20210119_UTM17N_EPSG32617_10m.manifest.json,20210119,17,32617,32617,1,4,100.0,4/4,13.25,213.5,ok
SAR_Ship_Chip_20210117_UTM05N_EPSG32605_10m.manifest.json,20210117,5,32605,32605,1,2,100.0,2/2,8.72,102.5,ok
SAR_Ship_Chip_20210117_UTM10N_EPSG32610_10m.manifest.json,20210117,10,32610,32610,1,248,100.0,248/248,0.0,97.5,ok
SAR_Ship_Chip_20210117_UTM11N_EPSG32611_10m.manifest.json,20210117,11,32611,32611,1,95,100.0,95/95,0.03,221.0,ok
SAR_Ship_Chip_20210117_UTM15N_EPSG32615_10m.manifest.json,20210117,15,32615,32615,1,74,100.0,74/74,0.0,149.0,ok
SAR_Ship_Chip_20210117_UTM17N_EPSG32617_10m.manifest.json,20210117,17,32617,32617,1,4,100.0,4/4,0.0,71.0,ok
SAR_Ship_Chip_20210117_UTM19N_EPSG32619_10m.manifest.json,20210117,19,32619,32619,1,39,100.0,39/39,0.0,70.0,ok
SAR_Ship_Chip_20210117_UTM20N_EPSG32620_10m.manifest.json,20210117,20,32620,32620,1,45,100.0,45/45,0.1,69.0,ok
SAR_Ship_Chip_20210118_UTM04N_EPSG32604_10m.manifest.json,20210118,4,32604,32604,1,18,100.0,18/18,0.0,59.5,ok
SAR_Ship_Chip_20210120_UTM10N_EPSG32610_10m.manifest.json,20210120,10,32610,32610,1,212,100.0,212/212,0.0,99.5,ok
SAR_Ship_Chip_20210120_UTM16N_EPSG32616_10m.manifest.json,20210120,16,32616,32616,1,2,100.0,2/2,0.0,168.0,ok
SAR_Ship_Chip_20210120_UTM18N_EPSG32618_10m.manifest.json,20210120,18,32618,32618,1,90,100.0,90/90,0.0,182.0,ok
SAR_Ship_Chip_20210120_UTM19N_EPSG32619_10m.manifest.json,20210120,19,32619,32619,1,24,100.0,24/24,9.47,168.0,ok
SAR_Ship_Chip_20210121_UTM04N_EPSG32604_10m.manifest.json,20210121,4,32604,32604,1,15,100.0,15/15,0.1,56.0,ok
SAR_Ship_Chip_20210121_UTM10N_EPSG32610_10m.manifest.json,20210121,10,32610,32610,1,53,100.0,53/53,0.0,42.0,ok
SAR_Ship_Chip_20210121_UTM14N_EPSG32614_10m.manifest.json,20210121,14,32614,32614,1,35,100.0,35/35,0.0,99.0,ok
SAR_Ship_Chip_20210121_UTM16N_EPSG32616_10m.manifest.json,20210121,16,32616,32616,1,11,100.0,11/11,0.0,36.0,ok
SAR_Ship_Chip_20210113_UTM17N_EPSG32617_10m.manifest.json,20210113,17,32617,32617,1,2,100.0,2/2,0.05,126.5,ok
SAR_Ship_Chip_20210113_UTM18N_EPSG32618_10m.manifest.json,20210113,18,32618,32618,1,82,100.0,82/82,0.0,190.0,ok
SAR_Ship_Chip_20210113_UTM19N_EPSG32619_10m.manifest.json,20210113,19,32619,32619,1,1,100.0,1/1,10.3,121.0,ok
SAR_Ship_Chip_20210114_UTM10N_EPSG32610_10m.manifest.json,20210114,10,32610,32610,1,72,100.0,72/72,0.01,179.0,ok
SAR_Ship_Chip_20210114_UTM16N_EPSG32616_10m.manifest.json,20210114,16,32616,32616,1,2,100.0,2/2,0.0,94.0,ok
SAR_Ship_Chip_20210114_UTM17N_EPSG32617_10m.manifest.json,20210114,17,32617,32617,1,12,100.0,12/12,9.92,251.5,ok
SAR_Ship_Chip_20210115_UTM04N_EPSG32604_10m.manifest.json,20210115,4,32604,32604,1,18,100.0,18/18,0.0,59.5,ok
SAR_Ship_Chip_20210115_UTM09N_EPSG32609_10m.manifest.json,20210115,9,32609,32609,1,16,100.0,16/16,8.91,227.0,ok
SAR_Ship_Chip_20210121_UTM17N_EPSG32617_10m.manifest.json,20210121,17,32617,32617,1,62,100.0,62/62,1.74,125.5,ok
SAR_Ship_Chip_20210122_UTM04N_EPSG32604_10m.manifest.json,20210122,4,32604,32604,1,2,100.0,2/2,4.3,33.0,ok
SAR_Ship_Chip_20210122_UTM10N_EPSG32610_10m.manifest.json,20210122,10,32610,32610,1,223,100.0,223/223,0.0,90.0,ok
SAR_Ship_Chip_20210122_UTM15N_EPSG32615_10m.manifest.json,20210122,15,32615,32615,1,6,100.0,6/6,0.33,71.5,ok
SAR_Ship_Chip_20210122_UTM16N_EPSG32616_10m.manifest.json,20210122,16,32616,32616,1,5,100.0,5/5,0.0,73.0,ok
SAR_Ship_Chip_20210122_UTM18N_EPSG32618_10m.manifest.json,20210122,18,32618,32618,1,6,100.0,6/6,0.0,35.0,ok
SAR_Ship_Chip_20210122_UTM19N_EPSG32619_10m.manifest.json,20210122,19,32619,32619,1,107,100.0,107/107,0.0,70.0,ok
SAR_Ship_Chip_20210122_UTM20N_EPSG32620_10m.manifest.json,20210122,20,32620,32620,1,4,100.0,4/4,0.7,244.0,ok
SAR_Ship_Chip_20210123_UTM04N_EPSG32604_10m.manifest.json,20210123,4,32604,32604,1,1,100.0,1/1,11.42,204.0,ok
SAR_Ship_Chip_20210123_UTM11N_EPSG32611_10m.manifest.json,20210123,11,32611,32611,1,92,100.0,92/92,0.1,209.0,ok
SAR_Ship_Chip_20210123_UTM14N_EPSG32614_10m.manifest.json,20210123,14,32614,32614,1,5,100.0,5/5,0.0,190.0,ok
SAR_Ship_Chip_20210123_UTM15N_EPSG32615_10m.manifest.json,20210123,15,32615,32615,1,255,100.0,255/255,0.0,145.0,ok
SAR_Ship_Chip_20210123_UTM17N_EPSG32617_10m.manifest.json,20210123,17,32617,32617,1,169,100.0,169/169,0.06,122.0,ok
SAR_Ship_Chip_20210124_UTM04N_EPSG32604_10m.manifest.json,20210124,4,32604,32604,1,16,100.0,16/16,0.03,46.0,ok
SAR_Ship_Chip_20210124_UTM17N_EPSG32617_10m.manifest.json,20210124,17,32617,32617,1,6,100.0,6/6,10.91,187.5,ok
SAR_Ship_Chip_20210124_UTM19N_EPSG32619_10m.manifest.json,20210124,19,32619,32619,1,4,100.0,4/4,11.19,112.0,ok
SAR_Ship_Chip_20210124_UTM20N_EPSG32620_10m.manifest.json,20210124,20,32620,32620,1,1,100.0,1/1,4.77,292.0,ok
SAR_Ship_Chip_20210125_UTM09N_EPSG32609_10m.manifest.json,20210125,9,32609,32609,1,5,100.0,5/5,11.42,224.0,ok
SAR_Ship_Chip_20210125_UTM10N_EPSG32610_10m.manifest.json,20210125,10,32610,32610,1,133,100.0,133/133,0.03,139.0,ok
SAR_Ship_Chip_20210125_UTM11N_EPSG32611_10m.manifest.json,20210125,11,32611,32611,1,16,100.0,16/16,0.0,143.0,ok
SAR_Ship_Chip_20210125_UTM16N_EPSG32616_10m.manifest.json,20210125,16,32616,32616,1,293,100.0,293/293,0.0,91.0,ok
SAR_Ship_Chip_20210125_UTM17N_EPSG32617_10m.manifest.json,20210125,17,32617,32617,1,12,100.0,12/12,0.0,222.0,ok
SAR_Ship_Chip_20210125_UTM18N_EPSG32618_10m.manifest.json,20210125,18,32618,32618,1,86,100.0,86/86,0.0,180.0,ok
SAR_Ship_Chip_20210125_UTM19N_EPSG32619_10m.manifest.json,20210125,19,32619,32619,1,1,100.0,1/1,0.0,139.0,ok
SAR_Ship_Chip_20210129_UTM11N_EPSG32611_10m.manifest.json,20210129,11,32611,32611,1,110,100.0,110/110,0.1,210.0,ok
SAR_Ship_Chip_20210129_UTM15N_EPSG32615_10m.manifest.json,20210129,15,32615,32615,1,84,100.0,84/84,0.0,169.0,ok
SAR_Ship_Chip_20210129_UTM16N_EPSG32616_10m.manifest.json,20210129,16,32616,32616,1,2,100.0,2/2,11.7,280.0,ok
SAR_Ship_Chip_20210129_UTM17N_EPSG32617_10m.manifest.json,20210129,17,32617,32617,1,1,100.0,1/1,0.0,73.0,ok
SAR_Ship_Chip_20210129_UTM19N_EPSG32619_10m.manifest.json,20210129,19,32619,32619,1,36,100.0,36/36,0.04,71.0,ok
SAR_Ship_Chip_20210129_UTM20N_EPSG32620_10m.manifest.json,20210129,20,32620,32620,1,33,100.0,33/33,0.1,78.0,ok
SAR_Ship_Chip_20210130_UTM09N_EPSG32609_10m.manifest.json,20210130,9,32609,32609,1,9,100.0,9/9,10.45,199.0,ok
SAR_Ship_Chip_20210130_UTM11N_EPSG32611_10m.manifest.json,20210130,11,32611,32611,1,196,100.0,196/196,0.01,253.0,ok
SAR_Ship_Chip_20210126_UTM10N_EPSG32610_10m.manifest.json,20210126,10,32610,32610,1,54,100.0,54/54,0.0,179.0,ok
SAR_Ship_Chip_20210126_UTM14N_EPSG32614_10m.manifest.json,20210126,14,32614,32614,1,13,100.0,13/13,0.2,183.0,ok
SAR_Ship_Chip_20210126_UTM16N_EPSG32616_10m.manifest.json,20210126,16,32616,32616,1,6,100.0,6/6,0.01,94.0,ok
SAR_Ship_Chip_20210126_UTM17N_EPSG32617_10m.manifest.json,20210126,17,32617,32617,1,56,100.0,56/56,1.8,227.5,ok
SAR_Ship_Chip_20210127_UTM04N_EPSG32604_10m.manifest.json,20210127,4,32604,32604,1,16,100.0,16/16,0.01,59.5,ok
SAR_Ship_Chip_20210127_UTM09N_EPSG32609_10m.manifest.json,20210127,9,32609,32609,1,4,100.0,4/4,10.98,253.5,ok
SAR_Ship_Chip_20210127_UTM10N_EPSG32610_10m.manifest.json,20210127,10,32610,32610,1,17,100.0,17/17,9.22,183.0,ok
SAR_Ship_Chip_20210127_UTM18N_EPSG32618_10m.manifest.json,20210127,18,32618,32618,1,126,100.0,126/126,0.03,38.0,ok
SAR_Ship_Chip_20210130_UTM15N_EPSG32615_10m.manifest.json,20210130,15,32615,32615,1,120,100.0,120/120,0.2,79.5,ok
SAR_Ship_Chip_20210130_UTM17N_EPSG32617_10m.manifest.json,20210130,17,32617,32617,1,8,100.0,8/8,3.94,180.0,ok
SAR_Ship_Chip_20210130_UTM18N_EPSG32618_10m.manifest.json,20210130,18,32618,32618,1,1,100.0,1/1,13.78,333.0,ok
SAR_Ship_Chip_20210131_UTM04N_EPSG32604_10m.manifest.json,20210131,4,32604,32604,1,1,100.0,1/1,11.85,288.0,ok
SAR_Ship_Chip_20210131_UTM05N_EPSG32605_10m.manifest.json,20210131,5,32605,32605,1,2,100.0,2/2,1.41,28.0,ok
SAR_Ship_Chip_20210131_UTM11N_EPSG32611_10m.manifest.json,20210131,11,32611,32611,1,17,100.0,17/17,0.3,183.0,ok
SAR_Ship_Chip_20210131_UTM15N_EPSG32615_10m.manifest.json,20210131,15,32615,32615,1,1,100.0,1/1,0.1,68.0,ok
SAR_Ship_Chip_20210131_UTM16N_EPSG32616_10m.manifest.json,20210131,16,32616,32616,1,63,100.0,63/63,0.2,97.0,ok
SAR_Ship_Chip_20210127_UTM19N_EPSG32619_10m.manifest.json,20210127,19,32619,32619,1,3,100.0,3/3,10.95,199.0,ok
SAR_Ship_Chip_20210127_UTM20N_EPSG32620_10m.manifest.json,20210127,20,32620,32620,1,36,100.0,36/36,0.09,59.5,ok
SAR_Ship_Chip_20210128_UTM04N_EPSG32604_10m.manifest.json,20210128,4,32604,32604,1,2,100.0,2/2,14.48,141.5,ok
SAR_Ship_Chip_20210128_UTM10N_EPSG32610_10m.manifest.json,20210128,10,32610,32610,1,123,100.0,123/123,0.04,100.0,ok
SAR_Ship_Chip_20210128_UTM15N_EPSG32615_10m.manifest.json,20210128,15,32615,32615,1,172,100.0,172/172,0.0,165.0,ok
SAR_Ship_Chip_20210128_UTM17N_EPSG32617_10m.manifest.json,20210128,17,32617,32617,1,219,100.0,219/219,0.0,52.0,ok
SAR_Ship_Chip_20210129_UTM04N_EPSG32604_10m.manifest.json,20210129,4,32604,32604,1,1,100.0,1/1,0.4,100.0,ok
SAR_Ship_Chip_20210129_UTM10N_EPSG32610_10m.manifest.json,20210129,10,32610,32610,1,216,100.0,216/216,0.0,100.0,ok
SAR_Ship_Chip_20210202_UTM10N_EPSG32610_10m.manifest.json,20210202,10,32610,32610,1,67,100.0,67/67,0.0,177.0,ok
SAR_Ship_Chip_20210202_UTM14N_EPSG32614_10m.manifest.json,20210202,14,32614,32614,1,43,100.0,43/43,0.0,64.0,ok
SAR_Ship_Chip_20210202_UTM16N_EPSG32616_10m.manifest.json,20210202,16,32616,32616,1,6,100.0,6/6,0.0,45.0,ok
SAR_Ship_Chip_20210202_UTM17N_EPSG32617_10m.manifest.json,20210202,17,32617,32617,1,46,100.0,46/46,0.13,57.5,ok
SAR_Ship_Chip_20210203_UTM04N_EPSG32604_10m.manifest.json,20210203,4,32604,32604,1,1,100.0,1/1,14.23,272.0,ok
SAR_Ship_Chip_20210203_UTM05N_EPSG32605_10m.manifest.json,20210203,5,32605,32605,1,2,100.0,2/2,7.29,78.0,ok
SAR_Ship_Chip_20210203_UTM10N_EPSG32610_10m.manifest.json,20210203,10,32610,32610,1,263,100.0,263/263,0.02,177.0,ok
SAR_Ship_Chip_20210203_UTM12N_EPSG32612_10m.manifest.json,20210203,12,32612,32612,1,3,100.0,3/3,14.9,329.0,ok
SAR_Ship_Chip_20210203_UTM16N_EPSG32616_10m.manifest.json,20210203,16,32616,32616,1,6,100.0,6/6,0.0,55.0,ok
SAR_Ship_Chip_20210203_UTM18N_EPSG32618_10m.manifest.json,20210203,18,32618,32618,1,7,100.0,7/7,0.0,39.0,ok
SAR_Ship_Chip_20210203_UTM19N_EPSG32619_10m.manifest.json,20210203,19,32619,32619,1,81,100.0,81/81,0.07,70.0,ok
SAR_Ship_Chip_20210203_UTM20N_EPSG32620_10m.manifest.json,20210203,20,32620,32620,1,6,100.0,6/6,1.23,151.0,ok
SAR_Ship_Chip_20210204_UTM11N_EPSG32611_10m.manifest.json,20210204,11,32611,32611,1,92,100.0,92/92,0.04,209.5,ok
SAR_Ship_Chip_20210204_UTM14N_EPSG32614_10m.manifest.json,20210204,14,32614,32614,1,2,100.0,2/2,6.99,122.5,ok
SAR_Ship_Chip_20210204_UTM15N_EPSG32615_10m.manifest.json,20210204,15,32615,32615,1,312,100.0,312/312,0.0,169.0,ok
SAR_Ship_Chip_20210204_UTM17N_EPSG32617_10m.manifest.json,20210204,17,32617,32617,1,149,100.0,149/149,0.1,91.0,ok
SAR_Ship_Chip_20210131_UTM17N_EPSG32617_10m.manifest.json,20210131,17,32617,32617,1,3,100.0,3/3,15.3,139.0,ok
SAR_Ship_Chip_20210131_UTM19N_EPSG32619_10m.manifest.json,20210131,19,32619,32619,1,1,100.0,1/1,2.52,198.0,ok
SAR_Ship_Chip_20210201_UTM04N_EPSG32604_10m.manifest.json,20210201,4,32604,32604,1,1,100.0,1/1,12.02,189.0,ok
SAR_Ship_Chip_20210201_UTM10N_EPSG32610_10m.manifest.json,20210201,10,32610,32610,1,211,100.0,211/211,0.0,116.0,ok
SAR_Ship_Chip_20210201_UTM11N_EPSG32611_10m.manifest.json,20210201,11,32611,32611,1,5,100.0,5/5,15.72,208.0,ok
SAR_Ship_Chip_20210201_UTM18N_EPSG32618_10m.manifest.json,20210201,18,32618,32618,1,92,100.0,92/92,0.0,179.5,ok
SAR_Ship_Chip_20210201_UTM19N_EPSG32619_10m.manifest.json,20210201,19,32619,32619,1,14,100.0,14/14,0.57,136.0,ok
