port,class,class_name,n,ridge_V,ridge_VK,gbm_zk,gate_old,gate_new,gate_new_theta,oracle3
Mombasa,4,container_ship,17,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.17647058823529413,0.17647058823529413
Mombasa,5,crude_oil_tanker,2,1.0,1.0,0.0,1.0,0.5,1.0,1.0
Mombasa,6,tug_towing,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New York,0,bulk_carrier,30,0.3,0.2,0.9666666666666667,0.4666666666666667,0.7666666666666667,0.36666666666666664,1.0
New York,1,fishing_vessel,64,0.96875,0.90625,0.953125,0.96875,0.984375,0.96875,0.984375
New York,2,general_cargo,36,0.3055555555555556,0.3055555555555556,0.3611111111111111,0.3333333333333333,0.19444444444444445,0.3055555555555556,0.5277777777777778
New York,3,product_chem_tanker,56,0.2857142857142857,0.14285714285714285,0.39285714285714285,0.2857142857142857,0.44642857142857145,0.17857142857142858,0.5535714285714286
New York,4,container_ship,48,0.5833333333333334,0.4791666666666667,0.4166666666666667,0.5416666666666666,0.5,0.4791666666666667,0.6666666666666666
New York,5,crude_oil_tanker,33,0.7272727272727273,0.6060606060606061,0.36363636363636365,0.6666666666666666,0.696969696969697,0.6060606060606061,0.7272727272727273
New York,6,tug_towing,197,0.116751269035533,0.4263959390862944,0.0,0.07614213197969544,0.03553299492385787,0.3401015228426396,0.4467005076142132
New York,7,offshore_supply,6,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
Newcastle,0,bulk_carrier,190,0.32105263157894737,0.4052631578947368,0.4789473684210526,0.4842105263157895,0.4631578947368421,0.45789473684210524,0.6
Newcastle,1,fishing_vessel,20,0.75,0.75,0.7,0.75,0.8,0.75,0.8
Newcastle,2,general_cargo,51,0.49019607843137253,0.27450980392156865,0.39215686274509803,0.45098039215686275,0.37254901960784315,0.4117647058823529,0.6078431372549019
Newcastle,3,product_chem_tanker,5,0.2,0.2,0.8,0.2,0.6,0.2,0.8
Newcastle,4,container_ship,13,0.23076923076923078,0.3076923076923077,0.3076923076923077,0.23076923076923078,0.15384615384615385,0.23076923076923078,0.46153846153846156
Newcastle,5,crude_oil_tanker,3,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,1.0
Newcastle,6,tug_towing,17,0.058823529411764705,0.11764705882352941,0.0,0.058823529411764705,0.0,0.11764705882352941,0.11764705882352941
Ningbo-Zhoushan,0,bulk_carrier,973,0.42857142857142855,0.590955806783145,0.9856115107913669,0.9794450154162384,0.9845837615621789,0.9763617677286742,0.986639260020555
Ningbo-Zhoushan,1,fishing_vessel,4529,0.9006403179509825,0.9092514903952308,0.8405829101346876,0.8575844557297416,0.8220357694855377,0.8370501214396114,0.9355266063148598
Ningbo-Zhoushan,2,general_cargo,254,0.3779527559055118,0.46062992125984253,0.6417322834645669,0.6299212598425197,0.6535433070866141,0.6889763779527559,0.7204724409448819
Port Hedland,0,bulk_carrier,783,0.20434227330779056,0.23754789272030652,0.7484035759897829,0.6871008939974457,0.6513409961685823,0.5300127713920817,0.7777777777777778
Port Hedland,2,general_cargo,21,0.23809523809523808,0.2857142857142857,0.23809523809523808,0.19047619047619047,0.38095238095238093,0.38095238095238093,0.42857142857142855
Port Hedland,3,product_chem_tanker,11,0.36363636363636365,0.36363636363636365,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.36363636363636365
Port Hedland,5,crude_oil_tanker,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Port Hedland,6,tug_towing,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Port Hedland,7,offshore_supply,21,0.23809523809523808,0.14285714285714285,0.0,0.0,0.0,0.0,0.23809523809523808
Port Klang,0,bulk_carrier,882,0.481859410430839,0.6938775510204082,0.971655328798186,0.9070294784580499,0.9580498866213152,0.9331065759637188,0.9795918367346939
Port Klang,1,fishing_vessel,57,0.5087719298245614,0.49122807017543857,0.6491228070175439,0.5614035087719298,0.7368421052631579,0.5964912280701754,0.8070175438596491
Port Klang,2,general_cargo,394,0.24873096446700507,0.23604060913705585,0.1116751269035533,0.22588832487309646,0.20558375634517767,0.20558375634517767,0.3680203045685279
Port Klang,3,product_chem_tanker,895,0.16089385474860335,0.07486033519553073,0.2,0.1441340782122905,0.14860335195530727,0.06368715083798883,0.29832402234636873
Port Klang,4,container_ship,651,0.522273425499232,0.48847926267281105,0.28417818740399386,0.49923195084485406,0.4147465437788018,0.46697388632872505,0.5806451612903226
Port Klang,5,crude_oil_tanker,273,0.6776556776556777,0.5494505494505495,0.32967032967032966,0.6190476190476191,0.5824175824175825,0.5384615384615384,0.7142857142857143
Port Klang,6,tug_towing,197,0.05583756345177665,0.025380710659898477,0.005076142131979695,0.04568527918781726,0.005076142131979695,0.01015228426395939,0.06091370558375635
Port Klang,7,offshore_supply,76,0.21052631578947367,0.35526315789473684,0.0,0.19736842105263158,0.039473684210526314,0.17105263157894737,0.35526315789473684
Port Said,0,bulk_carrier,564,0.45567375886524825,0.5053191489361702,0.7340425531914894,0.6365248226950354,0.7446808510638298,0.6595744680851063,0.824468085106383
Port Said,1,fishing_vessel,4,0.5,0.25,0.25,0.5,0.25,0.25,0.5
Port Said,2,general_cargo,485,0.5360824742268041,0.44536082474226807,0.41649484536082476,0.5381443298969072,0.5835051546391753,0.51340206185567,0.6783505154639176
Port Said,3,product_chem_tanker,463,0.19438444924406048,0.2159827213822894,0.7645788336933045,0.34557235421166305,0.5485961123110151,0.3002159827213823,0.7775377969762419
Port Said,4,container_ship,94,0.3191489361702128,0.43617021276595747,0.2872340425531915,0.35106382978723405,0.30851063829787234,0.425531914893617,0.5106382978723404
Port Said,5,crude_oil_tanker,213,0.596244131455399,0.3568075117370892,0.18309859154929578,0.5774647887323944,0.5117370892018779,0.37089201877934275,0.6056338028169014
Port Said,6,tug_towing,21,0.0,0.14285714285714285,0.047619047619047616,0.0,0.0,0.09523809523809523,0.19047619047619047
Port Said,7,offshore_supply,51,0.1568627450980392,0.0784313725490196,0.0,0.09803921568627451,0.0392156862745098,0.0784313725490196,0.1568627450980392
Qingdao,0,bulk_carrier,695,0.7093525179856115,0.8028776978417266,0.9856115107913669,0.958273381294964,0.9827338129496402,0.9669064748201439,0.9899280575539569
Qingdao,1,fishing_vessel,1017,0.9262536873156342,0.8751229105211407,0.856440511307768,0.9213372664700098,0.8367748279252704,0.8456243854473943,0.9488692232055064
Qingdao,2,general_cargo,269,0.620817843866171,0.6468401486988847,0.9702602230483272,0.8550185873605948,0.9628252788104089,0.9144981412639405,0.9814126394052045
Richards Bay,0,bulk_carrier,526,0.27756653992395436,0.3916349809885932,0.9106463878326996,0.7053231939163498,0.7433460076045627,0.5817490494296578,0.9182509505703422
Richards Bay,1,fishing_vessel,5,0.8,0.8,1.0,0.8,1.0,0.8,1.0
Richards Bay,2,general_cargo,52,0.25,0.2692307692307692,0.1346153846153846,0.23076923076923078,0.23076923076923078,0.2692307692307692,0.40384615384615385
Richards Bay,3,product_chem_tanker,64,0.171875,0.171875,0.390625,0.25,0.296875,0.265625,0.421875
Richards Bay,4,container_ship,64,0.8125,0.8125,0.765625,0.8125,0.71875,0.796875,0.890625
Richards Bay,5,crude_oil_tanker,10,0.4,0.5,0.3,0.4,0.4,0.5,0.5
Richards Bay,6,tug_towing,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richards Bay,7,offshore_supply,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rotterdam,0,bulk_carrier,148,0.5337837837837838,0.6959459459459459,0.9864864864864865,0.9121621621621622,0.9594594594594594,0.9121621621621622,0.9864864864864865
Rotterdam,1,fishing_vessel,131,0.8778625954198473,0.8854961832061069,0.9694656488549618,0.8931297709923665,0.9541984732824428,0.9007633587786259,0.9770992366412213
Rotterdam,2,general_cargo,294,0.3299319727891156,0.5204081632653061,0.6156462585034014,0.40476190476190477,0.5680272108843537,0.5374149659863946,0.7210884353741497
Santos,0,bulk_carrier,901,0.39622641509433965,0.5982241953385128,0.9223085460599334,0.8002219755826859,0.8834628190899001,0.7880133185349611,0.9422863485016648
Santos,1,fishing_vessel,10,0.9,0.8,0.8,0.8,0.8,0.8,0.9
Santos,2,general_cargo,90,0.08888888888888889,0.14444444444444443,0.044444444444444446,0.05555555555555555,0.1,0.12222222222222222,0.18888888888888888
Santos,3,product_chem_tanker,191,0.3193717277486911,0.2513089005235602,0.24607329842931938,0.24607329842931938,0.2198952879581152,0.18324607329842932,0.4816753926701571
Santos,4,container_ship,197,0.7918781725888325,0.7918781725888325,0.4365482233502538,0.6548223350253807,0.4517766497461929,0.5329949238578681,0.8071065989847716
Santos,5,crude_oil_tanker,56,0.42857142857142855,0.5357142857142857,0.23214285714285715,0.375,0.25,0.32142857142857145,0.5714285714285714
Santos,6,tug_towing,188,0.031914893617021274,0.015957446808510637,0.0,0.026595744680851064,0.0,0.0,0.0425531914893617
Santos,7,offshore_supply,25,0.16,0.08,0.0,0.12,0.0,0.04,0.16
Shanghai,0,bulk_carrier,836,0.4988038277511962,0.69377990430622,0.9497607655502392,0.8779904306220095,0.9485645933014354,0.9449760765550239,0.972488038277512
Shanghai,1,fishing_vessel,1150,0.9234782608695652,0.9095652173913044,0.8843478260869565,0.9173913043478261,0.8704347826086957,0.8826086956521739,0.9452173913043478
Shanghai,2,general_cargo,404,0.3935643564356436,0.5148514851485149,0.9108910891089109,0.6287128712871287,0.8985148514851485,0.8341584158415841,0.9207920792079208
Singapore,0,bulk_carrier,1108,0.4747292418772563,0.572202166064982,0.9232851985559567,0.9187725631768953,0.9350180505415162,0.9124548736462094,0.9620938628158845
Singapore,1,fishing_vessel,57,0.2631578947368421,0.2982456140350877,0.543859649122807,0.49122807017543857,0.45614035087719296,0.38596491228070173,0.5789473684210527
Singapore,2,general_cargo,415,0.21927710843373494,0.06265060240963856,0.36626506024096384,0.26265060240963856,0.3060240963855422,0.1566265060240964,0.4578313253012048
Singapore,3,product_chem_tanker,1905,0.2099737532808399,0.16745406824146983,0.2551181102362205,0.23202099737532808,0.30026246719160105,0.22782152230971128,0.3963254593175853
Singapore,4,container_ship,446,0.5269058295964125,0.4282511210762332,0.289237668161435,0.42152466367713004,0.42152466367713004,0.4304932735426009,0.6233183856502242
Singapore,5,crude_oil_tanker,451,0.6385809312638581,0.41019955654101997,0.2926829268292683,0.37028824833702884,0.458980044345898,0.3614190687361419,0.6718403547671841
Singapore,6,tug_towing,467,0.15417558886509636,0.2398286937901499,0.03640256959314775,0.08779443254817987,0.010706638115631691,0.15203426124197003,0.3490364025695932
Singapore,7,offshore_supply,410,0.3926829268292683,0.21951219512195122,0.03170731707317073,0.16829268292682928,0.2,0.1902439024390244,0.47804878048780486
Sydney Botany,0,bulk_carrier,196,0.42346938775510207,0.5459183673469388,0.9336734693877551,0.6479591836734694,0.6377551020408163,0.6173469387755102,0.9591836734693877
Sydney Botany,1,fishing_vessel,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sydney Botany,2,general_cargo,18,0.1111111111111111,0.1111111111111111,0.0,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.16666666666666666
Sydney Botany,3,product_chem_tanker,19,0.42105263157894735,0.3157894736842105,0.42105263157894735,0.3684210526315789,0.42105263157894735,0.3157894736842105,0.5789473684210527
Sydney Botany,4,container_ship,36,0.6388888888888888,0.6388888888888888,0.5277777777777778,0.6388888888888888,0.6388888888888888,0.6388888888888888,0.7222222222222222
Sydney Botany,5,crude_oil_tanker,10,0.7,0.8,0.5,0.8,0.6,0.8,0.8
Sydney Botany,6,tug_towing,20,0.05,0.0,0.0,0.0,0.0,0.0,0.05
Sydney Botany,7,offshore_supply,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tanger Med,0,bulk_carrier,269,0.21933085501858737,0.6356877323420075,0.8921933085501859,0.8921933085501859,0.9144981412639405,0.9107806691449815,0.9219330855018587
Tanger Med,1,fishing_vessel,5,0.8,0.8,0.6,0.6,0.6,0.6,0.8
Tanger Med,2,general_cargo,278,0.5611510791366906,0.539568345323741,0.26258992805755393,0.32014388489208634,0.38848920863309355,0.4064748201438849,0.6690647482014388
Tanger Med,3,product_chem_tanker,339,0.3303834808259587,0.46607669616519176,0.775811209439528,0.7551622418879056,0.5339233038348082,0.48672566371681414,0.8348082595870207
Tanger Med,4,container_ship,243,0.35802469135802467,0.34156378600823045,0.18518518518518517,0.20164609053497942,0.18106995884773663,0.27983539094650206,0.39094650205761317
Tanger Med,5,crude_oil_tanker,84,0.6190476190476191,0.6309523809523809,0.3333333333333333,0.4166666666666667,0.4523809523809524,0.5833333333333334,0.7023809523809523
Tanger Med,6,tug_towing,30,0.1,0.03333333333333333,0.1,0.1,0.0,0.03333333333333333,0.2
Tanger Med,7,offshore_supply,18,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.16666666666666666
