port,product,pol,objects,quark_file,quark_mb,quark_fid
Port Klang,S1A_IW_GRDH_1SDV_20250310T113410_20250310T113435_058242_07329D_6109,VH,194,S1A_IW_GRDH_1SDV_20250310T113410_20250310T113435_058242_07329D_6109_VH_UTM_8bit.tif,399.5,4f0b3389482d4f76866d6a0d5296f341
Port Klang,S1A_IW_GRDH_1SDV_20250310T113410_20250310T113435_058242_07329D_6109,VV,180,S1A_IW_GRDH_1SDV_20250310T113410_20250310T113435_058242_07329D_6109_VV_UTM_8bit.tif,420.9,e27a82184a79456ab60f138165cee52c
Port Klang,S1A_IW_GRDH_1SDV_20250626T113408_20250626T113433_059817_076DDC_1C20,VH,185,S1A_IW_GRDH_1SDV_20250626T113408_20250626T113433_059817_076DDC_1C20_VH_UTM_8bit.tif,396.3,38be279e460541d396c1e7b8d1b811ff
Port Klang,S1A_IW_GRDH_1SDV_20250626T113408_20250626T113433_059817_076DDC_1C20,VV,180,S1A_IW_GRDH_1SDV_20250626T113408_20250626T113433_059817_076DDC_1C20_VV_UTM_8bit.tif,441.5,6fb54d75043943b0a1706eccbecbd4cb
Port Klang,S1A_IW_GRDH_1SDV_20250708T113408_20250708T113433_059992_0773EA_C045,VH,233,S1A_IW_GRDH_1SDV_20250708T113408_20250708T113433_059992_0773EA_C045_VH_UTM_8bit.tif,400.3,675715240c6d4714be1152de61ae32d7
Port Klang,S1A_IW_GRDH_1SDV_20250708T113408_20250708T113433_059992_0773EA_C045,VV,211,S1A_IW_GRDH_1SDV_20250708T113408_20250708T113433_059992_0773EA_C045_VV_UTM_8bit.tif,421.3,58506ea5e25a4b98981a3935e7b0dfbb
Port Klang,S1A_IW_GRDH_1SDV_20250720T113407_20250720T113432_060167_0779EF_8B2D,VH,235,S1A_IW_GRDH_1SDV_20250720T113407_20250720T113432_060167_0779EF_8B2D_VH_UTM_8bit.tif,398.1,b106f9f36a2c43069b71338779607835
Port Klang,S1A_IW_GRDH_1SDV_20250720T113407_20250720T113432_060167_0779EF_8B2D,VV,238,S1A_IW_GRDH_1SDV_20250720T113407_20250720T113432_060167_0779EF_8B2D_VV_UTM_8bit.tif,425.0,aaf58939ff194d34991ffe2545f5f82b
Port Klang,S1A_IW_GRDH_1SDV_20250813T113407_20250813T113432_060517_078680_45FA,VH,186,S1A_IW_GRDH_1SDV_20250813T113407_20250813T113432_060517_078680_45FA_VH_UTM_8bit.tif,393.9,30e3f1384c084b07ae577cd32c390199
Port Klang,S1A_IW_GRDH_1SDV_20250813T113407_20250813T113432_060517_078680_45FA,VV,174,S1A_IW_GRDH_1SDV_20250813T113407_20250813T113432_060517_078680_45FA_VV_UTM_8bit.tif,420.7,20cef54ff847436ebb63c397c5857003
Port Klang,S1A_IW_GRDH_1SDV_20250930T113407_20250930T113432_061217_07A26A_3C89,VH,242,S1A_IW_GRDH_1SDV_20250930T113407_20250930T113432_061217_07A26A_3C89_VH_UTM_8bit.tif,397.1,44bb38798e61401bb7a8a101749344f9
Port Klang,S1A_IW_GRDH_1SDV_20250930T113407_20250930T113432_061217_07A26A_3C89,VV,231,S1A_IW_GRDH_1SDV_20250930T113407_20250930T113432_061217_07A26A_3C89_VV_UTM_8bit.tif,440.4,c1e6dcf6bf9c46949065554d1778fb66
Port Klang,S1A_IW_GRDH_1SDV_20251012T113408_20251012T113433_061392_07A972_E193,VH,236,S1A_IW_GRDH_1SDV_20251012T113408_20251012T113433_061392_07A972_E193_VH_UTM_8bit.tif,396.1,98d9bab9d5d54493bb4d5389291cbc7a
Port Klang,S1A_IW_GRDH_1SDV_20251012T113408_20251012T113433_061392_07A972_E193,VV,223,S1A_IW_GRDH_1SDV_20251012T113408_20251012T113433_061392_07A972_E193_VV_UTM_8bit.tif,414.1,3ea36d3d76314ee4b07c4d0b8cbe17e8
Port Klang,S1A_IW_GRDH_1SDV_20251129T113406_20251129T113431_062092_07C503_6B6D,VH,317,S1A_IW_GRDH_1SDV_20251129T113406_20251129T113431_062092_07C503_6B6D_VH_UTM_8bit.tif,396.7,3fd92960df33456ea2fa2bd883955f2b
Port Klang,S1A_IW_GRDH_1SDV_20251129T113406_20251129T113431_062092_07C503_6B6D,VV,299,S1A_IW_GRDH_1SDV_20251129T113406_20251129T113431_062092_07C503_6B6D_VV_UTM_8bit.tif,427.9,991beb3c88534827af5a0a8d04e64018
Port Klang,S1A_IW_GRDH_1SDV_20251211T113405_20251211T113430_062267_07CBD7_A7ED,VH,268,S1A_IW_GRDH_1SDV_20251211T113405_20251211T113430_062267_07CBD7_A7ED_VH_UTM_8bit.tif,398.0,8c47e62acb124251aaecf3889a9a2f56
Port Klang,S1A_IW_GRDH_1SDV_20251211T113405_20251211T113430_062267_07CBD7_A7ED,VV,256,S1A_IW_GRDH_1SDV_20251211T113405_20251211T113430_062267_07CBD7_A7ED_VV_UTM_8bit.tif,417.6,7ebb618d960444d38e3e0b2433b2947f
Port Klang,S1A_IW_GRDH_1SDV_20251223T113403_20251223T113428_062442_07D2AB_3284,VH,305,S1A_IW_GRDH_1SDV_20251223T113403_20251223T113428_062442_07D2AB_3284_VH_UTM_8bit.tif,395.0,954b923a65264a388e9db89269a09f14
Port Klang,S1A_IW_GRDH_1SDV_20251223T113403_20251223T113428_062442_07D2AB_3284,VV,306,S1A_IW_GRDH_1SDV_20251223T113403_20251223T113428_062442_07D2AB_3284_VV_UTM_8bit.tif,423.3,9fc75222898748878f0426cec50e4780
Port Klang,S1A_IW_GRDH_1SDV_20260104T113402_20260104T113427_062617_07D969_8415,VH,323,S1A_IW_GRDH_1SDV_20260104T113402_20260104T113427_062617_07D969_8415_VH_UTM_8bit.tif,395.6,7f75458ad2414bc28b4480e066b43296
Port Klang,S1A_IW_GRDH_1SDV_20260104T113402_20260104T113427_062617_07D969_8415,VV,321,S1A_IW_GRDH_1SDV_20260104T113402_20260104T113427_062617_07D969_8415_VV_UTM_8bit.tif,435.2,39bde85805c6494ab985cf25d6779c3b
Port Said,S1A_IW_GRDH_1SDV_20250317T035236_20250317T035301_058339_07366E_1A19,VH,219,S1A_IW_GRDH_1SDV_20250317T035236_20250317T035301_058339_07366E_1A19_VH_UTM_8bit.tif,317.0,af223386dad64b8f817821faca248309
Port Said,S1A_IW_GRDH_1SDV_20250317T035236_20250317T035301_058339_07366E_1A19,VV,227,S1A_IW_GRDH_1SDV_20250317T035236_20250317T035301_058339_07366E_1A19_VV_UTM_8bit.tif,370.6,60e52929844e444db02f57dacd13c22d
Port Said,S1A_IW_GRDH_1SDV_20250422T035237_20250422T035302_058864_074BB7_3AD7,VH,258,S1A_IW_GRDH_1SDV_20250422T035237_20250422T035302_058864_074BB7_3AD7_VH_UTM_8bit.tif,320.1,204b21831b634ae88543506ae8ea3c9d
Port Said,S1A_IW_GRDH_1SDV_20250422T035237_20250422T035302_058864_074BB7_3AD7,VV,264,S1A_IW_GRDH_1SDV_20250422T035237_20250422T035302_058864_074BB7_3AD7_VV_UTM_8bit.tif,426.7,65ef121a71bf42d38e52c7e13cb17184
Port Said,S1A_IW_GRDH_1SDV_20250504T035237_20250504T035302_059039_0752BC_810D,VH,166,S1A_IW_GRDH_1SDV_20250504T035237_20250504T035302_059039_0752BC_810D_VH_UTM_8bit.tif,317.7,e13f85fd4ebf45ddb792836c55666563
Port Said,S1A_IW_GRDH_1SDV_20250504T035237_20250504T035302_059039_0752BC_810D,VV,169,S1A_IW_GRDH_1SDV_20250504T035237_20250504T035302_059039_0752BC_810D_VV_UTM_8bit.tif,429.1,cefd2d9651434ce4a8a242a7cebc23bd
Port Said,S1A_IW_GRDH_1SDV_20250516T035237_20250516T035302_059214_07590C_1B74,VH,237,S1A_IW_GRDH_1SDV_20250516T035237_20250516T035302_059214_07590C_1B74_VH_UTM_8bit.tif,321.6,d87de1365a8a40aeb8749c0aa4c0b976
Port Said,S1A_IW_GRDH_1SDV_20250516T035237_20250516T035302_059214_07590C_1B74,VV,230,S1A_IW_GRDH_1SDV_20250516T035237_20250516T035302_059214_07590C_1B74_VV_UTM_8bit.tif,445.8,4fbd4c7494e64d868801104aaa2f031b
Port Said,S1A_IW_GRDH_1SDV_20250528T035236_20250528T035301_059389_075F25_EDE8,VH,200,S1A_IW_GRDH_1SDV_20250528T035236_20250528T035301_059389_075F25_EDE8_VH_UTM_8bit.tif,323.4,de92683bf33c4b809fff34fbc67b90f6
Port Said,S1A_IW_GRDH_1SDV_20250528T035236_20250528T035301_059389_075F25_EDE8,VV,192,S1A_IW_GRDH_1SDV_20250528T035236_20250528T035301_059389_075F25_EDE8_VV_UTM_8bit.tif,481.1,5269511c05404443af338960aced8801
Port Said,S1A_IW_GRDH_1SDV_20250609T035235_20250609T035300_059564_07651D_4100,VH,237,S1A_IW_GRDH_1SDV_20250609T035235_20250609T035300_059564_07651D_4100_VH_UTM_8bit.tif,318.9,6d6d5ffb76a24d9e8b8c9f9fd3fe4fca
Port Said,S1A_IW_GRDH_1SDV_20250609T035235_20250609T035300_059564_07651D_4100,VV,243,S1A_IW_GRDH_1SDV_20250609T035235_20250609T035300_059564_07651D_4100_VV_UTM_8bit.tif,412.6,e67d41a5e40a40b6b793ce2efba85efd
Port Said,S1A_IW_GRDH_1SDV_20250621T035235_20250621T035300_059739_076B27_C979,VH,208,S1A_IW_GRDH_1SDV_20250621T035235_20250621T035300_059739_076B27_C979_VH_UTM_8bit.tif,320.5,78dd9a2d6b4541a285dbe4870e970b03
Port Said,S1A_IW_GRDH_1SDV_20250621T035235_20250621T035300_059739_076B27_C979,VV,206,S1A_IW_GRDH_1SDV_20250621T035235_20250621T035300_059739_076B27_C979_VV_UTM_8bit.tif,439.6,bc313420e87e45a5989672a0272f0c97
Port Said,S1A_IW_GRDH_1SDV_20250703T035234_20250703T035259_059914_077140_7BD6,VH,228,S1A_IW_GRDH_1SDV_20250703T035234_20250703T035259_059914_077140_7BD6_VH_UTM_8bit.tif,317.3,6879383a91df47a89ad5507f83392bcc
Port Said,S1A_IW_GRDH_1SDV_20250703T035234_20250703T035259_059914_077140_7BD6,VV,223,S1A_IW_GRDH_1SDV_20250703T035234_20250703T035259_059914_077140_7BD6_VV_UTM_8bit.tif,406.9,5c8ecf795e8b47f987c0b25d7ba77feb
Port Said,S1A_IW_GRDH_1SDV_20250715T035234_20250715T035259_060089_077743_FB08,VH,236,S1A_IW_GRDH_1SDV_20250715T035234_20250715T035259_060089_077743_FB08_VH_UTM_8bit.tif,319.8,454f4d15fa5b41798a9292a7227c353f
Port Said,S1A_IW_GRDH_1SDV_20250715T035234_20250715T035259_060089_077743_FB08,VV,230,S1A_IW_GRDH_1SDV_20250715T035234_20250715T035259_060089_077743_FB08_VV_UTM_8bit.tif,438.4,45d613a332794facb0373240665d30b2
Port Said,S1A_IW_GRDH_1SDV_20250727T035233_20250727T035258_060264_077D47_F0A8,VH,216,S1A_IW_GRDH_1SDV_20250727T035233_20250727T035258_060264_077D47_F0A8_VH_UTM_8bit.tif,318.5,246e8be1696a4fc28d96bc35eb9fa328
Port Said,S1A_IW_GRDH_1SDV_20250727T035233_20250727T035258_060264_077D47_F0A8,VV,211,S1A_IW_GRDH_1SDV_20250727T035233_20250727T035258_060264_077D47_F0A8_VV_UTM_8bit.tif,415.4,f46bd2e872e84b669baee7be78e3378c
Port Said,S1A_IW_GRDH_1SDV_20250808T035233_20250808T035258_060439_078370_CD54,VH,158,S1A_IW_GRDH_1SDV_20250808T035233_20250808T035258_060439_078370_CD54_VH_UTM_8bit.tif,317.1,3467d13bdbca498383229fa37d41a67b
Port Said,S1A_IW_GRDH_1SDV_20250808T035233_20250808T035258_060439_078370_CD54,VV,159,S1A_IW_GRDH_1SDV_20250808T035233_20250808T035258_060439_078370_CD54_VV_UTM_8bit.tif,407.9,8d9dcac25c79429cae55d4d89c3b7cad
Port Said,S1A_IW_GRDH_1SDV_20250820T035233_20250820T035258_060614_078A53_5450,VH,175,S1A_IW_GRDH_1SDV_20250820T035233_20250820T035258_060614_078A53_5450_VH_UTM_8bit.tif,320.7,335fe5084b4c479c85a7e60ae2e8ec67
Port Said,S1A_IW_GRDH_1SDV_20250820T035233_20250820T035258_060614_078A53_5450,VV,183,S1A_IW_GRDH_1SDV_20250820T035233_20250820T035258_060614_078A53_5450_VV_UTM_8bit.tif,435.8,d3825a8693324cc388bb2092cf90c55f
Port Said,S1A_IW_GRDH_1SDV_20250901T035233_20250901T035258_060789_079136_B324,VH,215,S1A_IW_GRDH_1SDV_20250901T035233_20250901T035258_060789_079136_B324_VH_UTM_8bit.tif,319.4,95addd2ce793489bb2fa5e19c5eff522
Port Said,S1A_IW_GRDH_1SDV_20250901T035233_20250901T035258_060789_079136_B324,VV,207,S1A_IW_GRDH_1SDV_20250901T035233_20250901T035258_060789_079136_B324_VV_UTM_8bit.tif,418.7,8771430010104ba6b5c5103506e0fd6a
Port Said,S1A_IW_GRDH_1SDV_20250913T035234_20250913T035259_060964_079836_C838,VH,184,S1A_IW_GRDH_1SDV_20250913T035234_20250913T035259_060964_079836_C838_VH_UTM_8bit.tif,320.0,989b8082b1ce4f05935d45527bcbc3f2
Port Said,S1A_IW_GRDH_1SDV_20250913T035234_20250913T035259_060964_079836_C838,VV,184,S1A_IW_GRDH_1SDV_20250913T035234_20250913T035259_060964_079836_C838_VV_UTM_8bit.tif,379.6,2516e65cd3874705be547cb7a232b144
Port Said,S1A_IW_GRDH_1SDV_20250925T035234_20250925T035259_061139_079F3E_697B,VH,208,S1A_IW_GRDH_1SDV_20250925T035234_20250925T035259_061139_079F3E_697B_VH_UTM_8bit.tif,322.1,99b4b0fe39b943858089b4009b61d2f5
Port Said,S1A_IW_GRDH_1SDV_20250925T035234_20250925T035259_061139_079F3E_697B,VV,200,S1A_IW_GRDH_1SDV_20250925T035234_20250925T035259_061139_079F3E_697B_VV_UTM_8bit.tif,459.3,252a6f92ed874293a6f76489359814e5
Port Said,S1A_IW_GRDH_1SDV_20251007T035234_20251007T035259_061314_07A64B_B254,VH,222,S1A_IW_GRDH_1SDV_20251007T035234_20251007T035259_061314_07A64B_B254_VH_UTM_8bit.tif,316.1,0d061524c3a94aeca87b2e704e019d13
Port Said,S1A_IW_GRDH_1SDV_20251007T035234_20251007T035259_061314_07A64B_B254,VV,220,S1A_IW_GRDH_1SDV_20251007T035234_20251007T035259_061314_07A64B_B254_VV_UTM_8bit.tif,384.7,77f3d62261644dfeb6899f3fa67bae67
Port Said,S1A_IW_GRDH_1SDV_20251019T035234_20251019T035259_061489_07AD50_1AB6,VH,226,S1A_IW_GRDH_1SDV_20251019T035234_20251019T035259_061489_07AD50_1AB6_VH_UTM_8bit.tif,318.2,a5482d02c128447393d01958e9ba9a78
Port Said,S1A_IW_GRDH_1SDV_20251019T035234_20251019T035259_061489_07AD50_1AB6,VV,214,S1A_IW_GRDH_1SDV_20251019T035234_20251019T035259_061489_07AD50_1AB6_VV_UTM_8bit.tif,405.7,939430a8bc314ab9b82b470f5984ab1d
Port Said,S1A_IW_GRDH_1SDV_20251112T035233_20251112T035258_061839_07BB21_91CA,VH,197,S1A_IW_GRDH_1SDV_20251112T035233_20251112T035258_061839_07BB21_91CA_VH_UTM_8bit.tif,313.4,26c0581e966b43ca8e0e6d811e2ad82b
Port Said,S1A_IW_GRDH_1SDV_20251112T035233_20251112T035258_061839_07BB21_91CA,VV,195,S1A_IW_GRDH_1SDV_20251112T035233_20251112T035258_061839_07BB21_91CA_VV_UTM_8bit.tif,376.3,72d97373756049bab9eb3b0a2ef4fb45
Port Said,S1A_IW_GRDH_1SDV_20251124T035232_20251124T035257_062014_07C1F4_0DB0,VH,212,S1A_IW_GRDH_1SDV_20251124T035232_20251124T035257_062014_07C1F4_0DB0_VH_UTM_8bit.tif,320.8,8c709be7a534460d86348acf914baab4
Port Said,S1A_IW_GRDH_1SDV_20251124T035232_20251124T035257_062014_07C1F4_0DB0,VV,216,S1A_IW_GRDH_1SDV_20251124T035232_20251124T035257_062014_07C1F4_0DB0_VV_UTM_8bit.tif,423.3,7318f5d17fc3421fa3a7ffe17ec1de7c
Port Said,S1A_IW_GRDH_1SDV_20251206T035231_20251206T035256_062189_07C8C7_B4B3,VH,153,S1A_IW_GRDH_1SDV_20251206T035231_20251206T035256_062189_07C8C7_B4B3_VH_UTM_8bit.tif,315.2,25c44d73439649259b58d1f3f42b0918
Port Said,S1A_IW_GRDH_1SDV_20251206T035231_20251206T035256_062189_07C8C7_B4B3,VV,149,S1A_IW_GRDH_1SDV_20251206T035231_20251206T035256_062189_07C8C7_B4B3_VV_UTM_8bit.tif,382.0,4583c10bdc54488798e3ee86e2fb588e
Port Said,S1A_IW_GRDH_1SDV_20251218T035230_20251218T035255_062364_07CF9A_DF33,VH,222,S1A_IW_GRDH_1SDV_20251218T035230_20251218T035255_062364_07CF9A_DF33_VH_UTM_8bit.tif,318.5,7f1bfce2b7884298a4250bcc78143020
Port Said,S1A_IW_GRDH_1SDV_20251218T035230_20251218T035255_062364_07CF9A_DF33,VV,216,S1A_IW_GRDH_1SDV_20251218T035230_20251218T035255_062364_07CF9A_DF33_VV_UTM_8bit.tif,421.0,26dc92fb30f84201ae29a863282860ae
Port Said,S1A_IW_GRDH_1SDV_20251230T035229_20251230T035254_062539_07D665_2BBB,VH,190,S1A_IW_GRDH_1SDV_20251230T035229_20251230T035254_062539_07D665_2BBB_VH_UTM_8bit.tif,320.1,4a8d72e658d94a4d958628fdc63ba54f
Port Said,S1A_IW_GRDH_1SDV_20251230T035229_20251230T035254_062539_07D665_2BBB,VV,186,S1A_IW_GRDH_1SDV_20251230T035229_20251230T035254_062539_07D665_2BBB_VV_UTM_8bit.tif,439.7,8c445af1689347999d7b0e58f6c1b6d7
Qingdao,S1A_IW_GRDH_1SDV_20250128T095619_20250128T095644_057643_071A6C_C629,VH,250,S1A_IW_GRDH_1SDV_20250128T095619_20250128T095644_057643_071A6C_C629_VH_UTM_8bit.tif,309.5,b1c6840988bb4a2f945b4ae6b9082ed2
Qingdao,S1A_IW_GRDH_1SDV_20250128T095619_20250128T095644_057643_071A6C_C629,VV,255,S1A_IW_GRDH_1SDV_20250128T095619_20250128T095644_057643_071A6C_C629_VV_UTM_8bit.tif,455.7,02afec4dcc5c4b40b38a883fb4df61d9
Qingdao,S1A_IW_GRDH_1SDV_20250209T095619_20250209T095644_057818_072156_A282,VH,331,S1A_IW_GRDH_1SDV_20250209T095619_20250209T095644_057818_072156_A282_VH_UTM_8bit.tif,297.4,a7ca9d7b246b463dbf1985a0efd84ebc
Qingdao,S1A_IW_GRDH_1SDV_20250209T095619_20250209T095644_057818_072156_A282,VV,313,S1A_IW_GRDH_1SDV_20250209T095619_20250209T095644_057818_072156_A282_VV_UTM_8bit.tif,374.4,f18124176e734048a7a069de96a4cd12
Qingdao,S1A_IW_GRDH_1SDV_20250317T095619_20250317T095644_058343_073693_570A,VH,334,S1A_IW_GRDH_1SDV_20250317T095619_20250317T095644_058343_073693_570A_VH_UTM_8bit.tif,306.9,395b3e30a12447e4be317013660d5a0d
Qingdao,S1A_IW_GRDH_1SDV_20250317T095619_20250317T095644_058343_073693_570A,VV,337,S1A_IW_GRDH_1SDV_20250317T095619_20250317T095644_058343_073693_570A_VV_UTM_8bit.tif,438.6,4fe317c715a94ba3a1ba06d0561756bd
Qingdao,S1A_IW_GRDH_1SDV_20250329T095619_20250329T095644_058518_073D8B_5302,VH,435,S1A_IW_GRDH_1SDV_20250329T095619_20250329T095644_058518_073D8B_5302_VH_UTM_8bit.tif,297.2,ab3ec7b6917f4d0aae3b2cffd96d5ef1
Qingdao,S1A_IW_GRDH_1SDV_20250329T095619_20250329T095644_058518_073D8B_5302,VV,433,S1A_IW_GRDH_1SDV_20250329T095619_20250329T095644_058518_073D8B_5302_VV_UTM_8bit.tif,380.8,4213eda4b2104575b469b3270ce25c97
Qingdao,S1A_IW_GRDH_1SDV_20250410T095619_20250410T095644_058693_0744B4_726C,VH,542,S1A_IW_GRDH_1SDV_20250410T095619_20250410T095644_058693_0744B4_726C_VH_UTM_8bit.tif,294.6,166c86911dd4476f84f2d3e26bb0781b
Qingdao,S1A_IW_GRDH_1SDV_20250410T095619_20250410T095644_058693_0744B4_726C,VV,572,S1A_IW_GRDH_1SDV_20250410T095619_20250410T095644_058693_0744B4_726C_VV_UTM_8bit.tif,365.9,c3fecc241c74498ab104e414e3c75070
Qingdao,S1A_IW_GRDH_1SDV_20250422T095619_20250422T095644_058868_074BDE_EE82,VH,687,S1A_IW_GRDH_1SDV_20250422T095619_20250422T095644_058868_074BDE_EE82_VH_UTM_8bit.tif,295.7,aab7c71be917402bb77966a65a313f54
Qingdao,S1A_IW_GRDH_1SDV_20250422T095619_20250422T095644_058868_074BDE_EE82,VV,684,S1A_IW_GRDH_1SDV_20250422T095619_20250422T095644_058868_074BDE_EE82_VV_UTM_8bit.tif,368.6,f945da2191f74756829c1eae28173f4e
Qingdao,S1A_IW_GRDH_1SDV_20250504T095619_20250504T095644_059043_0752E1_23FF,VH,412,S1A_IW_GRDH_1SDV_20250504T095619_20250504T095644_059043_0752E1_23FF_VH_UTM_8bit.tif,297.6,3a921305d0b54018a0d513dc9fa6446e
Qingdao,S1A_IW_GRDH_1SDV_20250504T095619_20250504T095644_059043_0752E1_23FF,VV,399,S1A_IW_GRDH_1SDV_20250504T095619_20250504T095644_059043_0752E1_23FF_VV_UTM_8bit.tif,385.6,636fb021cc12494697ace62d283725cb
Qingdao,S1A_IW_GRDH_1SDV_20250516T095619_20250516T095644_059218_07592B_E377,VH,479,S1A_IW_GRDH_1SDV_20250516T095619_20250516T095644_059218_07592B_E377_VH_UTM_8bit.tif,295.4,fdcdc620bf5a4cb79e2a9a5898033cc8
Qingdao,S1A_IW_GRDH_1SDV_20250516T095619_20250516T095644_059218_07592B_E377,VV,491,S1A_IW_GRDH_1SDV_20250516T095619_20250516T095644_059218_07592B_E377_VV_UTM_8bit.tif,357.5,29c0bbe19b364d07bb1d9e190034d137
Qingdao,S1A_IW_GRDH_1SDV_20250528T095618_20250528T095643_059393_075F43_4703,VH,440,S1A_IW_GRDH_1SDV_20250528T095618_20250528T095643_059393_075F43_4703_VH_UTM_8bit.tif,297.9,8be1b69ac19442a883c2d2944255ecdc
Qingdao,S1A_IW_GRDH_1SDV_20250528T095618_20250528T095643_059393_075F43_4703,VV,421,S1A_IW_GRDH_1SDV_20250528T095618_20250528T095643_059393_075F43_4703_VV_UTM_8bit.tif,397.6,11a16e351ad941fbb357f92321b018e3
Qingdao,S1A_IW_GRDH_1SDV_20250609T095618_20250609T095643_059568_07653B_64EC,VH,561,S1A_IW_GRDH_1SDV_20250609T095618_20250609T095643_059568_07653B_64EC_VH_UTM_8bit.tif,301.4,16088baf3a9c4c5eb687fd8d8349348f
Qingdao,S1A_IW_GRDH_1SDV_20250609T095618_20250609T095643_059568_07653B_64EC,VV,513,S1A_IW_GRDH_1SDV_20250609T095618_20250609T095643_059568_07653B_64EC_VV_UTM_8bit.tif,406.0,83b66f83b35a4df89f48710db9dcfd48
Qingdao,S1A_IW_GRDH_1SDV_20250621T095617_20250621T095642_059743_076B46_1176,VH,779,S1A_IW_GRDH_1SDV_20250621T095617_20250621T095642_059743_076B46_1176_VH_UTM_8bit.tif,296.6,1c63038a5a3147ebaba4f54745173020
Qingdao,S1A_IW_GRDH_1SDV_20250621T095617_20250621T095642_059743_076B46_1176,VV,754,S1A_IW_GRDH_1SDV_20250621T095617_20250621T095642_059743_076B46_1176_VV_UTM_8bit.tif,342.2,5df0c41bee6c43889fa82385f809b484
Qingdao,S1A_IW_GRDH_1SDV_20250715T095616_20250715T095641_060093_077760_1FAF,VH,439,S1A_IW_GRDH_1SDV_20250715T095616_20250715T095641_060093_077760_1FAF_VH_UTM_8bit.tif,297.7,3c487b8dff524cd68999374e094fef16
Qingdao,S1A_IW_GRDH_1SDV_20250715T095616_20250715T095641_060093_077760_1FAF,VV,440,S1A_IW_GRDH_1SDV_20250715T095616_20250715T095641_060093_077760_1FAF_VV_UTM_8bit.tif,381.1,0ef4505372fd40639eb614d27d36a8d9
Qingdao,S1A_IW_GRDH_1SDV_20250808T095615_20250808T095640_060443_078391_9942,VH,493,S1A_IW_GRDH_1SDV_20250808T095615_20250808T095640_060443_078391_9942_VH_UTM_8bit.tif,298.9,890127d9010749c5b60bd053c11a3736
Qingdao,S1A_IW_GRDH_1SDV_20250808T095615_20250808T095640_060443_078391_9942,VV,451,S1A_IW_GRDH_1SDV_20250808T095615_20250808T095640_060443_078391_9942_VV_UTM_8bit.tif,386.9,079e571a33914f4ab63bf970d77bc298
Qingdao,S1A_IW_GRDH_1SDV_20250820T095615_20250820T095640_060618_078A74_3D5A,VH,505,S1A_IW_GRDH_1SDV_20250820T095615_20250820T095640_060618_078A74_3D5A_VH_UTM_8bit.tif,301.5,2606300e369d44579a30dcb18d608ef3
Qingdao,S1A_IW_GRDH_1SDV_20250820T095615_20250820T095640_060618_078A74_3D5A,VV,471,S1A_IW_GRDH_1SDV_20250820T095615_20250820T095640_060618_078A74_3D5A_VV_UTM_8bit.tif,398.5,6d96905a4574408b8eff59ebe1987003
Qingdao,S1A_IW_GRDH_1SDV_20250901T095616_20250901T095641_060793_079158_54A8,VH,709,S1A_IW_GRDH_1SDV_20250901T095616_20250901T095641_060793_079158_54A8_VH_UTM_8bit.tif,301.7,d99ad81f9f2741239b156c33e52754b0
Qingdao,S1A_IW_GRDH_1SDV_20250901T095616_20250901T095641_060793_079158_54A8,VV,702,S1A_IW_GRDH_1SDV_20250901T095616_20250901T095641_060793_079158_54A8_VV_UTM_8bit.tif,391.0,5af608131bee4b79b30bf0d83641962b
Qingdao,S1A_IW_GRDH_1SDV_20250925T095616_20250925T095641_061143_079F62_D4E3,VH,653,S1A_IW_GRDH_1SDV_20250925T095616_20250925T095641_061143_079F62_D4E3_VH_UTM_8bit.tif,302.1,739412bc62be4d12a324242f01455404
Qingdao,S1A_IW_GRDH_1SDV_20250925T095616_20250925T095641_061143_079F62_D4E3,VV,530,S1A_IW_GRDH_1SDV_20250925T095616_20250925T095641_061143_079F62_D4E3_VV_UTM_8bit.tif,418.1,b37eacacc41442448915d44b30b951d1
Qingdao,S1A_IW_GRDH_1SDV_20251007T095617_20251007T095642_061318_07A66F_2CB9,VH,889,S1A_IW_GRDH_1SDV_20251007T095617_20251007T095642_061318_07A66F_2CB9_VH_UTM_8bit.tif,299.8,003b76c46b2a41368b0ad09e769b1fd0
Qingdao,S1A_IW_GRDH_1SDV_20251007T095617_20251007T095642_061318_07A66F_2CB9,VV,672,S1A_IW_GRDH_1SDV_20251007T095617_20251007T095642_061318_07A66F_2CB9_VV_UTM_8bit.tif,364.5,ace222ec03be43508de4dfd8bd4fe544
Qingdao,S1A_IW_GRDH_1SDV_20251019T095616_20251019T095641_061493_07AD75_3A90,VH,536,S1A_IW_GRDH_1SDV_20251019T095616_20251019T095641_061493_07AD75_3A90_VH_UTM_8bit.tif,312.3,e88b17adb25f4db4bccc02de1e25d4e6
Qingdao,S1A_IW_GRDH_1SDV_20251019T095616_20251019T095641_061493_07AD75_3A90,VV,543,S1A_IW_GRDH_1SDV_20251019T095616_20251019T095641_061493_07AD75_3A90_VV_UTM_8bit.tif,448.2,5ab3e0392bba44aba87065ea6c04c2c8
Qingdao,S1A_IW_GRDH_1SDV_20251031T095616_20251031T095641_061668_07B482_0BCC,VH,677,S1A_IW_GRDH_1SDV_20251031T095616_20251031T095641_061668_07B482_0BCC_VH_UTM_8bit.tif,304.4,fe7f582ea6b44291b6eddf211cec3d40
