port,class,class_name,n,ridge_V,ridge_VK,gbm_zk,gate_old,gate_new,gate_new_theta,oracle3
Fujairah,2,general_cargo,162,0.2716049382716049,0.36419753086419754,0.7777777777777778,0.7407407407407407,0.7901234567901234,0.7777777777777778,0.7901234567901234
Hamburg,0,bulk_carrier,218,0.47706422018348627,0.6513761467889908,0.9954128440366973,0.9954128440366973,0.9954128440366973,0.9954128440366973,0.9954128440366973
Hamburg,1,fishing_vessel,447,0.9194630872483222,0.9105145413870246,0.8926174496644296,0.9082774049217002,0.9328859060402684,0.9239373601789709,0.941834451901566
Hamburg,2,general_cargo,954,0.4779874213836478,0.4612159329140461,0.2830188679245283,0.4109014675052411,0.6079664570230608,0.550314465408805,0.6383647798742138
Houston,0,bulk_carrier,57,0.17543859649122806,0.47368421052631576,0.8771929824561403,0.8596491228070176,0.8070175438596491,0.8771929824561403,0.8771929824561403
Houston,1,fishing_vessel,277,0.8664259927797834,0.779783393501805,0.6606498194945848,0.7003610108303249,0.8880866425992779,0.8194945848375451,0.9205776173285198
Houston,2,general_cargo,47,0.3191489361702128,0.1276595744680851,0.3617021276595745,0.3404255319148936,0.3829787234042553,0.3617021276595745,0.5106382978723404
Houston,3,product_chem_tanker,230,0.3739130434782609,0.30869565217391304,0.6173913043478261,0.5826086956521739,0.5,0.5,0.7304347826086957
Houston,4,container_ship,7,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
Houston,5,crude_oil_tanker,54,0.6481481481481481,0.35185185185185186,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.2962962962962963,0.6666666666666666
Houston,6,tug_towing,125,0.088,0.096,0.032,0.024,0.008,0.016,0.176
Houston,7,offshore_supply,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jebel Ali,0,bulk_carrier,1056,0.2897727272727273,0.5956439393939394,0.8607954545454546,0.8617424242424242,0.8541666666666666,0.8626893939393939,0.9166666666666666
Jebel Ali,1,fishing_vessel,25,0.64,0.64,0.48,0.48,0.48,0.48,0.64
Jebel Ali,2,general_cargo,757,0.35535006605019814,0.42668428005284015,0.44121532364597094,0.46367239101717306,0.46895640686922063,0.33157199471598414,0.6459709379128138
Jebel Ali,3,product_chem_tanker,1492,0.29892761394101874,0.19168900804289543,0.6950402144772118,0.5073726541554959,0.40683646112600536,0.2761394101876676,0.7654155495978552
Jebel Ali,4,container_ship,306,0.5196078431372549,0.47058823529411764,0.3006535947712418,0.4150326797385621,0.3431372549019608,0.434640522875817,0.5686274509803921
Jebel Ali,5,crude_oil_tanker,335,0.6059701492537314,0.4925373134328358,0.21492537313432836,0.3880597014925373,0.24477611940298508,0.3492537313432836,0.6268656716417911
Jebel Ali,6,tug_towing,125,0.016,0.072,0.008,0.024,0.0,0.056,0.088
